symbol,date,open,high,low,close,adjusted_close,volume,sma,diff,diff/avg_diff,momentum,delta_m,CF,DDF,TSR,Class,avg_diff,diff_over_avg,delta_momentum,DF,swing,market_regime
INDUSINDBK.NSE,31-08-2020,705.0,712.0,588.7,616.15,595.0186,160976065,488.695,26.080684271375798,3.392061308,0.26080684271375804,-0.123736739,0.28503442522215244,0.144130183,3.4502947707042417,Continuation,,,-0.12132807973386545,0.13145776064321818,,neutral
INDUSINDBK.NSE,07-09-2020,621.5,627.8,588.65,610.35,589.4175,71588446,500.0675,22.05352277442545,0.669125436,0.22053522774425457,-0.038221114,0.28503442522215244,0.161957853,3.865999160851499,Uncertain,,,-0.04027161496950346,0.1615996947033689,,neutral
INDUSINDBK.NSE,14-09-2020,617.1,641.0,600.0,613.2,592.1697,60401004,507.32000000000005,20.870456516597024,0.530577246,0.20870456516597016,-0.026775846,0.0,0.188733699,3.865999160851499,Uncertain,35.86496754985659,0.5819176188458723,-0.011830662578284412,0.17343035728165332,,neutral
INDUSINDBK.NSE,21-09-2020,612.9,617.4,485.0,514.85,497.1927,102317407,511.04499999999996,0.7445528280288549,0.258334857,0.0074455282802885535,0.082410426,0.0,0.06499696,1.3659991608514992,Uncertain,31.121576649914864,0.02392400733434216,-0.2012590368856816,0.2533613144334695,,neutral
INDUSINDBK.NSE,28-09-2020,522.9,597.05,516.15,592.2,571.89,114362220,519.72,13.945970907411676,0.0640153,0.13945970907411687,-0.109441504,0.13201418079382832,0.13621735,0.8416593388081879,Uncertain,23.516355141838673,0.5930328413266718,0.13201418079382832,0.21308969946396603,,neutral
INDUSINDBK.NSE,05-10-2020,593.2,638.5,592.0,623.05,601.6819,127748587,533.9549999999999,16.68586304089297,1.179488515,0.16685863040892968,0.030813527,0.15941310212864113,0.109441504,0.5052455672148045,Uncertain,19.27370183273761,0.8657321352014986,0.02739892133481281,0.2012590368856816,,neutral
INDUSINDBK.NSE,12-10-2020,628.2,632.5,593.35,608.3,587.4378,64253010,544.6875,11.678714859437743,1.186806098,0.11678714859437743,-0.022538067,0.15941310212864113,0.131979571,1.4419456488187925,Uncertain,16.513323296678934,0.7072298319131498,-0.050071481814552246,0.050071481814552246,,neutral
INDUSINDBK.NSE,19-10-2020,607.55,647.8,599.55,608.15,587.2929,79222971,553.9775,9.778826757404403,1.882471218,0.0977882675740441,0.000380437,0.02739892133481281,0.022538067,1.566722741767026,Uncertain,15.744551612978162,0.6210927435585882,-0.018998881020333327,0.06907036283488557,,neutral
INDUSINDBK.NSE,26-10-2020,617.0,633.3,571.0,585.7,565.6129,80705765,556.84,5.182817326341493,1.268738703,0.051828173263415,-0.019933836,0.0,0.042471903,1.3444890742567261,Uncertain,14.66954093735399,0.3533046704375155,-0.0459600943106291,0.11503045714551467,,neutral
INDUSINDBK.NSE,02-11-2020,590.0,747.0,590.0,738.65,713.3173,139614252,569.59,29.680998613037435,2.524683515,0.29680998613037435,0.174826312,0.24498181286695936,0.019933836,2.23423748238012,Continuation,13.923513650117442,2.131717564896924,0.24498181286695936,0.06495897533096243,bullish,bullish
INDUSINDBK.NSE,09-11-2020,746.05,870.0,735.05,770.45,744.0267,196470408,583.4849999999999,32.042811726094115,3.066158312,0.32042811726094106,-0.004962422,0.26859994399752607,0.024896258,2.981589233142824,Continuation,14.858856484941363,2.1564789833300932,0.02361813113056671,0.0459600943106291,bullish,bullish
INDUSINDBK.NSE,17-11-2020,777.9,845.9,772.25,811.0,783.186,95586149,599.675,35.239921624213125,1.344919369,0.3523992162421313,0.005449365,0.3005710429787163,0.004962422,5.356812140194591,Uncertain,16.407000169119637,2.147858917594198,0.031971098981190216,0.0,bullish,bullish
INDUSINDBK.NSE,23-11-2020,836.0,880.9,832.5,857.65,828.2361,110411189,615.595,39.32049480583824,1.010992208,0.39320494805838246,-0.003302807,0.09639496192800812,0.00826523,7.766686188394793,Uncertain,17.99707217579119,2.184827310896175,0.04080573181625119,0.0,bullish,bullish
INDUSINDBK.NSE,01-12-2020,863.0,920.0,858.1,913.65,882.3155,52037958,635.2375,43.82809579094433,0.750660831,0.4382809579094434,-0.005048067,0.11785284064850232,0.008350874,9.093925880566895,Uncertain,19.4819831353874,2.249673223016719,0.045076009851060916,0.0,bullish,bullish
INDUSINDBK.NSE,07-12-2020,915.0,953.5,905.0,923.75,892.0691,54121700,655.3125,40.963280877443964,0.594316722,0.4096328087744397,-0.066921047,0.0858817416673121,0.075271921,8.160029971026601,Uncertain,21.00411960918259,1.9502498385857419,-0.028648149135003687,0.028648149135003687,,bullish
INDUSINDBK.NSE,14-12-2020,927.0,948.0,887.55,905.2,874.1553,48335366,674.385,34.22599850233918,0.513439112,0.3422599850233918,-0.05700117,0.045076009851060916,0.128970284,5.815649874255078,Uncertain,22.59686513890436,1.5146348084988692,-0.06737282375104792,0.0960209728860516,,bullish
INDUSINDBK.NSE,21-12-2020,905.2,906.0,813.65,852.8,823.5524,62714926,691.575,23.31272819289303,0.208155759,0.2331272819289302,-0.020177462,0.0,0.144099679,3.405775826054875,Uncertain,23.902586288285292,0.9753224153956364,-0.10913270309446158,0.20515367598051318,,bullish
INDUSINDBK.NSE,28-12-2020,855.0,922.7,853.0,900.15,869.2785,48707182,711.2225000000001,26.563768722164994,0.302968431,0.2656376872216499,-0.0190622,0.032510405292719674,0.096240833,0.9709381209510137,Uncertain,24.658290647748956,1.0772753513873432,0.032510405292719674,0.1765055268455095,,bullish
INDUSINDBK.NSE,04-01-2021,910.0,976.0,883.0,939.8,907.5687,51660095,732.535,28.294211198099738,1.013963721,0.2829421119809975,0.028520334,0.0498148300520673,0.039239663,0.3746527621076109,Uncertain,24.011083785382436,1.1783812613791635,0.017304424759347625,0.10913270309446158,,neutral
INDUSINDBK.NSE,11-01-2021,942.9,983.0,906.55,965.9,932.7736,50781395,747.5475,29.209180687514834,1.23639623,0.29209180687514835,0.018659202,0.05896452494621815,0.0190622,1.6931459825345883,Uncertain,24.13405750353376,1.2102888494086816,0.00914969489415085,0.0,,neutral
INDUSINDBK.NSE,18-01-2021,959.0,967.0,890.0,893.3,862.6635,43565143,761.405,17.322581280658778,1.154047882,0.1732258128065878,-0.038251112,0.026454119653498476,0.038251112,1.7689345502486176,Uncertain,24.531594054260953,0.7061335371172088,-0.11886599406856055,0.11886599406856055,,neutral
INDUSINDBK.NSE,25-01-2021,906.0,912.35,789.0,846.1,817.0822,60735219,773.1925,9.42941117509546,0.225815964,0.09429411175095469,0.0417103,0.00914969489415085,0.038251112,1.7202797855149397,Uncertain,24.334489874486607,0.3874916311675671,-0.07893170105563312,0.19779769512419365,,neutral
INDUSINDBK.NSE,08-02-2021,1036.05,1059.5,1003.6,1027.4,992.1644,42680855,793.9024999999999,29.41135718806782,1.443255116,0.29411357188067827,-0.022238368,0.19981946012972357,0.022238368,1.926915861731138,Uncertain,24.816982004879193,1.1851302943397928,0.19981946012972357,0.19779769512419365,,neutral
INDUSINDBK.NSE,15-02-2021,1044.9,1096.5,1026.2,1065.9,1029.344,60328695,821.4550000000002,29.757564321843553,1.43426766,0.29757564321843544,0.016238598,0.20328153146748074,0.022238368,1.2817706978252743,Uncertain,25.676170131582314,1.1589565020540593,0.0034620713377571666,0.07893170105563312,,neutral
INDUSINDBK.NSE,22-02-2021,1064.95,1119.5,1018.0,1062.95,1026.4952,48370283,844.9925,25.79401592321826,1.256269097,0.25794015923218266,-0.020990109,0.20328153146748074,0.043228477,2.627011995643744,Uncertain,26.402375758301794,0.976958140409306,-0.03963548398625277,0.03963548398625277,,neutral
INDUSINDBK.NSE,01-03-2021,1075.0,1116.0,1025.45,1039.9,1004.2357,37026229,865.835,20.10371491103964,0.755465108,0.20103714911039638,-0.048821026,0.0034620713377571666,0.069811135,2.6224016143826434,Uncertain,27.18655915073404,0.7394725753846211,-0.05690301012178628,0.09653849410803905,,neutral
INDUSINDBK.NSE,08-03-2021,1054.0,1060.0,1005.0,1022.65,987.5773,35006170,886.5525000000001,15.351318731829178,0.15382201,0.15351318731829175,-0.011059814,0.0,0.08087095,2.2618949741834493,Uncertain,27.76016404815822,0.5529981272876404,-0.047523961792104635,0.1440624559001437,,neutral
INDUSINDBK.NSE,15-03-2021,1027.8,1049.9,981.1,1011.9,977.196,30529904,906.74,11.597591371286153,0.114145738,0.11597591371286142,0.008270069,0.0,0.059880841,1.4329270144338593,Uncertain,28.32508079290754,0.4094460120371531,-0.03753727360543033,0.14196424551932124,,neutral
INDUSINDBK.NSE,22-03-2021,1006.0,1011.85,928.85,952.75,920.0746,37757320,925.0925,2.9897010298970184,0.206179558,0.029897010298970135,0.045834354,0.0,0.011059814,0.011897148901360384,Uncertain,27.32044705725469,0.10943089707249615,-0.0860789034138913,0.17114013881142626,,neutral
INDUSINDBK.NSE,30-03-2021,966.0,997.0,950.0,993.3,959.2339,18217878,937.825,5.915282701996638,0.453681907,0.05915282701996631,-0.051075667,0.029255816720996176,0.051075667,0.08095088528476936,Uncertain,25.706385351910406,0.23010946972974697,0.029255816720996176,0.12361617701932162,,neutral
INDUSINDBK.NSE,05-04-2021,985.0,988.95,917.45,923.65,891.9726,32789964,945.485,2.3639906891138374,0.117014801,0.02309396764623451,0.047345939,0.029255816720996176,0.051075667,0.16277202123320678,Uncertain,24.0772387451206,0.0981836295323904,-0.0360588593737318,0.12213776278762309,,neutral
INDUSINDBK.NSE,12-04-2021,884.0,890.0,841.0,862.95,833.3543,29654951,948.0825000000001,9.865287675995148,6.849212824,0.08979440080372757,0.034544404,0.09595624987848922,0.051075667,0.8801856509817824,Uncertain,22.024099627524798,0.44793148609198646,0.06670043315749305,0.0360588593737318,,neutral
INDUSINDBK.NSE,19-04-2021,829.95,864.8,811.0,850.0,820.8485,34203214,947.7,11.494117647058832,2.728900468,0.10309169568428832,-0.013817449,0.0799977280380538,0.013817449,1.4782859364357805,Uncertain,20.137276954472068,0.5707880798901278,0.01329729488056075,0.0360588593737318,,neutral
INDUSINDBK.NSE,26-04-2021,857.0,958.85,851.45,934.95,902.885,39521253,948.7650000000001,1.4776191240173375,1.034489558,0.014561034608148544,-0.071706491,0.0799977280380538,0.08552394,1.693425847284658,Uncertain,18.50010121945067,0.07987086700173271,-0.08853066107613977,0.08853066107613977,,neutral
INDUSINDBK.NSE,03-05-2021,929.0,967.7,899.0,926.2,894.4351,39454901,948.8875,2.4495249406175867,1.20170647,0.02390957832198232,-0.004645164,0.022645838594394528,0.090169104,1.6954223964502122,Uncertain,16.6807468095439,0.14684743846217302,0.009348543713833776,0.08853066107613977,,neutral
INDUSINDBK.NSE,10-05-2021,939.0,957.0,888.1,890.85,860.2975,22063800,948.1700000000001,6.4343043161026126,1.063470471,0.06045329424048435,-0.003974279,0.045892259632335806,0.080325933,1.1478670367320876,Uncertain,15.521679962195268,0.4145365921584556,0.03654371591850203,0.08853066107613977,,neutral
INDUSINDBK.NSE,17-05-2021,897.1,1020.0,897.1,1016.0,981.1554,42917125,956.3300000000002,6.239478004454502,1.958063222,0.06239478004454512,0.10414335,0.047833745436396576,0.008619442,1.7456103871880038,Uncertain,14.403376384080689,0.43319551180726457,0.001941485804060769,0.0,,neutral
INDUSINDBK.NSE,24-05-2021,1018.9,1025.5,982.4,1019.35,984.3905,22758190,962.29,5.9296054204034165,1.296289478,0.05929605420403419,-0.027291294,0.0384852017225628,0.031265572,2.2503488611650155,Uncertain,13.178113428878177,0.44995859630479673,-0.0030987258405109283,0.0030987258405109283,,neutral
INDUSINDBK.NSE,31-05-2021,1015.0,1037.25,964.05,1009.3,974.6851,29663827,965.765,4.5078254026600595,0.889766368,0.04507825402660064,-0.040217798,0.001941485804060769,0.067509091,2.1893660153632597,Uncertain,11.884803691816433,0.3792932150628648,-0.01421780017743355,0.017316526017944478,,neutral
INDUSINDBK.NSE,07-06-2021,1018.0,1035.7,997.25,1015.1,980.2862,17396484,968.225,4.841333367760603,0.6612684,0.048413333677605926,-0.008326514,0.003335079651005282,0.075835605,2.058733377456888,Uncertain,11.17287280970539,0.43331141866710826,0.003335079651005282,0.017316526017944478,,neutral
INDUSINDBK.NSE,14-06-2021,1012.0,1050.0,960.0,995.4,961.2618,24355875,973.3299999999999,2.2674735187449224,0.702250202,0.022674735187449325,-0.031940383,0.003335079651005282,0.080484695,0.88606826410683,Uncertain,10.917979598186788,0.2076825202275973,-0.0257385984901566,0.039956398667590154,,neutral
INDUSINDBK.NSE,21-06-2021,977.0,1021.7,968.05,1012.9,978.1617,17063625,981.6700000000001,3.181313476015357,0.145250338,0.031813134760153516,-0.002899102,0.012473479223709474,0.043165999,0.2019004014369492,Uncertain,9.409986061002183,0.33807844723592934,0.009138399572704192,0.0257385984901566,,neutral
INDUSINDBK.NSE,28-06-2021,1019.0,1027.55,1000.0,1009.65,975.0231,14563224,980.7825,2.943313119881319,0.340409773,0.02943313119881314,-0.000913971,0.009138399572704192,0.035753456,0.25985887520750783,Uncertain,7.933527680678395,0.37099676692999656,-0.0023800035613403756,0.028118602051496976,,neutral
INDUSINDBK.NSE,05-07-2021,1012.0,1061.0,1012.0,1039.95,1004.284,16559751,979.4849999999999,6.173142008300303,1.293129535,0.06173142008300296,0.025251482,0.04143668845689401,0.003813073,1.117764102828909,Uncertain,6.66404419160412,0.9263356950840312,0.03229828888418982,0.0023800035613403756,,neutral
INDUSINDBK.NSE,12-07-2021,1045.4,1067.4,1041.05,1044.3,1008.4848,9640011,978.5525000000001,6.718852590944269,1.406085238,0.06718852590944259,-0.001602953,0.03775539471062945,0.002516923,1.9120140712550802,Uncertain,5.890123474785267,1.1406980888782157,0.005457105826439629,0.0023800035613403756,,neutral
INDUSINDBK.NSE,19-07-2021,1024.0,1034.7,977.0,989.3,955.3711,12029295,976.0225,1.3603682292160135,0.633793278,0.013603682292160189,0.001284791,0.037755394710629456,0.001602953,2.0058995619353217,Uncertain,5.4105420225138845,0.25142919573591066,-0.0535848436172824,0.0535848436172824,,neutral
INDUSINDBK.NSE,26-07-2021,989.3,1009.8,963.05,981.0,947.3557,21042946,973.9399999999999,0.7248906503480868,0.092780593,0.007248906503480769,0.005885713,0.005457105826439629,0.001602953,1.9529709442212684,Uncertain,4.841807403509987,0.1497148874245988,-0.00635477578867942,0.05993961940596182,,neutral
INDUSINDBK.NSE,02-08-2021,991.8,1048.0,985.45,1029.5,994.1924,23221369,974.82,5.609240680330729,1.101917024,0.056092406803307224,-0.017776064,0.04884350029982645,0.017776064,1.3052413788402069,Uncertain,4.715984604646158,1.1894103035884684,0.04884350029982645,0.05993961940596182,,neutral
INDUSINDBK.NSE,09-08-2021,1031.0,1055.0,1020.0,1024.15,989.0258,14702579,978.3900000000001,4.67707151544885,1.438277812,0.04677071515448848,-0.007661539,0.04884350029982645,0.025437603,1.092619930846415,Uncertain,4.6989822701091635,0.9953371276159753,-0.009321691648818742,0.015676467437498162,,neutral
INDUSINDBK.NSE,16-08-2021,1024.95,1029.9,970.65,979.45,950.5229,10024223,977.6975,0.1792476711866442,0.963936974,0.0017924767118664563,0.022266895,0.04884350029982645,0.025437603,1.1516587999201364,Uncertain,4.827486760461108,0.037130639622825805,-0.044978238442622026,0.05429993009144077,,neutral
INDUSINDBK.NSE,23-08-2021,988.1,1013.9,964.1,990.2,960.9554,11870605,981.025,0.935246298514314,0.644516077,0.00935246298514316,-0.019532553,0.0075599862732767045,0.027194092,1.1655205305231693,Uncertain,4.289373426860635,0.21803797558349092,0.0075599862732767045,0.05429993009144077,,neutral
INDUSINDBK.NSE,30-08-2021,995.3,1028.65,990.0,1003.75,974.1052,17362168,988.0649999999999,1.5874461700394304,1.039351636,0.015874461700394266,-0.006337552,0.01408198498852781,0.025870106,1.0058457439214885,Uncertain,3.7027694630526065,0.428718608025551,0.006521998715251106,0.044978238442622026,,neutral
INDUSINDBK.NSE,06-09-2021,1006.0,1021.8,984.15,999.5,969.9807,18412372,995.54,0.3977740723627443,0.68957219,0.0039777407236274145,0.002498196,0.01408198498852781,0.025870106,0.5995681278153007,Uncertain,3.7088709656093894,0.1072493694310521,-0.011896720976766851,0.011896720976766851,,neutral
INDUSINDBK.NSE,13-09-2021,1004.0,1186.5,992.65,1130.0,1096.6265,49311272,1005.2924999999999,12.405096029265117,7.962493137,0.12405096029265125,0.101665111,0.12659521828427495,0.006337552,2.114736154419246,Continuation,3.594884806261899,3.4507631531493823,0.12007321956902384,0.011896720976766851,bullish,bullish
INDUSINDBK.NSE,20-09-2021,1115.0,1189.35,1084.6,1163.05,1128.7004,24368841,1017.135,14.34568665909639,2.508373086,0.1434568665909638,0.00711746,0.13947912586733638,0.0,4.0394023175297615,Continuation,3.926595456993149,3.6534669324152436,0.019405906298312542,0.011896720976766851,bullish,bullish
INDUSINDBK.NSE,27-09-2021,1172.0,1177.95,1091.3,1104.05,1071.4429,17463341,1027.795,7.4192810823169975,1.227337436,0.07419281082316986,-0.077108427,0.13947912586733638,0.077108427,4.5834225291300985,Uncertain,4.376940382251032,1.695083879232851,-0.06926405576779393,0.06926405576779393,,bullish
INDUSINDBK.NSE,04-10-2021,1107.5,1186.15,1106.0,1174.4,1139.7152,16764090,1035.715,13.390266627402347,0.777871182,0.13390266627402345,0.035159122,0.07911576174916612,0.077108427,4.7443687882770575,Uncertain,4.4597001412462305,3.0025038014462866,0.05970985545085358,0.06926405576779393,bullish,bullish
INDUSINDBK.NSE,11-10-2021,1172.65,1215.0,1160.05,1210.0,1174.2638,9441402,1045.2475,15.762056355073796,0.613774904,0.15762056355073803,-0.001098019,0.08342775272756817,0.078206446,3.3386829321798075,Uncertain,4.953169098176358,3.182216484568843,0.023717897276714583,0.06926405576779393,bullish,bullish
INDUSINDBK.NSE,18-10-2021,1221.0,1240.0,1165.2,1196.4,1161.0655,16270442,1054.6025000000002,13.445587318444607,0.658361086,0.13445587318444616,-0.041904976,0.08342775272756817,0.043002995,2.204668425604377,Uncertain,5.559875930804869,2.418325064404481,-0.023164690366291874,0.023164690366291874,bearish,bearish
INDUSINDBK.NSE,25-10-2021,1205.95,1242.0,1122.0,1140.2,1106.5253,33691095,1060.8575,7.479091206877442,0.805374031,0.07479091206877451,-0.007712122,0.023717897276714583,0.050715117,1.6638030001142585,Uncertain,6.180882253010406,1.2100361891273275,-0.05966496111567164,0.08282965148196351,,bearish
INDUSINDBK.NSE,01-11-2021,1158.0,1240.1,1146.05,1189.1,1153.981,17494359,1070.5425,11.07452529908901,0.838225425,0.11074525299089003,-0.003849021,0.03595434092211551,0.053466119,1.445127557299866,Uncertain,6.419647682502745,1.7250986108277406,0.03595434092211551,0.08282965148196351,,bearish
INDUSINDBK.NSE,08-11-2021,1130.0,1130.0,1020.5,1037.05,1006.4217,51655982,1071.75,3.3460296032013837,0.358480715,0.03237695358059253,0.08716532,0.03595434092211551,0.011561143,1.1561963952529943,Uncertain,6.871381692458727,0.4869514972328808,-0.07836829941029749,0.13803326052596915,,bearish
INDUSINDBK.NSE,15-11-2021,1042.0,1051.0,1002.3,1008.45,978.6664,12078772,1071.69,6.271009965789087,1.288954856,0.05900960165719565,0.003386547,0.06258698899871862,0.003849021,0.5805774641636562,Uncertain,6.714319892175454,0.9339754534330456,0.026632648076603115,0.07836829941029749,,neutral
INDUSINDBK.NSE,22-11-2021,1024.0,1025.9,898.0,901.8,875.1662,33439338,1064.7824999999998,18.073020625415825,0.886780072,0.1530664713216078,0.056372722,0.12068951774101526,0.0,0.9828172594488209,Uncertain,6.689439746333499,2.701724107063181,0.09405686966441215,0.07836829941029749,bearish,bearish
INDUSINDBK.NSE,29-11-2021,926.9,957.85,875.7,951.15,923.0587,44128431,1060.125,11.457183409556858,1.513307495,0.10279448178280866,-0.080463282,0.12068951774101526,0.080463282,1.549014360048877,Uncertain,7.617920435011267,1.5039778253525318,-0.05027198953879915,0.05027198953879915,,bearish
INDUSINDBK.NSE,06-12-2021,952.0,968.0,914.0,944.75,916.8477,21543083,1057.8975,11.976448795977767,0.674890507,0.10695506889845191,-0.023325064,0.0982174567800554,0.103788347,2.034233939775007,Uncertain,8.214158921633976,1.458024967648835,0.004160587115643252,0.05027198953879915,,bearish
INDUSINDBK.NSE,13-12-2021,954.3,955.6,880.25,883.0,856.9214,14918197,1052.9975,19.252265005662505,0.022137678,0.16144150389720768,0.014470414,0.058647022114399025,0.103788347,2.121028144389034,Uncertain,8.567892705836591,2.247024521274355,0.05448643499875577,0.05027198953879915,bearish,bearish
INDUSINDBK.NSE,20-12-2021,874.0,885.0,830.8,861.15,835.7167,17993376,1044.58,21.300586425129175,1.051361557,0.17560167722912554,-0.005701738,0.07280719544631688,0.029026803,3.4460869413888338,Uncertain,9.377625677515125,2.271426388472928,0.014160173331917852,0.0,bearish,bearish
