symbol,date,open,high,low,close,adjusted_close,volume,shl_HighLow,shl_Level,bos_BOS,bos_CHOCH,bos_Level,bos_BrokenIndex,ob_OB,ob_Top,ob_Bottom,ob_OBVolume,ob_MitigatedIndex,ob_Percentage,fvg_FVG,fvg_Top,fvg_Bottom,fvg_MitigatedIndex,liq_Liquidity,liq_Level,liq_End,liq_Swept,CoC+,level
JSWSTEEL.NSE,2025-05-26,1009.2,1036.0,979.5,993.5,990.8319,12658507,,,,,,,,,,,,,,,,,,,,,0.0,
JSWSTEEL.NSE,2025-06-02,987.0,1010.65,962.15,1004.9,1002.2012,9598919,,,,,,,,,,,,,,,,,,,,,0.0,
JSWSTEEL.NSE,2025-06-09,1006.3,1019.15,981.35,987.25,984.5986,7883034,,,,,,,,,,,,,,,,,,,,,0.0,
KOTAKBANK.NSE,2020-05-18,1175.0,1189.55,1110.0,1165.0,1160.1453,29202976,-1.0,1110.0,,,,,,,,,,,,,,,,,,,1.0,1110.0
KOTAKBANK.NSE,2020-05-26,1160.0,1254.9,1144.55,1222.0,1216.9077,33424954,,,,,,,,,,,,,1.0,1238.0,1189.55,23.0,,,,,0.0,
KOTAKBANK.NSE,2020-06-01,1249.0,1428.2,1238.0,1347.85,1342.2333,48300408,1.0,1428.2,,,,,,,,,,,,,,,1.0,1426.45,30.0,34.0,0.0,
KOTAKBANK.NSE,2020-06-08,1355.0,1365.0,1231.6,1280.0,1274.666,29025309,,,,,,,,,,,,,,,,,,,,,0.0,
KOTAKBANK.NSE,2020-06-15,1270.0,1315.75,1228.35,1304.3,1298.8648,33414796,-1.0,1228.35,,,,,,,,,,,,,,,-1.0,1229.475,38.0,0.0,0.0,
KOTAKBANK.NSE,2020-06-22,1309.8,1398.0,1295.95,1349.2,1343.5777,34316187,1.0,1398.0,,,,34.0,,,,,,,,,,,,,,,0.0,
LT.NSE,2023-02-27,2134.05,2159.9,2082.1,2152.05,2096.4949,8444482,-1.0,2082.1,,,,,1.0,2159.9,2082.1,24451496.0,0.0,82.27434,,,,,,,,,1.0,2082.1
LT.NSE,2023-03-06,2158.25,2199.0,2133.0,2157.85,2102.1452,8560822,,,,,,,,,,,,,,,,,,,,,0.0,
LT.NSE,2023-03-13,2164.05,2228.9,2107.0,2195.75,2139.0668,14483277,,,,,,,,,,,,,,,,,,,,,0.0,
LT.NSE,2023-03-20,2191.1,2246.25,2152.0,2166.15,2110.2309,11036829,,,,,,,,,,,,,,,,,,,,,0.0,
LT.NSE,2023-03-27,2175.05,2190.0,2121.0,2164.2,2108.3313,7029751,,,,,,,,,,,,,,,,,,,,,0.0,
LT.NSE,2023-04-03,2180.0,2291.65,2155.0,2274.25,2215.5403,6384916,,,,,,,,,,,,,1.0,2242.45,2190.0,172.0,,,,,0.0,
LICI.NSE,2024-06-03,1058.35,1078.8,880.05,994.2,975.88,29794494,-1.0,880.05,,,,,,,,,,,,,,,,,,,1.0,880.05
LICI.NSE,2024-06-10,1001.0,1071.7,992.0,1066.85,1047.2,21567334,,,,,,,,,,,,,,,,,,,,,0.0,
LICI.NSE,2024-06-18,1066.85,1085.0,1015.05,1023.95,1005.09,11880184,1.0,1085.0,1.0,,1085.0,113.0,,,,,,,,,,,,,,,0.0,
LICI.NSE,2024-06-24,1018.75,1028.3,985.2,988.75,970.53,9887486,,,,,,,,,,,,,,,,,,,,,0.0,
LICI.NSE,2024-07-01,995.0,1024.5,982.2,1015.65,996.94,10704417,-1.0,982.2,,,,,1.0,1024.5,982.2,63703830.0,123.0,20.197235,,,,,,,,,0.0,
LICI.NSE,2024-07-08,1017.0,1065.95,999.1,1051.55,1032.18,22786039,,,,,,,,,,,,,1.0,1038.6,1024.5,117.0,,,,,0.0,
LODHA.NSE,2023-04-24,920.0,967.2,880.1,928.9,461.4888,7696354,-1.0,880.1,,-1.0,880.1,110.0,,,,,,,,,,,,,,,1.0,880.1
LODHA.NSE,2023-05-02,930.0,933.96,891.0,896.1,445.1934,2761138,,,,,,,,,,,,,,,,,,,,,0.0,
LODHA.NSE,2023-05-08,906.26,997.96,903.26,974.76,484.2726,15118634,,,,,,,,,,,,,1.0,952.04,933.96,110.0,,,,,0.0,
LODHA.NSE,2023-05-15,970.0,1017.5,952.04,965.34,479.5926,6086248,,,,,,,,,,,,,,,,,,,,,0.0,
LODHA.NSE,2023-05-22,965.0,1035.0,954.0,1020.26,506.8776,4782024,,,,,,,-1.0,1035.0,954.0,26286192.0,141.0,30.130022,,,,,,,,,0.0,
LODHA.NSE,2023-05-29,1020.0,1081.8,529.85,557.5,553.9455,15417920,1.0,1081.8,,1.0,1081.8,141.0,,,,,,,-1.0,954.0,611.0,112.0,,,,,0.0,
M&M.NSE,2022-12-19,1250.9,1294.9,1208.0,1224.6,1193.4267,8777438,-1.0,1208.0,,-1.0,1208.0,167.0,,,,,,,,,,,,,,,1.0,1208.0
M&M.NSE,2022-12-26,1224.6,1267.6,1216.3,1249.2,1217.4005,7604394,,,,,,,,,,,,,,,,,,,,,0.0,
M&M.NSE,2023-01-02,1251.0,1274.95,1231.0,1264.9,1232.7008,9533800,,,,,,,,,,,,,1.0,1271.65,1267.6,165.0,,,,,0.0,
M&M.NSE,2023-01-09,1272.95,1337.0,1271.65,1328.15,1294.3408,13865243,,,,,,,,,,,,,1.0,1302.95,1274.95,160.0,,,,,0.0,
M&M.NSE,2023-01-16,1333.0,1335.25,1302.95,1314.75,1281.2819,7838594,,,,,,,,,,,,,,,,,,,,,0.0,
M&M.NSE,2023-01-23,1321.35,1345.95,1286.65,1320.2,1286.5931,6362974,,,,,,,,,,,,,,,,,,,,,0.0,
M&M.NSE,2024-09-09,2688.15,2758.55,2635.6,2739.1,2717.2693,11170070,-1.0,2635.6,,,,,,,,,,,,,,,,,,,1.0,2635.6
M&M.NSE,2024-09-16,2740.2,2960.0,2732.05,2950.85,2927.3317,20449319,,,,,,,,,,,,,1.0,2956.15,2758.55,250.0,,,,,0.0,
M&M.NSE,2024-09-23,2962.75,3222.1,2956.15,3183.65,3158.2763,23399439,1.0,3222.1,,,,,,,,,,,1.0,3009.5,2960.0,249.0,,,,,0.0,
M&M.NSE,2024-09-30,3163.15,3185.45,3009.5,3017.45,2993.4009,15101184,,,,,,,,,,,,,,,,,,,,,0.0,
M&M.NSE,2024-10-07,3028.0,3220.3,2982.9,3134.35,3109.3692,15385184,,,,,,,,,,,,,,,,,,,,,0.0,
M&M.NSE,2024-10-14,3151.0,3192.95,2914.7,2964.25,2940.6249,13672933,,,,,,,,,,,,,,,,,,,,,0.0,
MARUTI.NSE,2020-11-09,6989.95,7032.6,6753.1,6852.25,6567.4549,7173737,-1.0,6753.1,,,,,,,,,,,,,,,-1.0,6787.65,60.0,67.0,1.0,6753.1
MARUTI.NSE,2020-11-17,6865.0,7130.0,6863.0,6965.85,6676.3334,4872537,,,,,,,,,,,,,,,,,,,,,0.0,
MARUTI.NSE,2020-11-23,7040.0,7252.35,6903.0,7035.8,6743.3761,6787017,,,,,,,,,,,,,,,,,,,,,0.0,
MARUTI.NSE,2020-12-01,7141.8,7882.65,6975.2,7803.15,7478.8333,8423757,,,,,,,,,,,,,1.0,7690.0,7252.35,50.0,,,,,0.0,
MARUTI.NSE,2020-12-07,7828.8,8013.15,7690.0,7733.55,7412.1261,5638955,1.0,8013.15,1.0,,8013.15,53.0,,,,,,,,,,,,,,,0.0,
MARUTI.NSE,2020-12-14,7810.0,7899.0,7541.75,7559.75,7245.5496,4705740,,,,,,,,,,,,,-1.0,7690.0,7599.0,52.0,,,,,0.0,
NESTLEIND.NSE,2021-12-20,19000.0,19434.0,18600.0,19186.2,921.6676,4487780,-1.0,18600.0,,-1.0,18600.0,108.0,,,,,,,,,,,,,,,1.0,18600.0
NESTLEIND.NSE,2021-12-27,19186.0,19815.0,19099.4,19690.0,945.8692,3133220,,,,,,,,,,,,,1.0,19535.0,19434.0,106.0,,,,,0.0,
NESTLEIND.NSE,2022-01-03,19695.0,20025.0,19535.0,19919.8,956.9083,3460540,1.0,20025.0,,,,,,,,,,,,,,,1.0,20087.5,136.0,146.0,0.0,
NESTLEIND.NSE,2022-01-10,19903.0,19969.0,19270.0,19392.0,931.5538,2973780,,,,,,,,,,,,,-1.0,19535.0,19515.0,135.0,,,,,0.0,
NESTLEIND.NSE,2022-01-17,19400.0,19515.0,18572.2,18974.2,911.4835,5785820,,,,,,,,,,,,,-1.0,19270.0,19040.0,133.0,,,,,0.0,
NESTLEIND.NSE,2022-01-24,18974.2,19040.0,18217.8,18389.0,883.3717,4059980,,,,,,,,,,,,,,,,,,,,,0.0,
NESTLEIND.NSE,2022-06-13,16690.0,17100.0,16435.0,16610.0,802.3025,9513420,-1.0,16435.0,,,,,1.0,17100.0,16435.0,17052820.0,208.0,34.551968,,,,,,,,,1.0,16435.0
NESTLEIND.NSE,2022-06-20,16700.0,17250.0,16537.6,17223.0,831.9119,4379040,,,,,,,,,,,,,,,,,,,,,0.0,
NESTLEIND.NSE,2022-06-27,17350.0,17829.4,17051.0,17800.0,859.7824,7088540,,,,,,,,,,,,,1.0,17704.6,17250.0,209.0,,,,,0.0,
NESTLEIND.NSE,2022-07-04,17800.0,18550.0,17704.6,18378.4,887.7205,5585240,,,,,,,,,,,,,1.0,18101.0,17829.4,167.0,,,,,0.0,
NESTLEIND.NSE,2022-07-11,18400.0,18836.4,18101.0,18773.0,906.7806,3802340,,,,,,,,,,,,,,,,,,,,,0.0,
NESTLEIND.NSE,2022-07-18,18838.8,19084.0,18226.4,19005.2,917.9964,5124480,,,,,,,,,,,,,,,,,,,,,0.0,
NESTLEIND.NSE,2024-09-09,2495.16,2561.6,2488.0,2534.0,1253.6858,10746342,-1.0,2488.0,,-1.0,2488.0,250.0,1.0,2561.6,2488.0,33637776.0,248.0,34.585224,,,,,,,,,1.0,2488.0
NESTLEIND.NSE,2024-09-16,2530.0,2704.26,2500.0,2695.0,1333.3398,14247320,,,,,,,,,,,,,1.0,2659.06,2561.6,248.0,,,,,0.0,
NESTLEIND.NSE,2024-09-23,2705.16,2778.0,2659.06,2740.0,1355.6034,11174020,1.0,2778.0,,,,,-1.0,2778.0,2659.06,33161118.0,0.0,24.673271,,,,,,,,,0.0,
NESTLEIND.NSE,2024-09-30,2720.0,2740.0,2590.3,2612.6,1292.5728,6562700,,,,,,,,,,,,,-1.0,2659.06,2620.0,0.0,,,,,0.0,
NESTLEIND.NSE,2024-10-07,2604.96,2620.0,2468.96,2515.0,1244.2856,12660178,,,,,,,,,,,,,-1.0,2590.3,2519.7,0.0,,,,,0.0,
NESTLEIND.NSE,2024-10-14,2519.7,2519.7,2326.1,2350.0,1162.6526,13938240,,,,,,,,,,,,,-1.0,2468.96,2385.0,265.0,,,,,0.0,
ONGC.NSE,2025-05-05,240.0,242.99,228.45,234.96,233.7315,74337050,-1.0,228.45,,,,,,,,,,,,,,,-1.0,229.88,292.0,0.0,1.0,228.45
ONGC.NSE,2025-05-12,239.0,249.39,238.11,247.27,245.9771,53788101,,,,,,,,,,,,,,,,,,,,,0.0,
ONGC.NSE,2025-05-19,248.0,252.7,239.61,244.24,242.963,55612089,,,,,,,,,,,,,,,,,,,,,0.0,
ONGC.NSE,2025-05-26,245.3,247.13,238.89,239.4,238.1483,47304574,,,,,,,,,,,,,,,,,,,,,0.0,
ONGC.NSE,2025-06-02,239.0,241.05,235.5,240.06,238.8048,37454797,,,,,,,,,,,,,,,,,,,,,0.0,
ONGC.NSE,2025-06-09,241.78,255.95,240.5,251.51,250.195,111155247,,,,,,,,,,,,,1.0,248.2,241.05,286.0,,,,,0.0,
PIDILITIND.NSE,2021-02-22,1778.0,1790.55,1675.0,1695.35,1649.6739,3952766,-1.0,1675.0,,,,,1.0,1790.55,1675.0,7120710.0,0.0,42.03684,,,,,,,,,1.0,1675.0
PIDILITIND.NSE,2021-03-01,1706.0,1784.0,1684.65,1756.25,1708.9331,2550708,,,,,,,,,,,,,,,,,,,,,0.0,
PIDILITIND.NSE,2021-03-08,1757.85,1759.95,1714.25,1724.8,1678.3304,1361277,,,,,,,,,,,,,,,,,,,,,0.0,
PIDILITIND.NSE,2021-03-15,1726.0,1761.4,1681.0,1753.0,1705.7706,2107426,,,,,,,,,,,,,,,,,,,,,0.0,
PIDILITIND.NSE,2021-03-22,1769.0,1814.95,1738.15,1795.4,1747.0283,3429850,,,,,,,,,,,,,1.0,1801.0,1761.4,66.0,,,,,0.0,
PIDILITIND.NSE,2021-03-30,1832.0,1838.3,1801.0,1821.0,1771.9386,1583434,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2020-07-13,84.15,84.55,78.85,82.0,46.091,41184242,-1.0,78.85,,,,,1.0,84.55,78.85,211071870.0,0.0,25.184021,,,,,,,,,1.0,78.85
PFC.NSE,2020-07-20,82.8,86.5,82.1,82.7,46.4845,37351193,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2020-07-27,82.35,86.05,80.3,80.85,45.4446,41553974,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2020-08-03,81.0,87.9,80.55,85.45,48.0302,42462597,,,,,,,,,,,,,1.0,86.75,86.05,38.0,,,,,0.0,
PFC.NSE,2020-08-10,87.85,96.65,86.75,91.25,51.2903,91241554,,,,,,,,,,,,,1.0,90.8,87.9,36.0,,,,,0.0,
PFC.NSE,2020-08-17,92.1,103.95,90.8,101.05,56.7987,77367725,1.0,103.95,1.0,,103.95,47.0,,,,,,,,,,,,,,,0.0,
PFC.NSE,2024-04-15,395.0,407.25,385.0,398.65,379.0708,34886337,-1.0,385.0,,,,,,,,,,,,,,,,,,,1.0,385.0
PFC.NSE,2024-04-22,402.2,412.0,398.05,406.15,386.2025,39323429,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2024-04-29,409.8,485.5,406.15,480.45,456.8533,147788374,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2024-05-06,456.5,458.85,407.7,417.65,397.1377,152361605,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2024-05-13,419.0,469.3,402.95,468.1,445.1099,106421397,,,,,,,,,,,,,,,,,,,,,0.0,
PFC.NSE,2024-05-21,465.1,499.4,458.0,491.65,467.5033,65105192,,,,,,,,,,,,,1.0,479.5,469.3,231.0,,,,,0.0,
POWERGRID.NSE,2020-05-18,157.5289,158.3111,151.0756,153.5823,52.9585,112109198,-1.0,151.0756,,,,,1.0,158.3111,151.0756,323276960.0,0.0,29.005178,,,,,-1.0,151.7156,41.0,0.0,1.0,151.0756
POWERGRID.NSE,2020-05-26,153.8844,156.3911,153.2444,155.2533,53.5347,130809754,,,,,,,,,,,,,,,,,,,,,0.0,
POWERGRID.NSE,2020-06-01,156.2489,171.7689,155.4133,168.96,58.2611,149596660,,,,,,,,,,,,,1.0,163.2,156.3911,24.0,,,,,0.0,
POWERGRID.NSE,2020-06-08,170.9333,175.7156,163.2,163.8933,56.514,72684725,,,,,,,,,,,,,,,,,,,,,0.0,
POWERGRID.NSE,2020-06-15,162.8089,169.7956,156.0533,168.9067,58.2427,97476632,,,,,,,,,,,,,,,,,,,,,0.0,
POWERGRID.NSE,2020-06-22,173.8311,186.2577,168.1777,176.6044,60.897,153115602,1.0,186.2577,1.0,,186.2577,33.0,,,,,,,,,,,1.0,187.06665,34.0,46.0,0.0,
RECLTD.NSE,2020-05-26,85.0533,91.6,83.6533,88.5467,44.1825,45837178,-1.0,83.6533,,,,,1.0,91.6,83.6533,216662740.0,0.0,26.832739,,,,,,,,,1.0,83.6533
RECLTD.NSE,2020-06-01,90.5067,102.0,89.8,99.8,49.7976,56552799,,,,,,,,,,,,,1.0,96.0,91.6,38.0,,,,,0.0,
RECLTD.NSE,2020-06-08,101.4533,107.0,96.0,106.0533,52.9178,114272764,,,,,,,,,,,,,1.0,102.1467,102.0,28.0,,,,,0.0,
RECLTD.NSE,2020-06-15,105.9067,110.4533,102.1467,106.6,53.1906,102433723,,,,,,,,,,,,,1.0,107.3467,107.0,26.0,,,,,0.0,
RECLTD.NSE,2020-06-22,107.5067,117.4,107.3467,112.6533,56.211,67178117,1.0,117.4,,,,,,,,,,,,,,,1.0,116.95335,33.0,47.0,0.0,
RECLTD.NSE,2020-06-29,112.6533,112.8533,106.6,108.2933,54.0355,40348286,,,,,,,,,,,,,,,,,,,,,0.0,
RELIANCE.NSE,2021-05-10,1760.34,1767.42,1730.38,1758.52,863.7872,49739604,-1.0,1730.38,,,,,1.0,1767.42,1730.38,212708510.0,251.0,30.520916,,,,,,,,,1.0,1730.38
RELIANCE.NSE,2021-05-17,1758.8,1830.66,1752.54,1815.36,891.707,57653456,,,,,,,,,,,,,1.0,1779.4,1767.42,252.0,,,,,0.0,
RELIANCE.NSE,2021-05-24,1822.98,1911.04,1779.4,1901.46,933.9995,105315456,,,,,,,,,,,,,1.0,1892.94,1830.66,77.0,,,,,0.0,
RELIANCE.NSE,2021-05-31,1908.32,2042.68,1892.94,1985.4,975.2309,138644742,,,,,,,,,,,,,1.0,1959.12,1911.04,77.0,,,,,0.0,
RELIANCE.NSE,2021-06-07,1999.1,2035.42,1959.12,2011.64,991.6195,60307786,,,,,,,,,,,,,,,,,,,,,0.0,
RELIANCE.NSE,2021-06-14,2010.9,2065.28,1979.04,2019.22,995.356,84379710,1.0,2065.28,1.0,,2065.28,87.0,,,,,,,,,,,,,,,0.0,
SBILIFE.NSE,2022-12-26,1222.95,1263.8,1205.0,1231.3,1223.8832,3146722,-1.0,1205.0,,-1.0,1205.0,161.0,,,,,,,,,,,,,,,1.0,1205.0
SBILIFE.NSE,2023-01-02,1230.0,1287.35,1222.0,1269.05,1261.4058,6202993,,,,,,,,,,,,,1.0,1271.15,1263.8,160.0,,,,,0.0,
SBILIFE.NSE,2023-01-09,1275.4,1326.0,1271.15,1312.95,1305.0414,5677916,,,,,,,,,,,,,1.0,1292.35,1287.35,160.0,,,,,0.0,
SBILIFE.NSE,2023-01-16,1319.55,1330.0,1292.35,1296.1,1288.2929,4731219,1.0,1330.0,,,,192.0,,,,,,,,,,,,,,,0.0,
SBILIFE.NSE,2023-01-23,1285.0,1318.15,1230.0,1250.25,1242.7191,3789265,,,,,,,,,,,,,-1.0,1292.35,1244.45,179.0,,,,,0.0,
SBILIFE.NSE,2023-01-30,1222.0,1244.45,1068.85,1138.05,1131.1949,24553587,,,,,,,,,,,,,-1.0,1230.0,1187.5,163.0,,,,,0.0,
SBILIFE.NSE,2025-03-03,1432.55,1452.15,1379.85,1411.6,1411.6,5660179,-1.0,1379.85,,,,,1.0,1452.15,1379.85,14136409.0,0.0,66.77708,,,,,,,,,1.0,1379.85
SBILIFE.NSE,2025-03-10,1419.0,1427.75,1382.65,1385.55,1385.55,3430351,,,,,,,,,,,,,,,,,,,,,0.0,
SBILIFE.NSE,2025-03-17,1392.0,1553.3,1392.0,1546.4,1546.4,5045879,,,,,,,,,,,,,1.0,1529.65,1427.75,274.0,,,,,0.0,
SBILIFE.NSE,2025-03-24,1550.0,1584.0,1529.65,1547.85,1547.85,6103110,,,,,,,,,,,,,,,,,,,,,0.0,
SBILIFE.NSE,2025-04-01,1537.75,1566.4,1501.1,1512.6,1512.6,4014716,,,,,,,,,,,,,,,,,,,,,0.0,
SBILIFE.NSE,2025-04-07,1450.0,1539.0,1430.55,1521.9,1521.9,5241695,,,,,,,,,,,,,,,,,,,,,0.0,
SHREECEM.NSE,2023-08-14,24101.0,24129.75,23451.0,23537.25,23361.5224,76894,-1.0,23451.0,,,,,1.0,24129.75,23451.0,538471.0,0.0,39.193386,,,,,-1.0,23475.5,254.0,0.0,1.0,23451.0
SHREECEM.NSE,2023-08-21,23669.95,24290.0,23524.25,23852.3,23674.2203,151620,,,,,,,,,,,,,,,,,,,,,0.0,
SHREECEM.NSE,2023-08-28,23949.0,24325.0,23752.4,24139.35,23959.1272,135639,,,,,,,,,,,,,1.0,24449.0,24290.0,219.0,,,,,0.0,
SHREECEM.NSE,2023-09-04,24590.0,26049.2,24449.0,25973.1,25779.1866,251212,,,,,,,,,,,,,1.0,25505.65,24325.0,195.0,,,,,0.0,
SHREECEM.NSE,2023-09-11,25970.0,27117.95,25505.65,26794.25,26594.2059,254549,,,,,,,,,,,,,,,,,,,,,0.0,
SHREECEM.NSE,2023-09-18,26675.35,26822.6,25820.0,25939.7,25746.0359,128844,,,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-05-03,1334.0,1349.2,1272.1,1297.65,222.3474,59157930,-1.0,1272.1,,,,,,,,,,,,,,,,,,,1.0,1272.1
SHRIRAMFIN.NSE,2021-05-10,1299.0,1372.0,1296.35,1326.5,227.2908,33721170,,,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-05-17,1329.5,1488.0,1320.25,1478.75,253.3782,49427880,,,,,,,,,,,,,1.0,1415.0,1372.0,74.0,,,,,0.0,
SHRIRAMFIN.NSE,2021-05-24,1476.0,1514.4,1415.0,1455.05,249.3173,43969175,,,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-05-31,1466.0,1466.0,1388.35,1423.2,243.8599,35391485,,,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-06-07,1422.5,1529.6,1411.75,1475.35,252.7956,78640580,1.0,1529.6,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-09-27,1359.5,1362.45,1273.3,1294.55,222.7375,26868000,-1.0,1273.3,,-1.0,1273.3,103.0,,,,,,,,,,,,,,,1.0,1273.3
SHRIRAMFIN.NSE,2021-10-04,1301.4,1357.5,1296.05,1330.95,229.0004,20521070,,,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-10-11,1335.9,1399.1,1320.0,1383.55,238.0507,21724380,,,,,,,,,,,,,1.0,1380.25,1357.5,102.0,,,,,0.0,
SHRIRAMFIN.NSE,2021-10-18,1403.7,1558.8,1380.25,1518.6,261.2871,62015455,,,,,,,,,,,,,1.0,1425.0,1399.1,96.0,,,,,0.0,
SHRIRAMFIN.NSE,2021-10-25,1540.25,1588.0,1425.0,1436.2,247.1095,36103015,,,,,,,,,,,,,,,,,,,,,0.0,
SHRIRAMFIN.NSE,2021-11-01,1455.0,1643.75,1389.35,1617.15,278.2434,42038015,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2020-06-15,554.14,562.1,530.43,555.36,539.0153,2822016,-1.0,530.43,,,,,1.0,562.1,530.43,14936452.0,0.0,25.449272,,,,,,,,,1.0,530.43
SIEMENS.NSE,2020-06-22,555.34,589.17,555.34,580.84,563.7454,2893431,,,,,,,,,,,,,1.0,563.38,562.1,0.0,,,,,0.0,
SIEMENS.NSE,2020-06-29,580.27,600.46,563.38,597.23,579.653,3726241,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2020-07-06,611.44,618.31,588.41,591.04,573.6452,5985162,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2020-07-13,595.1,609.99,583.81,602.57,584.8359,3745283,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2020-07-20,606.03,623.75,597.49,602.7,584.9621,3606801,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-03-07,1171.05,1231.19,1133.57,1229.86,1211.5152,906150,-1.0,1133.57,,,,,,,,,,,,,,,,,,,1.0,1133.57
SIEMENS.NSE,2022-03-14,1228.3,1266.87,1197.62,1243.6,1225.0502,1090009,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-03-21,1249.12,1254.48,1171.57,1182.26,1164.6252,1493005,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-03-28,1181.98,1250.13,1165.84,1232.88,1214.4901,1195080,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-04-04,1238.6,1316.26,1236.13,1311.57,1292.0064,1442129,1.0,1316.26,,,,,,,,,,,1.0,1263.2,1250.13,120.0,,,,,0.0,
SIEMENS.NSE,2022-04-11,1310.56,1314.98,1263.2,1280.87,1261.7643,542588,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-11-21,1478.1,1481.95,1400.83,1444.81,1423.2589,3400018,-1.0,1400.83,,,,,,,,,,,-1.0,1471.75,1463.29,153.0,,,,,1.0,1400.83
SIEMENS.NSE,2022-11-28,1446.9,1463.29,1418.71,1444.29,1422.7467,1651864,,,,,,,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-12-05,1445.33,1558.8,1426.6,1545.76,1522.7032,4464461,,,,,,,,,,,,,1.0,1501.39,1463.29,155.0,,,,,0.0,
SIEMENS.NSE,2022-12-12,1540.32,1591.22,1501.39,1511.43,1488.8852,2547218,1.0,1591.22,1.0,,1591.22,159.0,,,,,,,,,,,,,,,0.0,
SIEMENS.NSE,2022-12-19,1506.78,1555.1,1443.56,1452.1,1430.4402,1188094,,,,,,,1.0,1555.1,1443.56,5945135.0,0.0,15.599401,-1.0,1501.39,1499.8,157.0,,,,,0.0,
SIEMENS.NSE,2022-12-26,1465.63,1499.8,1455.12,1470.32,1448.3884,1263032,,,,,,,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2021-09-20,766.7,777.2,751.05,770.45,740.0276,10035858,-1.0,751.05,,,,,,,,,,,,,,,,,,,1.0,751.05
SUNPHARMA.NSE,2021-09-27,771.45,832.95,754.95,826.6,793.9604,42575876,,,,,,,,,,,,,1.0,797.3,777.2,95.0,,,,,0.0,
SUNPHARMA.NSE,2021-10-04,830.0,838.9,797.3,821.4,788.9658,16748018,,,,,,,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2021-10-11,826.0,850.0,817.8,841.3,808.08,11809186,,,,,,,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2021-10-18,850.0,851.0,800.15,812.55,780.4652,11616987,1.0,851.0,,1.0,851.0,106.0,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2021-10-25,810.0,838.45,779.35,795.0,763.6082,13297110,,,,,,,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2025-04-07,1620.1,1737.0,1620.1,1687.55,1682.0243,15806519,-1.0,1620.1,,,,,1.0,1737.0,1620.1,25648004.0,290.0,36.67537,,,,,-1.0,1626.5667,285.0,292.0,1.0,1620.1
SUNPHARMA.NSE,2025-04-15,1720.0,1758.0,1682.1,1751.5,1745.7649,6882367,,,,,,,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2025-04-21,1761.0,1815.5,1731.3,1787.4,1781.5473,8110425,,,,,,,,,,,,,1.0,1781.2,1758.0,279.0,,,,,0.0,
SUNPHARMA.NSE,2025-04-28,1787.4,1851.2,1781.2,1824.6,1818.6255,10655213,1.0,1851.2,,,,,,,,,,,,,,,,,,,0.0,
SUNPHARMA.NSE,2025-05-05,1827.8,1843.3,1731.7,1744.8,1739.0868,8446666,,,,,,,,,,,,,-1.0,1781.2,1748.5,281.0,,,,,0.0,
SUNPHARMA.NSE,2025-05-12,1695.7,1748.5,1623.6,1734.9,1729.2193,23177362,-1.0,1623.6,,,,,,,,,,,,,,,,,,,0.0,
TATAMOTORS.NSE,2024-06-24,960.9,998.5,948.05,989.75,981.3128,63279372,-1.0,948.05,,-1.0,948.05,248.0,1.0,998.5,948.05,175101680.0,247.0,56.589222,,,,,,,,,1.0,948.05
TATAMOTORS.NSE,2024-07-01,989.75,1006.6,973.5,993.65,985.1796,54826702,,,,,,,,,,,,,,,,,,,,,0.0,
TATAMOTORS.NSE,2024-07-08,1005.0,1025.9,986.05,1016.75,1008.0827,56995600,,,,,,,,,,,,,,,,,,,,,0.0,
