Code,Name,Country,Exchange,Currency,Type,Isin,Company Name,Industry_x,Symbol,Series,ISIN Code,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry_y,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
ERIS,Eris Lifesciences Limited,India,NSE,INR,Common Stock,INE406M01024,Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024,540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1.00,INE406M01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ESCORTS,Escorts Kubota Limited,India,NSE,INR,Common Stock,INE042A01014,Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014,500495,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,Active,A ,10.00,INE042A01014,Tractors,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors
ETERNAL,Eternal Limited,India,NSE,INR,Common Stock,,Eternal Ltd.,Consumer Services,ETERNAL,EQ,INE758T01015,543320,Eternal Limited,ETERNAL,Eternal Ltd,Active,A ,1.00,INE758T01015,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
EXIDEIND,Exide Industries Limited,India,NSE,INR,Common Stock,INE302A01020,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,500086,Exide Industries Ltd.,EXIDEIND,Exide Industries Ltd,Active,A ,1.00,INE302A01020,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
FACT,Fertilizers and Chemicals Travancore Limited,India,NSE,INR,Common Stock,INE188A01015,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015,524244,Fertilizers and Chemicals Tranvanco,FACT,Fertilisers & Chemicals Travancore Ltd,Delisted,B ,10.00,INE188A01015, ,Equity,-,-,-,-
FACT,Fertilizers and Chemicals Travancore Limited,India,NSE,INR,Common Stock,INE188A01015,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015,590024,Fertilizers and Chemicals Travancore Limited,FACT,Fertilizers and Chemicals Travancore Ltd,Active,B ,10.00,INE188A01015,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
FEDERALBNK,The Federal Bank  Limited,India,NSE,INR,Common Stock,INE171A01029,Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029,500469,Federal Bank Ltd.,FEDERALBNK,Federal Bank Ltd,Active,A ,2.00,INE171A01029,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
FINCABLES,Finolex Cables Limited,India,NSE,INR,Common Stock,INE235A01022,Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022,500144,Finolex Cables Ltd.,FINCABLES,Finolex Cables Ltd,Active,A ,2.00,INE235A01022,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
FINPIPE,Finolex Industries Limited,India,NSE,INR,Common Stock,INE183A01024,Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024,500940,Finolex Industries Ltd.,FINPIPE,Finolex Industries Ltd,Active,A ,2.00,INE183A01024,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
FIRSTCRY,Brainbees Solutions Limited,India,NSE,INR,Common Stock,INE02RE01045,Brainbees Solutions Ltd.,Consumer Services,FIRSTCRY,EQ,INE02RE01045,544226,Brainbees Solutions Limited,FIRSTCRY,Brainbees Solutions Ltd,Active,A ,2.00,INE02RE01045,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
FIVESTAR,Five-Star Business Finance Limited,India,NSE,INR,Common Stock,INE128S01021,Five-Star Business Finance Ltd.,Financial Services,FIVESTAR,EQ,INE128S01021,543663,Five-Star Business Finance Ltd.,FIVESTAR,Five-Star Business Finance Ltd,Active,A ,1.00,INE128S01021,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
FLUOROCHEM,Gujarat Fluorochemicals Limited,India,NSE,INR,Common Stock,INE09N301011,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011,542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A ,1.00,INE09N301011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
FORTIS,Fortis Healthcare Limited,India,NSE,INR,Common Stock,INE061F01013,Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013,532843,Fortis Healthcare Ltd,FORTIS,Fortis Healthcare Ltd,Active,A ,10.00,INE061F01013,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
FSL,Firstsource Solutions Limited,India,NSE,INR,Common Stock,INE684F01012,Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012,532809,Firstsource Solutions Ltd.,FSL,Firstsource Solutions Ltd,Active,A ,10.00,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
GAIL,GAIL (India) Limited,India,NSE,INR,Common Stock,INE129A01019,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019,532155,Gail (India) Ltd.,GAIL,Gail (India) Ltd,Active,A ,10.00,INE129A01019,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
GESHIP,The Great Eastern Shipping Company Limited,India,NSE,INR,Common Stock,INE017A01032,Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032,500620,Great Eastern Shipping Co. Ltd.,GESHIP,Great Eastern Shipping Company Ltd,Active,A ,10.00,INE017A01032,Shipping,Equity,Services,Services,Transport Services,Shipping
GICRE,General Insurance Corporation of India,India,NSE,INR,Common Stock,INE481Y01014,General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,540755,General Insurance Corporation of India,GICRE,General Insurance Corporation of India,Active,A ,5.00,INE481Y01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
GILLETTE,Gillette India Limited,India,NSE,INR,Common Stock,INE322A01010,Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,507815,Gillette India Ltd.,GILLETTE,Gillette India Ltd,Active,A ,10.00,INE322A01010,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
GLAND,Gland Pharma Limited,India,NSE,INR,Common Stock,INE068V01023,Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023,543245, Gland Pharma Limited,GLAND,Gland Pharma Ltd,Active,A ,1.00,INE068V01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,India,NSE,INR,Common Stock,INE159A01016,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016,500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GLENMARK,Glenmark Pharmaceuticals Limited,India,NSE,INR,Common Stock,INE935A01035,Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035,532296,Glenmark Pharmaceuticals ltd,GLENMARK,Glenmark Pharmaceuticals Ltd,Active,A ,1.00,INE935A01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GMDCLTD,Gujarat Mineral Development Corporation Limited,India,NSE,INR,Common Stock,INE131A01031,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031,532181,Gujarat Mineral Development Corpora,GMDCLTD,Gujarat Mineral Development Corporation Ltd,Active,A ,2.00,INE131A01031,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
GMRAIRPORT,GMR Airports Limited,India,NSE,INR,Common Stock,,GMR Airports Ltd.,Services,GMRAIRPORT,EQ,INE776C01039,532754,GMR Airports Limited,GMRAIRPORT,GMR Airports Ltd,Active,A ,1.00,INE776C01039,Airport & Airport services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,India,NSE,INR,Common Stock,INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013,500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Active,A ,10.00,INE113A01013,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
GODFRYPHLP,Godfrey Phillips India Limited,India,NSE,INR,Common Stock,INE260B01028,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,500163,Godfrey Phillips India Ltd.,GODFRYPHLP,Godfrey Phillips India Ltd,Active,A ,2.00,INE260B01028,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
GODIGIT,Go Digit General Insurance Ltd,India,NSE,INR,Common Stock,INE03JT01014,Go Digit General Insurance Ltd.,Financial Services,GODIGIT,EQ,INE03JT01014,544179,Go Digit General Insurance Limited,GODIGIT,Go Digit General Insurance Ltd,Active,A ,10.00,INE03JT01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
GODREJAGRO,Godrej Agrovet Limited,India,NSE,INR,Common Stock,INE850D01014,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,GODREJAGRO,EQ,INE850D01014,540743,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10.00,INE850D01014,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
GODREJCP,Godrej Consumer Products Limited,India,NSE,INR,Common Stock,INE102D01028,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028,532424,Godrej Consumer Products Ltd.,GODREJCP,Godrej Consumer Products Ltd,Active,A ,1.00,INE102D01028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
GODREJIND,Godrej Industries Limited,India,NSE,INR,Common Stock,INE233A01035,Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035,500164,Godrej Industries Ltd.,GODREJIND,Godrej Industries Ltd,Active,A ,1.00,INE233A01035,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
GODREJPROP,Godrej Properties Limited,India,NSE,INR,Common Stock,INE484J01027,Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027,533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
GPIL,Godawari Power And Ispat limited,India,NSE,INR,Common Stock,INE177H01021,Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01039,532734,GODAWARI POWER AND ISPAT LTD.,GPIL,Godawari Power and Ispat Ltd,Active,A ,1.00,INE177H01039,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
GPPL,Gujarat Pipavav Port Limited,India,NSE,INR,Common Stock,INE517F01014,Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014,533248,Gujarat Pipavav Port Limited,GPPL,Gujarat Pipavav Port Ltd,Active,A ,10.00,INE517F01014,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
GRANULES,Granules India Limited,India,NSE,INR,Common Stock,INE101D01020,Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020,532482,Granules India Ltd.,GRANULES,Granules India Ltd-$,Active,A ,1.00,INE101D01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GRAPHITE,Graphite India Limited,India,NSE,INR,Common Stock,INE371A01025,Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025,509488,Graphite India Ltd.,GRAPHITE,Graphite India Ltd,Active,A ,2.00,INE371A01025,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
GRASIM,Grasim Industries Limited,India,NSE,INR,Common Stock,INE047A01021,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021,500300,Grasim Industries Ltd,GRASIM,Grasim Industries Ltd,Active,A ,2.00,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
GRAVITA,Gravita India Limited,India,NSE,INR,Common Stock,INE024L01027,Gravita India Ltd.,Metals & Mining,GRAVITA,EQ,INE024L01027,533282,GRAVITA INDIA LIMITED,GRAVITA,Gravita India Ltd,Active,A ,2.00,INE024L01027,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
GRSE,Garden Reach Shipbuilders & Engineers Limited,India,NSE,INR,Common Stock,INE382Z01011,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011,542011,Garden Reach Shipbuilders & Engineers Limited,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,A ,10.00,INE382Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
GSPL,Gujarat State Petronet Limited,India,NSE,INR,Common Stock,INE246F01010,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010,532702,Gujarat State Petronet Ltd.,GSPL,Gujarat State Petronet Ltd,Active,A ,10.00,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
GUJGASLTD,Gujarat Gas Limited,India,NSE,INR,Common Stock,INE844O01030,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030,539336,Gujarat Gas Limited,GUJGASLTD,Gujarat Gas Ltd,Active,A ,2.00,INE844O01030,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
GVT&D,GE Vernova T&D India Limited,India,NSE,INR,Common Stock,,GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026,522275,GE Vernova T&D India Limited,GVTD,GE Vernova T&D India Ltd,Active,A ,2.00,INE200A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
HAL,Hindustan Aeronautics Limited,India,NSE,INR,Common Stock,INE066F01012,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020,541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A ,5.00,INE066F01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
HAPPSTMNDS,Happiest Minds Technologies Limited,India,NSE,INR,Common Stock,INE419U01012,Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012,543227,Happiest Minds Technologies Limited,HAPPSTMNDS,Happiest Minds Technologies Ltd,Active,A ,2.00,INE419U01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
HAVELLS,Havells India Limited,India,NSE,INR,Common Stock,INE176B01034,Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034,517354,Havells India Limited,HAVELLS,Havells India Ltd,Active,A ,1.00,INE176B01034,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
HBLENGINE,HBL ENGINEERING LTD,India,NSE,INR,Common Stock,,HBL Engineering Ltd.,Capital Goods,HBLENGINE,EQ,INE292B01021,517271,HBL ENGINEERING LIMITED,HBLENGINE,HBL Engineering Ltd-$,Active,A ,1.00,INE292B01021,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
HCLTECH,HCL Technologies Limited,India,NSE,INR,Common Stock,INE860A01027,HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027,532281,HCL Technologies Ltd,HCLTECH,HCL Technologies Ltd,Active,A ,2.00,INE860A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
HDFCAMC,HDFC Asset Management Company Limited,India,NSE,INR,Common Stock,INE127D01025,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025,541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Active,A ,5.00,INE127D01025,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
HDFCBANK,HDFC Bank Limited,India,NSE,INR,Common Stock,INE040A01034,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034,500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A ,1.00,INE040A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
HDFCLIFE,HDFC Life Insurance Company Limited,India,NSE,INR,Common Stock,INE795G01014,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014,540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10.00,INE795G01014,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
HEG,HEG Limited,India,NSE,INR,Common Stock,INE545A01016,H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01024,509631,HEG Ltd.,HEG,HEG Ltd,Active,A ,2.00,INE545A01024,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
HEROMOTOCO,Hero MotoCorp Limited,India,NSE,INR,Common Stock,INE158A01026,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026,500182,Hero MotoCorp Limited,HEROMOTOCO,Hero MotoCorp Ltd,Active,A ,2.00,INE158A01026,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
HFCL,HFCL Limited,India,NSE,INR,Common Stock,INE548A01028,HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028,500183,HFCL LIMITED,HFCL,HFCL Ltd,Active,A ,1.00,INE548A01028,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
HINDALCO,Hindalco Industries Limited,India,NSE,INR,Common Stock,INE038A01020,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020,500440,Hindalco Industries Ltd.,HINDALCO,Hindalco Industries Ltd,Active,A ,1.00,INE038A01020,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
HINDCOPPER,Hindustan Copper Limited,India,NSE,INR,Common Stock,INE531E01026,Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026,513599,Hindustan Copper Ltd.,HINDCOPPER,Hindustan Copper Ltd,Active,A ,5.00,INE531E01026,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper
HINDPETRO,Hindustan Petroleum Corporation Limited,India,NSE,INR,Common Stock,INE094A01015,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015,500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,Hindustan Petroleum Corporation Ltd,Active,A ,10.00,INE094A01015,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
HINDUNILVR,Hindustan Unilever Limited,India,NSE,INR,Common Stock,INE030A01027,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,500696,Hindustan Unilever Ltd.,HINDUNILVR,Hindustan Unilever Ltd,Active,A ,1.00,INE030A01027,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
HINDZINC,Hindustan Zinc Limited,India,NSE,INR,Common Stock,INE267A01025,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,500188,Hindustan Zinc Ltd.,HINDZINC,Hindustan Zinc Ltd,Active,A ,2.00,INE267A01025,Zinc,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc
HOMEFIRST,Home First Finance Company India Limited,India,NSE,INR,Common Stock,INE481N01025,Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025,543259,Home First Finance Company India Limited,HOMEFIRST,Home First Finance Company India Ltd,Active,A ,2.00,INE481N01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
HONASA,Honasa Consumer Limited,India,NSE,INR,Common Stock,INE0J5401028,Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028,544014,Honasa Consumer Limited,HONASA,Honasa Consumer Ltd,Active,A ,10.00,INE0J5401028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
HONAUT,Honeywell Automation India Limited,India,NSE,INR,Common Stock,INE671A01010,Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010,517174,Honeywell Automation India Ltd.,HONAUT,Honeywell Automation India Ltd,Active,A ,10.00,INE671A01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
HSCL,Himadri Speciality Chemical Limited,India,NSE,INR,Common Stock,INE019C01026,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026,500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1.00,INE019C01026,Carbon Black,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
HUDCO,Housing & Urban Development Corporation Limited,India,NSE,INR,Common Stock,INE031A01017,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.00,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
HYUNDAI,Hyundai Motor India Ltd,India,NSE,INR,Common Stock,INE0V6F01027,Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027,544274,HYUNDAI MOTOR INDIA LIMITED,HYUNDAI,Hyundai Motor India Ltd,Active,A ,10.00,INE0V6F01027,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
ICICIBANK,ICICI Bank Limited,India,NSE,INR,Common Stock,INE090A01021,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,532174,ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd,Active,A ,2.00,INE090A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
ICICIGI,ICICI Lombard General Insurance Company Limited,India,NSE,INR,Common Stock,INE765G01017,ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017,540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10.00,INE765G01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,India,NSE,INR,Common Stock,INE726G01019,ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,EQ,INE726G01019,540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.00,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
IDBI,IDBI Bank Limited,India,NSE,INR,Common Stock,INE008A01015,IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015,500116,IDBI Bank Ltd,IDBI,IDBI Bank Ltd,Active,A ,10.00,INE008A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
IDEA,Vodafone Idea Limited,India,NSE,INR,Common Stock,INE669E01016,Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.00,INE669E01016,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
IDFCFIRSTB,IDFC First Bank Limited,India,NSE,INR,Common Stock,INE092T01019,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019,539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
IEX,Indian Energy Exchange Limited,India,NSE,INR,Common Stock,INE022Q01020,Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020,540750,Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,Active,A ,1.00,INE022Q01020,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
IFCI,IFCI Limited,India,NSE,INR,Common Stock,INE039A01010,IFCI Ltd.,Financial Services,IFCI,EQ,INE039A01010,500106,IFCI Ltd.,IFCI,IFCI Ltd,Active,A ,10.00,INE039A01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
IGIL,International Gemmological Institute (India) Limited,India,NSE,INR,Common Stock,,International Gemmological Institute (India) Ltd.,Services,IGIL,EQ,INE0Q9301021,544311,International Gemmological Institute India Limited,IGIL,International Gemmological Institute India Ltd,Active,B ,2.00,INE0Q9301021,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
IGL,Indraprastha Gas Limited,India,NSE,INR,Common Stock,INE203G01027,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,532514,Indraprashtha Gas Ltd.,IGL,Indraprastha Gas Ltd,Active,A ,2.00,INE203G01027,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
IIFL,IIFL Finance Limited,India,NSE,INR,Common Stock,INE530B01024,IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024,532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.00,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
IKS,INVENTURUS KNOWLEDGE SO L,India,NSE,INR,Common Stock,INE115Q01022,Inventurus Knowledge Solutions Ltd.,Information Technology,IKS,EQ,INE115Q01022,544309,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,IKS,Inventurus Knowledge Solutions Ltd,Active,B ,1.00,INE115Q01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
