company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Laurus Labs Ltd,2023-10-20T14:55:44.267,540222,1224.45,37.12,,0.69,0.68,,37.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9935c564-9eb9-4a46-9611-329087e40919.pdf
Lloyds Metals and Energy Ltd,2023-10-23T15:20:31.17,512455,1091.31,231.25,,4.58,4.55,,231.25,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=64538521-2804-4fb9-a44a-05e87ea7c74c.pdf
Lodha Developers Ltd,2023-10-28T17:44:30.717,543287,17496,2028,,2.09,2.09,32.07,2028,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0bd0bef1-d29d-48b9-a8fc-a65a231402e1.pdf
Mahanagar Gas Ltd,2023-10-27T18:15:54.717,539957,1728.94,338.50,478.88,34.27,34.27,30.48,338.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3c4e0837-2e57-4ae0-982e-185e94c66de9.pdf
Mahindra & Mahindra Financial Services Ltd,2023-10-27T17:15:16.827,532720,3833.25,287.24,,2.28,2.27,,287.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=28e6d7f1-3cf1-4514-b884-90e379c1e1d8.pdf
Mangalore Refinery and Petrochemicals Ltd,2023-10-31T18:37:01.687,500109,22843.79,1051.68,,6.00,6.00,9.61,1051.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=497b8f3f-e30f-4e05-93f6-d8448e90e8be.pdf
Mankind Pharma Ltd,2023-10-31T17:26:03.84,543904,270809.90,51117.67,,12.51,12.49,,51117.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eb68c5cc-6e38-4d6a-905e-d3ef9e57a4bf.pdf
Marico Ltd,2023-10-30T15:47:53.327,531642,2476,360,,2.73,2.73,,360,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b580c364-e032-4c4d-964f-fc12b6ddd8e3.pdf
Maruti Suzuki India Ltd,2023-10-27T13:44:32.92,532500,370621,37165,,121.01,123.03,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=422c39fe-00b3-488a-a7e8-a72f5b3cfe34.pdf
Mastek Ltd,2023-10-19T14:46:10.803,523704,76554,6529,,20.52,20.28,,6529,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6cdfa574-8cfb-4b9c-8785-d06b5260bebc.pdf
Max Financial Services Ltd,2023-10-31T18:06:58.01,500271,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=368db174-62ff-4b63-a662-4bce646485ee.pdf
Motherson Sumi Wiring India Ltd,2023-10-31T15:26:46.087,543498,2104.62,155.88,,0.35,0.35,,155.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=360b98b0-180f-4fae-948f-16200efc2be1.pdf
Mphasis Ltd,2023-10-20T02:51:05.34,526299,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=69189813-9a73-4171-b4ef-c914e536addf.pdf
NLC India Ltd,2023-10-26T18:40:28.08,513683,2977.53,1085.93,,1.97,1.97,38.96,1085.93,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0fbf2674-7587-4ba5-a15d-4bb9042bdfa5.pdf
NTPC Ltd,2023-10-28T17:24:07.633,532555,44983.35,4726.40,,4.76,4.76,20.51,4726.40,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ceeb82a9-4941-4417-8cf8-f8c10df899da.pdf
Navin Fluorine International Ltd-$,2023-10-31T16:36:00.603,532504,494.90,60.58,,12.43,12.41,,60.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fada695c-6548-4ebb-8225-e6f2293ab489.pdf
Nestle India Ltd,2023-10-19T11:04:53.887,500790,50368.2,9080.8,,94.18,94.18,22.6,908.1,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6b238798-ddb1-4ec4-a85e-f7650b34156f.pdf
Network 18 Media & Investments Ltd,2023-10-25T12:39:34.84,532798,186550,-11117,,-0.59,-0.59,-9.73,-11117,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7e99e8dd-fd4d-41b0-bc14-a07126f4a3d3.pdf
Newgen Software Technologies Ltd,2023-10-17T13:29:52.523,540900,29323.70,4778.56,,6.86,6.72,,4778.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c016132e-520e-46a4-bf7f-78ec69d299fa.pdf
Nippon Life India Asset Management Ltd,2023-10-30T13:14:39.9,540767,397.48,244.41,,3.92,3.91,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3fdf0df4-e4e4-4946-9546-7ef0097a7e2b.pdf
Nuvama Wealth Management Ltd,2023-10-27T19:42:09.5,543988,735.26,144.96,,41.39,41.11,,144.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1b914353-71fe-4154-9df0-26ac32fc4985.pdf
Oberoi Realty Ltd,2023-10-27T22:18:55.3,533273,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38983e23-7d71-4d00-9890-ffc8351211a0.pdf
One 97 Communications Ltd,2023-10-20T17:32:40.09,543396,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ae39f05-dbd0-467c-a959-9a947ae01771.pdf
Oracle Financial Services Software Ltd,2023-10-18T19:22:25.303,532466,14444.84,4174.46,,48.25,48.01,,4174.46,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5a11199a-bea4-4f0c-93b2-a548595e5722.pdf
PCBL Chemical Ltd,2023-10-17T13:58:52.033,506590,1486.71,122.83,,3.25,3.25,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=27e18704-83e4-4e70-bcd0-813bea5bb0a8.pdf
PNB Housing Finance Ltd,2023-10-23T16:04:00.803,540173,,384.40,,14.81,14.79,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1893fc77-36de-4225-9003-27443846be7b.pdf
PNC Infratech Ltd,2023-10-31T15:15:53.62,539150,42244.38,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=396b26eb-0621-4f20-a074-0c48148cb491.pdf
Persistent Systems Ltd,2023-10-18T15:42:09.197,533179,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ad4f055d-7b4b-45b8-9439-6993e26efbe0.pdf
Petronet LNG Ltd,2023-10-30T13:58:31.833,532522,12532.57,855.74,,5.70,5.70,,855.74,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0b182862-1e14-4e42-9f39-5a76b069664b.pdf
Pfizer Ltd,2023-10-28T15:51:57.323,500680,575.21,148.96,,32.56,32.56,,148.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=da6c0040-80fb-4e8e-845d-c52d447245f9.pdf
Piramal Pharma Ltd,2023-10-27T22:15:37.907,543635,1911.38,5.02,,0.04,0.04,14.8,5.02,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7e6b2b4-9d6c-471b-973c-2c317d8af42d.pdf
Polycab India Ltd,2023-10-18T14:13:22.127,542652,42176.97,4297.67,,28.38,28.26,,4297.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a48e44a4-91a4-4b8c-a783-86a7a8b733a5.pdf
Poonawalla Fincorp Ltd,2023-10-20T17:09:16.16,524000,745.27,860.23,,11.20,11.07,,860.23,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2a20980b-4a27-4965-ae90-23aa49c179e6.pdf
Praj Industries Ltd,2023-10-31T14:36:24.017,522205,8823.685,623.679,,3.40,3.40,,623.679,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ad9f1cc-a325-4442-b852-7cc3efc44bb5.pdf
Punjab National Bank,2023-10-26T13:55:49.533,532461,2985705,199018,,1.81,1.81,21.02,199018,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc18ffe3-9958-4e10-9921-1160dfab4655.pdf
RBL Bank Ltd,2023-10-21T13:25:34.51,540065,372057,33108,,5.51,5.43,,33108,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b9c1884-5551-4bd8-8f2f-8c68bec93e07.pdf
RITES Ltd,2023-10-31T15:12:17.11,541556,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aff905c3-9408-4e84-96cd-677023c2a3be.pdf
RailTel Corporation of India Ltd,2023-10-26T19:35:52.403,543265,59915,6815,,2.12,2.12,,6815,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=becd7fb7-b6f0-423a-b13a-4ab73d4e701b.pdf
Rainbow Children's Medicare Ltd,2023-10-30T17:00:07.72,543524,3326.75,631.59,,6.20,6.20,,631.59,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=de1b3fdb-5b1e-4e7b-8431-7e0851158106.pdf
Ramkrishna Forgings Ltd,2023-10-19T14:45:29.143,532527,98149.12,8219.56,,5.14,5.08,,8219.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=45f32e68-34ac-4386-958c-cda7f29d21d6.pdf
Reliance Industries Ltd,2023-10-27T19:23:39.37,500325,234956,19878,43149,25.71,25.71,11.1,19878,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d29b6ac9-eea4-4b37-9a79-5cfa294af0a9.pdf
Reliance Power Ltd,2023-10-31T18:25:18.057,532939,205226,-23776,73200,-0.633,-0.633,,-23776,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eb6f0587-f7e1-4339-a36a-8d372fb74f17.pdf
Route Mobile Ltd,2023-10-27T15:37:33.647,543228,1014.61,88.35,,14.21,13.54,,88.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ccd5601-cd45-432f-87cb-9e2b2c8aaa57.pdf
SBFC Finance Ltd,2023-10-27T14:07:14.377,543959,2463.09,526.05,,0.52,0.51,,526.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d090d77f-9425-4f5d-975c-43831caa47e1.pdf
SBI Cards and Payment Services Ltd,2023-10-27T18:11:21.107,543066,4221.40,602.98,,6.37,6.35,,602.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2103abf5-4a73-42fe-95b7-7fedadfb47bc.pdf
SRF Ltd,2023-10-27T14:38:05.28,503806,3177.36,300.78,,10.15,10.15,15.55,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e3c5837-62a1-45ee-84f4-bf45dcf5f2d3.pdf
Sarda Energy & Minerals Ltd-$,2023-10-27T18:04:50.327,504614,1001.36,149.21,,3.99,3.99,,149.21,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e0ad634d-2df7-4207-a3da-790f4627b519.pdf
Schaeffler India Ltd,2023-10-27T15:56:57.227,505790,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d359bc3-e32a-4550-aafa-7db41c820ac9.pdf
Shriram Finance Ltd,2023-10-26T15:38:15.033,511218,8883.76,1791.83,,47.61,47.45,,1791.83,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f669ec32-f82e-49eb-8ef0-f9944789c7cc.pdf
Signatureglobal (India) Ltd,2023-10-11T20:01:28.79,543990,1658.59,-71.80,,-0.58,-0.58,,-71.80,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3135a6c4-5852-47a2-8023-74231f92b783.pdf
Sona BLW Precision Forgings Ltd,2023-10-25T16:10:27.847,543300,7874.66,1240.64,,2.12,2.11,,1240.64,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4a08dfa8-ae9b-47f5-90a8-3390f8f862e6.pdf
Sonata Software Ltd,2023-10-25T16:40:52.447,532221,191257,12417,220.5,8.96,8.94,,12417,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9d585c55-3388-4d17-a597-e8e779ec2c4c.pdf
Sterling and Wilson Renewable Energy Ltd,2023-10-21T12:57:33.543,542760,759.52,-54.51,,-2.86,-2.86,1.81,-54.49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a78fb8c4-8127-423b-99f3-97a56fb50fa9.pdf
Sumitomo Chemical India Ltd,2023-10-27T15:09:40.263,542920,9034.79,1434.46,,2.87,2.87,,1434.46,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a9e1e828-e5d6-4447-abeb-a1a8489d236f.pdf
Supreme Industries Ltd,2023-10-30T12:57:03.187,509930,2308.69,243.19,,19.14,19.14,,243.19,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0b2cc37c-b228-4922-ae3c-80b9be045255.pdf
Syngene International Ltd,2023-10-17T18:45:40.13,539268,9101,1165,,2.90,2.90,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9f260571-6d5e-4f3f-b7a7-8fc6070d3819.pdf
TVS Motor Company Ltd,2023-10-30T16:45:31.7,532343,8144.61,536.55,900,11.29,11.29,11.0,536.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63e0adce-2c59-4173-b670-d75390611386.pdf
Tanla Platforms Ltd,2023-10-19T17:01:06.433,532790,100859.22,14254.99,,10.60,10.60,,14254.99,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=41a38cf5-2a1e-4c19-955a-18aca663b33a.pdf
Tata Communications Ltd,2023-10-19T17:39:26.057,500483,4872,221,1015,7.74,7.74,20.8,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=93003b5b-69dc-4775-997a-bb8d5aba3000.pdf
Tata Consultancy Services Ltd,2023-10-11T17:05:51.383,532540,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a675129a-06c1-4443-8ab6-8f3ff4c35d84.pdf
Tata Consumer Products Ltd,2023-10-31T17:43:05.173,500800,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4db4b27c-7257-40fc-be59-27b86b211afc.pdf
Tata Elxsi Ltd,2023-10-17T16:00:57.903,500408,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0056e586-ec1e-4539-892e-d5e58c1a6b9f.pdf
Tata Teleservices (Maharashtra) Ltd,2023-10-26T13:11:04.28,532371,211.62,,127.12,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b36f32c1-2939-4d0b-a969-beed632a162c.pdf
Tech Mahindra Ltd,2023-10-25T15:46:14.297,532755,128639,4939,10723,5.59,5.57,8.3,4939,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4ec08aaf-eb75-4b75-9033-38dd96842f4b.pdf
Tejas Networks Ltd,2023-10-20T18:14:03.493,540595,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=719c1006-0740-438a-b9a7-87fce7688b83.pdf
Titagarh Rail Systems Ltd,2023-10-18T19:09:36.313,532966,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c7344ebb-f223-44c8-8c6c-970834af4783.pdf
Torrent Pharmaceuticals Ltd,2023-10-23T17:49:35.96,500420,2660,386,825,11.39,11.39,31.9,386,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3d215bae-7c86-433c-8ddc-7feec8aa1624.pdf
Triveni Engineering & Industries Ltd,2023-10-30T18:07:18.09,532356,161738,2911,,1.33,1.33,,2911,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=053c50c4-c3a5-48dc-8138-5b2046b6d77a.pdf
Tube Investments of India Ltd,2023-10-30T14:09:33.277,540762,4305.62,341.00,,14.29,14.27,,341.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ab0a84e7-c182-4a60-9c6f-4681be988452.pdf
UPL Ltd,2023-10-30T14:48:30.147,512070,10170,-293,,-2.54,-2.54,6.57,-293,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=98cee714-7553-4910-bcbf-569897c6669a.pdf
UTI Asset Management Company Ltd,2023-10-18T15:51:07.78,543238,404.06,182.81,,14.40,14.38,,182.81,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e9170ba-7c1d-42a7-86b3-3caaa1b6d076.pdf
UltraTech Cement Ltd,2023-10-19T14:24:44.92,532538,16012.13,1280.38,2718,44.46,44.43,16,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=75158321-03b4-444b-bc1b-2d275ecc8062.pdf
Union Bank of India,2023-10-27T19:01:03.89,532477,2895250,357180,,5.14,5.14,25.53,357180,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c7dc1cf8-6fa1-4d45-a898-5643f8f12b9b.pdf
United Breweries Ltd-$,2023-10-19T20:13:10.173,532478,419083,10762,43000,4.07,4.07,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0a20737a-5a6d-47b5-8d56-9b96d5f7c73b.pdf
V-Guard Industries Ltd,2023-10-31T14:42:24.477,532953,1133.75,58.95,,1.35,1.34,,58.95,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f1ee338-ecce-4746-b753-5b83e500fb60.pdf
Vardhman Textiles Ltd,2023-10-31T11:51:09.77,502986,2397.46,136.11,,4.72,4.72,11.86,136.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b7d52f4-bac8-45fa-9747-e466db1aab29.pdf
Vedant Fashions Ltd,2023-10-31T12:29:41.66,543463,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4e311f00-eefd-4b1d-b134-0bcd71b84ccb.pdf
Vodafone Idea Ltd,2023-10-26T19:19:10.247,532822,107163,-87379,42828,-1.79,-1.79,40.0,-87379,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1fcc3e86-aa84-4481-b2a5-c1ef136f34a0.pdf
Voltas Ltd,2023-10-19T19:12:32.927,500575,2261.63,36,,1.05,,,36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=762c9ea7-99ff-4074-8d64-683811289d21.pdf
Welspun Living Ltd,2023-10-25T13:44:25.32,514162,2509.00,200.41,391.3,2.04,2.04,15.4,200.41,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e80247a8-008f-438b-b37c-1be57254d26d.pdf
Westlife Foodworld Ltd,2023-10-26T19:26:24.173,505533,6147.3,219.3,996.6,,,16.2,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6aec40d7-d5d0-4c6f-aadf-950b1f4faa4e.pdf
Wipro Ltd,2023-10-18T15:47:32.293,507685,225159,26673,,5.06,5.04,,26673,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=535b0568-bbb6-4b98-b8b8-fc1d4d7d38cd.pdf
Yes Bank Ltd,2023-10-21T12:38:39.217,532648,798061,22864,,0.08,0.08,,22864,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c6f6371-3551-4318-a1cf-2283c9e3c865.pdf
ZF Commercial Vehicle Control Systems India Ltd,2023-10-27T12:46:16.57,533023,99169.28,10567.96,,55.72,55.72,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55151f74-a960-4a05-ae09-d86625551b4a.pdf
ZEN Technologies Ltd,2023-10-28T14:52:12.363,533339,6650.10,1363.36,,1.83,1.83,,1363.36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff551df8-3a2b-4b50-8958-37f7b6c321a9.pdf
Zensar Technologies Ltd,2023-10-17T16:12:32.397,504067,12408,1739,,7.68,7.61,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=688580d1-23b1-4dbf-ae5b-9e2346659407.pdf
360 ONE WAM LTD,2023-11-02T17:41:51.797,542772,441,185,,6.14,5.99,,219.36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9f85735e-7a02-4af7-ae5a-a277fc52b89f.pdf
3M India Ltd,2023-11-10T13:55:04.57,523395,103951.61,14611.49,21000,129.71,129.71,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cdd63b5f-d7e1-490a-975c-719003904987.pdf
AIA Engineering Ltd,2023-11-06T13:11:42.877,532683,129479.94,32408.98,,34.26,34.26,,32408.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8113da8b-a290-42fd-bfb8-2e03cc34e7b1.pdf
AWL Agri Business Ltd,2023-11-01T12:16:03.39,543458,12267.15,-130.73,,-1.01,-1.01,,-130.73,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=727727a6-2b92-4b01-9bc8-7704cf41e768.pdf
Aarti Industries Ltd,2023-11-04T16:44:53.6,524208,1454,91,,2.50,2.50,14.54,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0b99e86d-6b47-4926-9bb9-511305caaf25.pdf
Abbott India Ltd,2023-11-09T13:39:00.47,500488,1494.14,312.94,,14.81,14.81,,312.94,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00dbfba8-ce70-402a-a775-1a18fa6b540f.pdf
Action Construction Equipment Ltd,2023-11-09T15:48:26.843,532762,67324,7394,,6.21,6.21,,7394,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=69b5b08d-0591-4c87-a7b6-ecebb54c0ea6.pdf
Adani Energy Solutions Ltd,2023-11-06T16:08:35.863,539254,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b48721f-d5e9-4f69-83fb-69e90b636602.pdf
Adani Enterprises Ltd,2023-11-02T14:48:11.89,512599,22517.33,333.34,2420.09,2.00,2.00,10.79,333.34,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=01ea54fb-3bcd-4205-8160-96bc96d7ed58.pdf
Adani Ports and Special Economic Zone Ltd,2023-11-09T14:24:58.23,532921,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=66981d75-b71d-40cb-bab2-0c0fa84c289b.pdf
Adani Power Ltd,2023-11-02T13:55:38.97,533096,12990.58,6594.17,,16.48,16.48,,6594.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=db0fa670-ea3e-46e8-bea0-489808bed3e9.pdf
Aditya Birla Capital Ltd,2023-11-03T14:23:27.43,540691,7720.66,705.05,,2.71,2.69,,705.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ab389ecf-084c-4e94-bf0e-547a092f5ca8.pdf
Aditya Birla Fashion and Retail Ltd,2023-11-09T19:57:34.497,535755,3226.44,-200.34,,-1.86,-1.86,2.77,-200.34,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3402e7ed-8306-45d7-919e-d49e93126ded.pdf
Aegis Logistics Ltd,2023-11-03T12:35:49.25,500003,123486,15001,,3.62,3.62,,15001,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3a157787-af98-45b4-8037-bbf73e0417b3.pdf
Affle 3I Ltd,2023-11-04T16:28:14.107,542752,4313.04,667.84,,5.01,5.01,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=287916f8-a7c8-4c94-b3d6-b230973758a7.pdf
Alembic Pharmaceuticals Ltd,2023-11-07T13:43:04.257,533573,1594.93,136.56,,6.95,6.95,,136.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c9e50549-3f73-4de6-b5b6-a3f98b03eae0.pdf
Alkem Laboratories Ltd,2023-11-07T13:50:59.7,539523,34401.7,6148.9,7467,51.90,51.90,21.7,6205,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=84fb1758-9740-47cd-be6b-6c16594aa067.pdf
Alkyl Amines Chemicals Ltd-$,2023-11-07T12:48:16.99,506767,352.15,27.24,,5.33,5.32,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f44372f1-e765-4081-be26-9b1fad435de7.pdf
Ambuja Cements Ltd,2023-11-01T13:04:03.387,500425,7423.95,987.24,,3.99,3.74,,987.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=556b4dc5-b191-4395-9004-c7c7d222578d.pdf
Apollo Hospitals Enterprise Ltd,2023-11-09T14:35:43.673,508869,48469,2329,6276,16.20,16.20,25.7,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f556f47-43c9-4d84-bab2-a78303da66bc.pdf
Apollo Tyres Ltd,2023-11-07T18:59:07.82,500877,62796.66,4742.61,11598.96,7.47,7.47,18.47,4742.61,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b2f5aef0-d2c7-447d-a2ec-26664614f51c.pdf
Aptus Value Housing Finance India Ltd,2023-11-02T14:58:48.897,543335,33446.18,14801.98,,2.97,2.96,,14801.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e6a8ba6a-4c28-4750-bcbd-6f321ba200ae.pdf
Asahi India Glass Ltd,2023-11-02T15:22:55.01,515030,111951,8637,,3.57,3.57,,8637,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4df0221-aae0-4efd-89cf-81c10b9cec94.pdf
Ashok Leyland Ltd,2023-11-09T14:57:33.587,500477,11429.04,569.31,,1.79,1.79,10.37,569.31,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ad6bf78-80ae-4a26-91da-8193de00423e.pdf
Aster DM Healthcare Ltd,2023-11-15T00:23:42.613,540975,3316.63,-15.33,,-0.62,-0.62,,-15.33,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82211e9f-e040-4c17-a895-579cf50fbf5e.pdf
AstraZeneca Pharma India Ltd,2023-11-09T17:10:33.15,506820,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5212d907-36a3-43b5-8c36-86e1f1c2c375.pdf
Aurobindo Pharma Ltd,2023-11-09T19:52:07.097,524804,72194.2,7519.4,,12.83,12.83,,7519.4,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9124436-aaa0-4139-94f9-468bf34bb532.pdf
BASF India Ltd,2023-11-09T14:47:59.153,500042,21166,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dfbdff58-268c-4256-b6c3-c2db50cf6b19.pdf
BEML Ltd,2023-11-09T17:51:06.027,500048,91679,5178,,12.43,12.43,,5178,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3667e13d-e7d4-4429-8434-6f067b88a9fb.pdf
BLS International Services Ltd,2023-11-06T19:04:07.927,540073,40773.67,8199.60,,1.91,1.91,,8199.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=253e26b0-c9e1-438d-96db-176ce97106c9.pdf
Balrampur Chini Mills Ltd,2023-11-07T16:20:08.757,500038,153947.27,16625.15,,8.24,8.24,,16625.15,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ee5ec213-3479-4dd2-8890-46c593a3edf2.pdf
Bank of Baroda,2023-11-04T13:35:51.06,532134,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=89c4710c-ecb8-43b7-b94b-8928e0db097a.pdf
