,Unnamed: 0.1,Unnamed: 0,id,company,sec_code,headline,file_url,time,Earliest Publish Time,Earliest Publish Type
0,0,0,c8c0727d-cdfc-4640-a7f3-0ce506d0faa7,Adani Green Energy Ltd,541450,"Unaudited Financial Results For The Quarter Ended June 30, 2025",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=33236ff1-5a1a-4d4f-9788-6c894ed71d9f.pdf,2025-07-28T14:46:35.247,2025-07-28 14:38:06.630000,Board Meeting
