company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Indian Railway Finance Corporation Ltd,2025-01-20T14:20:58.653,543257,6766.39,1630.66,,1.25,1.25,71.29,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f866495c-15b9-4abe-b531-4dee0c9312f7.pdf
Indian Renewable Energy Development Agency Ltd,2025-01-09T21:24:15.89,544026,1698.45,425.38,,1.58,1.58,30.42,425.38,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e30124eb-8d49-47f7-8360-7e871c2f51db.pdf
Indraprastha Gas Ltd,2025-01-27T17:56:17.25,532514,4146.39,285.82,363.63,4.08,4.08,10,285.82,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b2f13d7-57f2-42c3-b3bf-f59e5ca45f25.pdf
Indus Towers Ltd,2025-01-23T20:17:41.373,534816,75474,40032,69971,15.18,15.17,92.7,40032,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=da349b98-16e3-476c-974b-7953561248da.pdf
Indusind Bank Ltd,2025-01-31T15:37:26.093,532187,1515580,143233,,18.01,18.00,,143233,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8115e571-32bb-4c3b-aa32-cd3e0ae80236.pdf
Infosys Ltd,2025-01-16T15:56:58.543,500209,41764,6806,,16.43,16.39,21.3,6806,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5c9d3b1d-3554-4d94-a63c-c0fafa865c3c.pdf
Inox Wind Ltd,2025-01-31T16:03:45.677,539083,91127,11164,29019,0.89,0.89,,11164,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=599f33ce-d3e3-41ef-a852-18f50a539db9.pdf
Intellect Design Arena Ltd,2025-01-24T15:56:35.547,538835,6121.94,707.98,,5.11,4.94,,707.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2e6b7b0-6488-48a5-949b-883e88987daa.pdf
InterGlobe Aviation Ltd,2025-01-24T16:06:08.907,539448,221107,24420,,63.21,63.12,,24420,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4c68db65-b049-4fa9-aed9-778d1d3cb02a.pdf
JK Cement Ltd,2025-01-25T17:27:35.91,532644,2930.28,189.87,,24.54,24.54,16.79,189.87,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c1e76d5-991c-4a6c-bb91-5771c17d12f3.pdf
JBM Auto Ltd,2025-01-29T14:31:17.463,532605,1396.15,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d8b9841-d95a-4b61-a99a-313cbc5e6396.pdf
JM Financial Ltd-$,2025-01-28T20:01:00.543,523405,1120.54,207.39,,2.19,2.18,,207.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3401d203-cafe-4f8f-a647-357029f22ae4.pdf
JSW Energy Ltd,2025-01-28T19:18:13.73,533148,2640.04,168,1115,0.96,0.96,37.68,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=836b9df0-5daf-4c49-a18b-d7f74eba7c5e.pdf
JSW Infrastructure Ltd,2025-01-28T15:14:06.68,543994,1181.83,335.62,,1.59,1.57,49.59,335.62,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1379d6f3-c7ba-487e-ac75-8a91ba73697c.pdf
JSW Steel Ltd,2025-01-24T15:55:13.523,500228,41378,719,5579,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=94cbe2fd-47e4-401f-877a-3d96da7696d2.pdf
Jammu & Kashmir Bank Ltd,2025-01-20T18:21:59.43,532209,3451.71,528.60,,4.80,4.80,21.69,528.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e180f3b3-cd18-49bc-ace9-be9d5a81b4b1.pdf
Jindal Saw Ltd,2025-01-24T13:48:22.25,500378,5271.30,479.38,,7.96,7.92,15.22,479.38,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ca20de4-dba9-46d0-baea-3dd376cd574e.pdf
Jindal Stainless Ltd,2025-01-29T16:21:57.657,532508,9907.30,654.27,,7.95,7.95,12.19,654.27,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e5dbe490-d45f-46d2-a086-959e539f137b.pdf
Jindal Steel Ltd,2025-01-30T17:20:49.34,532286,13707,951,2133,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6a342095-34aa-45d3-af06-bc606038b6a3.pdf
Jio Financial Services Ltd,2025-01-17T18:56:32.03,543940,448.89,294.78,,0.46,0.46,,294.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=de2ad5ad-ee3d-4e3e-b5d7-946033f815e4.pdf
Jubilant Ingrevia Ltd,2025-01-28T13:55:06.813,543271,105677,6938,13773,4.39,4.39,9.32,6938,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57eb49b6-9442-4d35-b09b-31f70634a157.pdf
Jubilant Pharmova Ltd,2025-01-31T13:05:26.123,530019,18217,1007,2410,6.37,6.36,,1007,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3d6a4e2f-6c02-48a1-9492-dabeb981a51c.pdf
Jupiter Wagons Ltd,2025-01-29T15:04:26.66,533272,102983.35,9643.12,,2.29,2.29,,9643.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78661e05-0d42-4883-a4e2-c861cf29ab4e.pdf
Just Dial Ltd,2025-01-10T20:02:44.94,535648,2873.3,1313.1,,15.44,15.44,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=af2f2598-b538-4328-8f1d-65931e4ff26f.pdf
Jyothy Labs Ltd,2025-01-31T13:36:43.643,532926,70445,8741,,2.38,2.38,,8741,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=34bd8a56-3cec-40d7-bd0e-b54a260cd2b7.pdf
KEI Industries Ltd,2025-01-21T17:19:07.36,517569,24672.67,1648.05,,17.87,17.85,,1648.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d3e33ee-d91b-4077-8635-869649e3cfaf.pdf
KPIT Technologies Ltd,2025-01-29T12:37:48.733,542651,14779.58,1869.70,,6.89,6.83,,1869.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1eb38fa0-daaf-480c-9a5f-a1fd8e4661a7.pdf
Kalyan Jewellers India Ltd,2025-01-30T17:34:36.31,543278,72888.4,2186.81,,2.12,2.12,,2186.81,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc4bdec7-3cd5-4d1b-9409-11c1a7378288.pdf
Karur Vysya Bank Ltd,2025-01-20T14:21:21.593,590003,295344,49603,,6.16,6.16,,49603,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=65AFC949-3D60-41CA-A460-A729E6435CB1-142049.pdf
Kaynes Technology India Ltd,2025-01-27T18:30:32.253,543664,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8c700749-9337-4ca7-b49c-4df727708a1e.pdf
KFin Technologies Ltd,2025-01-23T18:03:20.93,543720,2900.18,901.78,,5.25,5.21,,901.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=df594818-0a5a-4348-ba30-6bb98401c2b8.pdf
Kotak Mahindra Bank Ltd,2025-01-18T13:06:52.227,500247,23945.79,4701.02,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d2b96108-b62e-4d28-9789-cabcd0c7e39a.pdf
L&T Finance Ltd,2025-01-20T18:36:37.023,533519,4097.58,625.65,,2.51,2.50,,625.65,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=20e0f1ed-220e-4b9a-9286-36c08137bd85.pdf
L&T Technology Services Ltd,2025-01-15T15:49:50.623,540115,26530,3195,,30.47,30.40,,3195,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=21be2cf0-a8ee-44c0-8a80-330fd5fabbb3.pdf
LIC Housing Finance Ltd,2025-01-31T18:31:15.147,500253,7069.99,1434.89,,26.09,26.09,25.41,1434.89,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=99dfda7e-926c-489e-b14b-f5f356c24179.pdf
LT Foods Ltd,2025-01-27T14:04:42.077,532783,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e058aa6-5848-47ac-b812-908a148979e1.pdf
LTIMindtree Ltd,2025-01-16T16:46:36.647,540005,96609,10867,15933,36.7,36.6,13.8,10867,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c28c7e15-279a-4eba-a9b5-9fde6e2dab83.pdf
Larsen & Toubro Ltd,2025-01-30T16:31:46.19,500510,64667.78,3358.84,6255,24.43,24.41,9.67,3358.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e194c75-d3ac-4fd0-bcc5-4a09792a0e15.pdf
Laurus Labs Ltd,2025-01-24T14:58:17.937,540222,1415.05,92.94,,1.71,1.71,,92.94,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=40f6294a-0346-4a9a-9dc8-baf1790984ae.pdf
Lloyds Metals and Energy Ltd,2025-01-28T14:44:56.67,512455,1693.19,389.29,,7.55,7.04,,389.29,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=11edeeae-6b55-41cb-a1dd-822a3d3fe85c.pdf
Lodha Developers Ltd,2025-01-25T15:42:57.757,543287,40830,9448,,9.48,9.45,38.85,9448,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ed39896-3d24-4930-991f-6dfe6a72f6ba.pdf
Mahanagar Gas Ltd,2025-01-28T18:27:21.14,539957,2031.51,221.17,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=99e68ec4-e11f-4edb-802e-d6fd0450abaa.pdf
Maharashtra Seamless Ltd,2025-01-27T16:11:46.34,500265,1408.14,186.06,,13.89,13.89,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e8130622-187f-463b-be02-a615b52e2455.pdf
Mahindra & Mahindra Financial Services Ltd,2025-01-28T17:46:32.47,532720,4796.80,917.64,,7.43,7.42,,917.64,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=31557e9b-8fbe-40bb-862c-07debafcfd76.pdf
Mangalore Refinery and Petrochemicals Ltd,2025-01-20T12:55:25.513,500109,25600.78,309.30,,1.76,1.76,3.20,309.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9cbf1b6-fcc8-4a9b-8c81-9ad77730f622.pdf
Marico Ltd,2025-01-31T13:42:36.843,531642,2794,406,,3.08,3.07,,406,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=93e306bc-8514-4143-a320-d593093fbf65.pdf
Maruti Suzuki India Ltd,2025-01-29T13:38:41.8,532500,387643,37269,,118.54,118.54,,37269,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77832613-34c2-461f-8294-c536b678f001.pdf
Mastek Ltd,2025-01-16T14:51:59.337,523704,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a327c2f9-181f-481a-bb34-1567b5feeb41.pdf
Max Healthcare Institute Ltd,2025-01-30T14:14:33.37,543220,186831,23880,,2.46,2.44,,23880,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63f3a5da-2f85-4ad4-bb26-af329db02912.pdf
Motilal Oswal Financial Services Ltd,2025-01-28T16:51:48.77,532892,200251,56600,,9.45,9.26,38.69,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a7023188-38df-49c9-8987-6fa5efd518bd.pdf
Mphasis Ltd,2025-01-23T19:33:33.96,526299,35613.38,4278.07,,22.58,22.41,15.3,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fa2586e4-2f28-487a-b5be-f0455196efbf.pdf
Multi Commodity Exchange of India Ltd,2025-01-20T20:14:33.85,534091,30138,16004,,31.38,31.38,,16004,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=595b0495-ee2e-4d2b-b47c-0dbc40e513ba.pdf
NTPC Green Energy Ltd,2025-01-25T14:32:22.133,544289,505.08,65.61,,0.08,0.08,,65.61,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b1e538e5-dc21-40f3-9e55-a73fd2643127.pdf
NTPC Ltd,2025-01-25T17:37:08.93,532555,45052.82,5169.69,,5.22,5.22,21.63,5169.69,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=376f3539-3640-405f-aa3e-b8563db9baf4.pdf
Navin Fluorine International Ltd-$,2025-01-30T16:02:05.863,532504,616.68,83.60,,16.86,16.84,,83.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a796c9de-991b-40c4-a82e-2c6df12888f9.pdf
Nestle India Ltd,2025-01-31T12:05:59.65,500790,47797.3,6961.3,,7.22,,20.3,6961.3,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e6c9d9c5-5f49-4b23-9a4a-78eadc958e6c.pdf
Netweb Technologies India Ltd,2025-01-18T16:58:01.55,543945,3355.49,303.22,,5.38,5.38,,303.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0e5bb4f-ff37-4094-8983-1bbe721a851f.pdf
Network 18 Media & Investments Ltd,2025-01-14T18:34:56.133,532798,1360.50,-1399.91,,-9.38,-9.38,7.15,-1399.91,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=03747352-95fd-4d84-875b-d36f1d291ecc.pdf
Newgen Software Technologies Ltd,2025-01-20T13:20:14.45,540900,38911.26,8900.17,,6.36,6.16,,8900.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5f9c87f1-3ace-4a7a-871c-e7f3a8f23ce7.pdf
Nippon Life India Asset Management Ltd,2025-01-23T17:56:20.203,540767,587.89,295.36,,4.66,4.58,,295.36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3edc05e2-3c25-4e11-beec-5bc87a3eabd8.pdf
Nuvama Wealth Management Ltd,2025-01-31T19:03:04.88,543988,1031.82,251.71,,70.41,68.55,,251.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=df0c4535-804f-42cb-9b2f-d86b77160f17.pdf
Oberoi Realty Ltd,2025-01-20T17:27:02.617,533273,141108,61838,,17.01,17.01,60.67,61838,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ce3c1861-8483-49dc-8349-d02fa42f917a.pdf
Oil and Natural Gas Corporation Ltd,2025-01-31T19:33:27.143,500312,166096.68,9783.64,,6.85,6.85,10.35,8621.69,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8627479-bdc0-4939-8a62-4ba98643dbe2.pdf
Olectra Greentech Ltd,2025-01-29T18:18:28.133,532439,51536.64,4661.71,,5.64,5.64,,4661.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=92b4347b-caa9-4123-8acc-6d6d5ad5f464.pdf
One 97 Communications Ltd,2025-01-20T10:36:02.03,543396,18278,-2085,,-3.27,-3.27,,-2085,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a16cdf86-3806-4acb-b498-5c2150638ce8.pdf
Oracle Financial Services Software Ltd,2025-01-15T20:34:59.113,532466,17152,5413,,62.37,61.99,,5413,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc836573-d4f9-4548-93e5-c6eeeba3824d.pdf
PB Fintech Ltd,2025-01-30T17:38:42.147,543390,129162,7154,2800,1.57,1.55,,7154,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6b72dad9-ef5e-4b57-b280-2dcf9a2bb65d.pdf
PCBL Chemical Ltd,2025-01-10T16:18:38.213,506590,2010.00,93.11,,2.47,2.46,15.09,93.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ed972081-e1e5-4250-977b-b0bcae83a68b.pdf
PNB Housing Finance Ltd,2025-01-21T18:16:20.503,540173,1941.76,483.27,,18.60,18.53,,483.27,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c50728f7-c7b4-460e-8213-c52777f6a82d.pdf
Persistent Systems Ltd,2025-01-22T15:39:14.127,533179,30622.84,3729.90,,24.28,23.93,,3729.90,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f26bcdbf-2863-4b80-af91-8c8dbf97a3fd.pdf
Petronet LNG Ltd,2025-01-27T17:02:53.33,532522,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=34f24d64-c1b4-4b39-bde3-9cc0e55eac3f.pdf
The Phoenix Mills Ltd,2025-01-30T18:43:46.62,503100,97513.04,35276.63,,7.41,7.40,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4b1f71bc-4e47-4ce5-8c66-ed05f99e6873.pdf
Piramal Enterprises Ltd,2025-01-27T16:13:42.133,500302,2448.58,38.56,,1.71,1.69,,38.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d889a906-aa89-403f-b04c-7c9d111d889a.pdf
Piramal Pharma Ltd,2025-01-28T20:46:22.507,543635,2204.22,3.68,,0.03,0.03,,3.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=76dfe36d-67ad-467c-a249-f49765c60fd7.pdf
Polycab India Ltd,2025-01-22T13:33:55.633,542652,52260.62,4643.48,,30.42,30.31,,4643.48,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b60596af-4d43-4ef7-8c7b-9c6145b87097.pdf
Poonawalla Fincorp Ltd,2025-01-31T16:31:17.163,524000,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90686f46-2767-4b1a-9446-fc75f5c1424e.pdf
Praj Industries Ltd,2025-01-30T16:00:37.223,522205,8530.279,411.044,,2.23,2.23,,411.044,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3f86e2ba-003a-49fc-a3f0-dc6a7f603144.pdf
Prestige Estates Projects Ltd,2025-01-30T19:50:55.91,533274,16545,322,,0.41,0.41,24.60,322,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90c47024-e266-4545-adc3-511933955a44.pdf
R R Kabel Ltd,2025-01-28T19:12:48.193,543981,178215.17,6857.37,,6.07,6.07,,6857.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d107676f-7816-454e-a583-b3f8d50ec7d6.pdf
RBL Bank Ltd,2025-01-18T12:48:02.15,540065,461047,4732,,0.78,0.78,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=49c45dbf-cd3c-4d83-a238-704d28e2b4b0.pdf
RITES Ltd,2025-01-28T13:32:53.56,541556,575.76,109.39,,2.08,2.08,,109.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=53905a86-df9f-46ad-9f53-43f7a5c7614f.pdf
Radico Khaitan Ltd,2025-01-29T14:27:24.323,532497,444090.15,9548.91,,7.14,7.13,,9548.91,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=201ebe9e-8f67-43d3-acc9-2153229832ae.pdf
RailTel Corporation of India Ltd,2025-01-27T21:12:24.807,543265,76762,6505,,2.03,2.03,,6505,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca64e784-0d41-403d-8cb0-7dfe8a9b0dbf.pdf
Ramkrishna Forgings Ltd,2025-01-17T16:22:31.55,532527,107378.18,9961.44,17131.36,5.51,5.51,,9961.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=09956382-8a58-4e4c-8364-ef9571eab947.pdf
Raymond Lifestyle Ltd,2025-01-30T13:24:57.17,544240,175421,6417,22100,10.53,10.53,12.3,6417,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67af2a1d-e5bc-4792-aea9-870aad2a2efa.pdf
Raymond Ltd,2025-01-29T16:13:11.773,500330,98500,7228,16900,10.84,10.81,17.2,7228,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8141f1e8-6799-42c3-8c59-b7aab6b72fd5.pdf
Reliance Industries Ltd,2025-01-16T19:28:45.83,500325,267185,19101,41809,5.70,5.70,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c389663f-3f7a-4c58-84d8-5ba2debfd886.pdf
Route Mobile Ltd,2025-01-28T13:19:36.983,543228,1183.79,85.47,,13.10,13.10,,85.47,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2124034f-fd14-4e28-a8c9-b386311f0c4f.pdf
SBFC Finance Ltd,2025-01-25T16:24:08.387,543959,3335.01,882.83,,0.82,0.80,,882.83,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2688774c-bf2a-493f-b8b1-6a3552a281d5.pdf
SBI Cards and Payment Services Ltd,2025-01-28T17:55:45.357,543066,4766.56,383.23,,4.03,4.03,,383.23,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d08cc15c-81dd-41d9-8af5-1a1759e7bfa8.pdf
SBI Life Insurance Company Ltd,2025-01-17T14:40:20.06,540719,1854216,55082,,5.50,5.49,,55082,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7ece81ea-3d9d-4175-b29b-35e647484bfb.pdf
SRF Ltd,2025-01-29T15:55:28,503806,3491.31,271.08,,9.15,9.15,13.32,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ffdbab2a-d089-41a5-b3fd-5b208cc2c938.pdf
Shree Cement Ltd,2025-01-30T16:34:04.5,500387,4572.68,193.72,,53.61,53.61,24,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1f5b8e45-3a69-4686-beca-54072a909ae0.pdf
Shriram Finance Ltd,2025-01-24T15:34:06,511218,10705.47,3569.76,,18.99,18.96,,3569.76,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0c948679-7b9f-484b-bcc6-1795f75169a9.pdf
Shyam Metalics and Energy Ltd,2025-01-28T13:10:54.05,543299,3752.51,215.68,481.19,7.76,7.73,,215.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3d328716-b9e8-4b3d-b989-fd55103d14c0.pdf
Sona BLW Precision Forgings Ltd,2025-01-23T17:53:13.84,543300,8679.07,1507.13,,2.43,2.43,,1507.13,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e23c0bd4-b922-4702-92b1-9fb4ab0a0a45.pdf
Star Health and Allied Insurance Company Ltd,2025-01-28T18:06:27.527,543412,,29696,,3.66,3.62,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38b751f3-1e7e-412c-9680-a3b80d0fcb27.pdf
Sterling and Wilson Renewable Energy Ltd,2025-01-16T13:41:56.37,542760,1837.20,17.14,,0.64,0.63,,17.14,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=24987ad3-2fdc-434a-bcdc-5a05721f29da.pdf
Sumitomo Chemical India Ltd,2025-01-27T14:05:52.04,542920,6419.19,874.30,,1.74,1.74,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5bdeb150-9232-4cd0-9086-9514e644a874.pdf
Sun Pharmaceutical Industries Ltd,2025-01-31T15:12:39.82,524715,136754.6,29033.8,40090,12.1,12.1,29.3,29033.8,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cf1218a0-7999-4c14-9df5-b8ff85b5bd34.pdf
Sundram Fasteners Ltd,2025-01-27T13:57:16.937,500403,1481.12,130.73,,6.21,6.21,,130.73,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b270442b-9984-42a6-ba6b-a52ca39c21e4.pdf
Supreme Industries Ltd,2025-01-20T13:20:23.143,509930,2509.88,186.97,,14.72,14.72,,186.97,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=01d54013-6a0e-42a2-a84f-5f2508e07be2.pdf
Suzlon Energy Ltd,2025-01-28T15:48:47.587,532667,2969,388,500,0.28,0.28,16.8,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0516ea75-607b-424f-9499-86cc9c68c486.pdf
Syngene International Ltd,2025-01-23T15:06:09.73,539268,9437,1311,,3.27,3.26,,1311,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe6ef3a6-bbeb-49b7-b170-a531d0b9fc87.pdf
Syrma SGS Technology Ltd,2025-01-28T16:51:03.823,543573,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=189c0789-4b9d-4e33-900b-ed7157c56d07.pdf
TVS Motor Company Ltd,2025-01-28T13:19:22.573,532343,11346.3,609.35,1081,11.91,11.91,10.7,609.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ffefd460-6055-400b-9aae-c8b9f391a917.pdf
Tanla Platforms Ltd,2025-01-21T18:38:35.73,532790,100042.90,11851.48,,8.82,8.81,,11851.48,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e43546e9-79ec-4749-aa8b-089e18adcd72.pdf
Tata Communications Ltd,2025-01-22T14:16:17.097,500483,5798,257,1181,8.28,8.28,9.82,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=51d37dd5-870d-498c-a287-77d680072586.pdf
Tata Consultancy Services Ltd,2025-01-09T16:13:46.51,532540,63973,12444,,34.21,34.21,,12444,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=926fc16f-b8c0-47f0-99e8-75d5e2e5c5e0.pdf
Tata Consumer Products Ltd,2025-01-30T17:14:42.51,500800,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82a70427-9fe2-4ea1-b56d-444c76aaf45b.pdf
Tata Elxsi Ltd,2025-01-09T16:23:06.227,500408,93917.12,19900.64,,31.95,31.94,,19900.64,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7634bdac-c0e4-46e0-9c1c-ca2e47cd3f88.pdf
Tata Motors Ltd,2025-01-29T16:24:25.537,500570,113575,5578,15500,14.81,14.80,11.81,5578,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55839113-2e7e-4c6f-bcb9-417b2cd7e856.pdf
Tata Steel Ltd,2025-01-27T18:40:27.21,500470,53648.30,295.49,5993.62,0.26,0.26,11.17,295.49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63e96495-cabf-45c6-bc57-ce77e03a7467.pdf
Tata Technologies Ltd,2025-01-21T16:44:02.66,544028,1317.38,168.64,,4.16,4.15,,168.64,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e949cbd7-547b-411b-9f5e-825f6473a0c9.pdf
Tata Teleservices (Maharashtra) Ltd,2025-01-23T11:21:42.883,532371,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dfb98129-8485-40bc-881c-28f2e9dac91f.pdf
Tech Mahindra Ltd,2025-01-17T15:45:03.047,532755,132856,9832,18090,11.10,11.08,10.2,9832,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b007d938-3010-49ae-8352-71b1d16718e3.pdf
