secCode,annTime,case,gap,ratio,bias,prices_15min_window,price_start_15min,price_end_15min,conf_start_price,conf_end_price,next_2h_change_pct
360ONE,2025-04-23 16:17:06.560,Outside Market Hours,-0.16513328615239442,0.5552083422479943,None,"[1019.25, 1016.799987, 1019.0, 1021.099975]",1019.25,1021.099975,1021.099975,1018.25,-0.09811135638950208
