company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
General Insurance Corporation of India,2025-05-26T20:26:58.21,540755,1194251,236387,,14.24,14.24,,236387,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d246d296-0b8b-4f35-b480-6bea5f22b927.pdf
Gillette India Ltd,2025-05-26T14:38:00.517,507815,76747,15868,,48.70,48.70,,15868,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a3589ea2-71d8-4a6f-b1eb-9154de727c6f.pdf
GlaxoSmithKline Pharmaceuticals Ltd,2025-05-13T16:04:00.95,500660,97437,26287,,15.52,15.52,,26287,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4590c00b-921d-4566-aed5-22db996e0397.pdf
Global Health Ltd,2025-05-23T13:51:45.69,543654,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0358337c-b6e0-4815-8295-e7c5fb0fb5dc.pdf
Godfrey Phillips India Ltd,2025-05-15T18:06:27.2,500163,188779,27961,,53.88,53.88,,27961,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a2535e8f-daa9-4ed0-893a-c450f225df49.pdf
Godrej Industries Ltd,2025-05-15T17:56:01.23,500164,5779.69,416.13,1288,5.44,5.44,10.27,183.08,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f3b9b64f-45ee-4547-9f90-80a3d91baa7d.pdf
Godrej Properties Ltd,2025-05-02T12:41:00.613,533150,2121.73,378.44,,12.68,12.68,7.11,378.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8348229f-ced3-4d2d-8f8a-ddd0a326b379.pdf
Granules India Ltd-$,2025-05-28T13:40:47.707,532482,11974.29,1520.31,,6.27,6.27,,1520.31,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=56ebd31c-14b1-4bc4-b463-be6e203006b1.pdf
Graphite India Ltd,2025-05-14T14:16:16.81,509488,666,49,,2.57,2.57,,49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=42532a69-5bb7-4322-ba20-83ba05f1a87c.pdf
Grasim Industries Ltd,2025-05-22T20:07:16.64,500300,44267.26,2973.26,6547.68,22.22,22.19,14.03,1495.90,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=212e498e-c531-4c97-a88a-b0aebce1b8ba.pdf
Gravita India Ltd,2025-05-02T19:34:00.86,533282,1037.07,94.92,,13.04,13.04,,94.92,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=df7ebbb2-9df8-46ce-bbc2-72dd1a182c3f.pdf
Great Eastern Shipping Company Ltd,2025-05-09T18:33:20.477,500620,1223.04,363.09,,25.43,25.38,46.67,363.09,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=76c45a2b-7079-4519-89b7-16ae0aae91ce.pdf
Gujarat Fluorochemicals Ltd,2025-05-27T13:42:51.367,542812,1225,191,306,17.39,17.39,18.07,191,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=af1f4747-fe94-4480-83b3-2550ab236224.pdf
Gujarat Gas Ltd,2025-05-19T19:10:42.79,539336,4288.98,287.88,,4.18,4.18,,287.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=89b23522-b91f-408b-baa2-be432c16cfc8.pdf
Gujarat Mineral Development Corporation Ltd,2025-05-15T14:02:13.307,532181,786.29,226.22,,7.12,7.12,,226.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=58b6c65f-fcc1-4672-a202-a69ab7132b59.pdf
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,2025-05-23T18:16:09.09,500670,2055,210,240,14.29,14.29,12,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bd903993-1482-4dd9-b543-b6a417641bde.pdf
Gujarat State Petronet Ltd,2025-05-22T18:19:39.26,532702,23807.01,13557.89,,1.25,1.25,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=72884dcb-e44a-422f-a885-37ab0a423f57.pdf
HEG Ltd,2025-05-19T19:13:58.577,509631,542.25,73.67,,3.82,3.82,,73.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=83b03cb5-cd39-456b-9431-69b56e50a316.pdf
HFCL Ltd,2025-05-22T20:04:33.86,500183,800.72,-83.30,,-0.56,-0.56,,-83.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ef6ac4bc-71c6-4bc9-8c7e-f23005930d8e.pdf
Happiest Minds Technologies Ltd,2025-05-12T23:51:25.25,543227,54457,3401,10985,2.26,,7937,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ccd09789-7fb3-4400-aefc-3b49685617d6.pdf
Hero MotoCorp Ltd,2025-05-13T14:37:25.43,500182,9939,1081,1416,54.06,53.99,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9dbdaf9c-7bb0-4a20-b584-08378354c7ee.pdf
Hindustan Aeronautics Ltd,2025-05-14T13:19:27.863,541154,1369985,397663,,59.46,59.46,,397663,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7a81171e-985f-4bcf-a708-367abec8cfef.pdf
Hindustan Copper Ltd,2025-05-27T17:38:50.003,513599,731.40,190.54,,1.97,1.97,,190.54,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9017590c-52e0-427c-916d-ba001cddafad.pdf
Hindustan Petroleum Corporation Ltd,2025-05-06T17:28:09.45,500104,118474.04,3415.44,,16.06,16.06,3.82,3415.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3fc01657-2304-40a6-8226-3672562e22c2.pdf
Hitachi Energy India Ltd,2025-05-14T18:00:33.867,543187,1921.9,183.9,235.6,43.15,43.15,12.3,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f89e0e2-7827-4efe-a0bb-b397a87f047d.pdf
Honasa Consumer Ltd,2025-05-22T16:22:58.51,544014,5335.60,249.79,,0.77,0.77,,249.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d167fd5d-661a-44ec-b375-8fa9d880503b.pdf
Honeywell Automation India Ltd,2025-05-13T18:24:10.47,517174,11145,1399,,158.26,158.26,,1399,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=33b79201-751e-48b5-8a1a-c84adab63e37.pdf
Housing & Urban Development Corporation Ltd,2025-05-07T13:09:47.6,540530,2854.91,727.74,,3.64,3.64,35.27,727.74,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2e4eece5-6605-4400-a409-0851a515b26e.pdf
IFCI Ltd,2025-05-26T18:02:49.003,500106,413.07,260.43,,-0.12,-0.12,19.92,260.43,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f706ee21-595c-4168-9834-cd7e93826c5f.pdf
IIFL Finance Ltd,2025-05-08T18:04:15.847,532636,2591.25,251.36,,4.89,4.85,25.40,251.36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=47bff21f-a2df-408b-8272-0e5d5b1e7af7.pdf
INOX India Ltd,2025-05-15T20:54:29.017,544046,36939.78,6551.32,,7.22,7.20,,6551.32,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=64d76656-6f24-4981-9638-bf842134516e.pdf
IRB Infrastructure Developers Ltd,2025-05-19T15:40:30.103,532947,21492.44,2147.22,1066,0.35,0.35,46,2147.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f925de4e-cec2-4901-9682-59f4eb10e31c.pdf
IRCON International Ltd,2025-05-21T18:45:04.397,541956,3412.07,211.78,,2.24,2.24,,211.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=265bfa71-83b4-46c8-870f-b9606addafc2.pdf
ITC Ltd,2025-05-22T16:55:31.477,500875,20376.36,19807.88,,15.77,15.75,,19807.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4bc8a216-30aa-49a4-bb23-dfe51c5a3eb5.pdf
Indian Bank,2025-05-03T15:32:40.26,532814,18794.36,2981.64,,22.14,22.14,,2981.64,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cc6f5f58-68c6-4c03-91c1-887237f1acf3.pdf
Indian Hotels Company Ltd,2025-05-05T17:30:43.26,500850,248678,56266,,3.67,3.67,,56266,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4a75563d-fc06-48c1-aa19-d692dfb14ab7.pdf
Indian Overseas Bank,2025-05-02T14:04:45.307,532388,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7d225710-cef0-4e17-bee3-664b1fb4c720.pdf
Indian Railway Catering and Tourism Corporation Ltd,2025-05-28T21:55:21.447,542830,126852.99,35822.91,,4.48,4.48,,35822.91,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5dcaa0ab-cc3d-453b-811d-505f3ed61d88.pdf
Indusind Bank Ltd,2025-05-21T18:31:00.35,532187,1134267,-232887,,-29.90,-29.89,,-232887,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d2dddc6a-e147-478f-b477-2e3f9df18d0a.pdf
Info Edge (India) Ltd,2025-05-27T13:26:17.81,532777,7496.25,6778.92,,7.16,7.14,,6778.92,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=21e3936c-1893-4db2-8dc0-159a0d1ce484.pdf
Inox Wind Ltd,2025-05-30T16:21:26.733,539083,127482,19034,29012,,,,19034,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=927183b8-f5af-434d-957a-39da6ca1d35f.pdf
Intellect Design Arena Ltd,2025-05-09T12:54:11.767,538835,7259.06,1364.03,,9.82,9.56,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=15b6ab63-0a2d-4082-bd9a-12e55d9c9fed.pdf
InterGlobe Aviation Ltd,2025-05-21T16:25:24.697,539448,221519,30675,,79.38,79.27,,30675,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=406bd7ad-c567-406f-bfc1-43545e37dd9b.pdf
Inventurus Knowledge Solutions Ltd,2025-05-15T21:33:29.03,544309,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b2c1cd51-80b7-47c6-9151-04dc735b2508.pdf
Ipca Laboratories Ltd,2025-05-29T13:54:42.38,524494,2246.69,67.82,409.74,2.67,2.67,18.24,67.82,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0753d5e9-4024-4b3d-824b-83f6e19e8a00.pdf
JB Chemicals & Pharmaceuticals Ltd,2025-05-14T19:39:38.313,506943,94948,14569,,9.36,9.17,,14569,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7563bee8-e089-47d0-bd87-0ad8ce728004.pdf
JBM Auto Ltd,2025-05-06T14:28:47.66,532605,1645.70,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=80c021ab-0109-4614-add9-69d18151b1eb.pdf
JK Tyre & Industries Ltd,2025-05-20T17:29:11.98,530007,3758.60,102.43,384.38,3.54,3.54,10.29,98.66,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=86668f70-8d3c-45c6-a8d8-a76d74d5fe7f.pdf
JM Financial Ltd-$,2025-05-12T20:23:44.26,523405,1003.92,235.02,,2.39,2.18,,235.02,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3340f03a-8009-4737-b871-c88deca0ea77.pdf
JSW Energy Ltd,2025-05-15T18:51:45.107,533148,3189.39,414.51,1512,2.34,2.34,37.93,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=85d51487-7602-4543-a2c6-6af6b10e8032.pdf
JSW Holdings Ltd,2025-05-28T14:55:04.457,532642,2946.25,972.22,,8.76,8.76,,972.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cb248d09-105e-4a8d-a4e5-815bf14410a1.pdf
JSW Steel Ltd,2025-05-23T15:48:52.26,500228,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0cb958f-bf9a-4eab-a301-aeacdf14819f.pdf
Jammu & Kashmir Bank Ltd,2025-05-05T19:22:33.793,532209,3619.22,581.91,,5.28,5.28,22.12,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0189863-b62e-447c-8d21-10d64dd7eb7a.pdf
Jindal Saw Ltd,2025-05-02T15:23:03.41,500378,500659,47425,,7.58,7.56,11.94,47425,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f58074b1-8534-4cb1-9cc2-c1eb553762cb.pdf
Jindal Stainless Ltd,2025-05-08T16:52:42.77,532508,10198.32,589.96,,7.18,7.17,10.40,589.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c07ffc4-391a-40d3-927a-cb2d70ce2eb0.pdf
Jubilant FoodWorks Ltd,2025-05-14T16:28:49.943,533155,21031.83,493.30,,0.74,0.74,,493.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=13e57506-8669-42f5-9068-3051202d300a.pdf
Jubilant Ingrevia Ltd,2025-05-13T14:26:37.15,543271,105126,7405,,4.69,4.64,,7405,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3c1d7dd8-1d37-4928-9cdf-4a79a843d4c0.pdf
Jubilant Pharmova Ltd,2025-05-16T13:28:09.107,530019,19288,1513,,9.71,9.68,,1513,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=94172736-4639-436f-a19c-8c3a94055f96.pdf
Jupiter Wagons Ltd,2025-05-19T15:15:15.373,533272,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=44a55652-7c31-45ae-93aa-8a85f900f938.pdf
Jyothy Labs Ltd,2025-05-12T14:14:22.433,532926,66696,7627,,2.08,2.08,,7627,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8344836a-9d13-4d56-b571-7a1836a21aba.pdf
K.P.R. Mill Limited,2025-05-09T15:38:34.023,532889,176898,20455,,5.98,5.98,,20455,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=20b76093-1c4f-4601-8705-ffd23bbe44e4.pdf
KEI Industries Ltd,2025-05-06T20:07:03.54,517569,29147.88,2265.48,,23.71,23.69,,2265.48,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cdc2e784-4667-4344-9b34-72f039c12b9f.pdf
KNR Constructions Ltd,2025-05-29T18:05:26.127,532942,92705.21,732.49,5773.66,1.30,1.30,,732.49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2a49e60f-d18a-4131-b606-139d1aa98748.pdf
Kajaria Ceramics Ltd,2025-05-06T15:42:37.59,500233,1221.85,43.18,,2.67,2.67,,43.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bc76798c-98c8-402e-9c53-30c57f8f7207.pdf
Kalpataru Projects International Ltd,2025-05-16T18:29:22.65,522287,7066.77,218.17,,13.42,13.42,7.6,218.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4b6565b4-c42b-4c17-95d8-dd3ff816703b.pdf
Kalyan Jewellers India Ltd,2025-05-08T15:53:18.727,543278,61815.34,1876.05,,1.82,1.82,,1876.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3f6022d7-1771-4e8a-8bc9-79fed501250c.pdf
Kansai Nerolac Paints Ltd,2025-05-06T21:19:12.483,500165,1816.65,102.43,177.8,1.34,1.34,,102.43,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5a6ba820-d20a-4e36-b4d4-7cbc416a5282.pdf
Karur Vysya Bank Ltd,2025-05-19T16:25:42.69,590003,302526,51336,,6.38,6.37,,51336,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3941CBF1-BB8F-4EF4-8203-0E7D938F53CA-162538.pdf
Kaynes Technology India Ltd,2025-05-15T22:27:38.907,543664,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bfd1ab76-6c94-463a-b033-2fa226f34779.pdf
KEC International Ltd,2025-05-26T22:49:08.437,532714,6872.12,268.20,538.83,10.08,10.08,7.84,268.20,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e7cc9a0-bcf0-4495-9c08-d593e1b04798.pdf
Kirloskar Brothers Ltd-$,2025-05-14T14:59:02.617,500241,12813,1236,,17.27,17.27,,1371,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=675cc974-937f-4506-8739-37ff45e9a6cd.pdf
Kirloskar Oil Engines Ltd,2025-05-14T17:41:04.8,533293,1752.89,126.56,,9.03,9.01,,126.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6de65d02-0659-4739-bb66-fc9d80bc0a63.pdf
Krishna Institute of Medical Sciences Ltd,2025-05-12T19:27:43.267,543308,7969,1061,,2.54,2.54,,1061,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38b298df-e3c5-4e43-b119-ecbe41abe8e5.pdf
LIC Housing Finance Ltd,2025-05-15T19:28:53.007,500253,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9a6a83dc-0a27-47e5-9124-af2b75ba9459.pdf
LT Foods Ltd,2025-05-15T15:47:29.05,532783,255126,160515,,4.4,4.4,,160515,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5666c5df-a81e-4118-9801-385c2aeb1816.pdf
Larsen & Toubro Ltd,2025-05-08T17:32:42.74,500510,74392.28,5497.26,8203,39.98,39.95,11.03,5497.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a50baf56-e23a-4874-b616-3fbf55bb50e7.pdf
Latent View Analytics Ltd,2025-05-02T14:08:29.243,543398,2321.77,512.57,,2.59,2.58,,512.57,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5423defa-e25c-425f-8fb3-e516f9f97552.pdf
Lemon Tree Hotels Ltd,2025-05-29T20:15:58.637,541233,37851.52,10314.55,20493.0,1.07,1.07,,10314.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=783d4089-2154-4f96-a044-048ff1408fd2.pdf
Linde India Ltd,2025-05-23T17:53:30.757,523457,5918.75,1184.12,,13.88,13.88,,1184.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=93842339-21d2-4c87-8667-0b1137b6a56c.pdf
Lupin Ltd,2025-05-14T22:24:26.293,500257,56671.3,7823.8,,16.93,16.87,,7823.8,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e9b3b31b-39aa-487f-a477-e617fa88b7c6.pdf
MMTC Ltd,2025-05-29T15:20:56.153,513377,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=42fa8172-297e-47ec-89f9-eec70a35cb6d.pdf
MRF Ltd,2025-05-07T13:01:02.103,500290,7074.82,512.11,,1207.48,1207.48,9.13,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a936eb75-39ba-41d1-985b-1f5177ed5180.pdf
Mahanagar Gas Ltd,2025-05-06T19:38:41.6,539957,2152.44,247.01,400.86,25.01,25.01,18.62,247.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=517d82f0-499b-4786-bd5a-c64dcea2a22f.pdf
Maharashtra Seamless Ltd,2025-05-26T21:03:06.663,500265,1457.74,242.26,,18.10,18.10,,242.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5b9a5b23-75bf-4265-91bc-ac8eac56327a.pdf
Mahindra & Mahindra Ltd,2025-05-05T11:45:43.613,500520,42599.31,3541.85,,29.52,29.04,13.37,3295.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=79fc4a13-9ebf-4ee5-a9f8-24cd0d0ae119.pdf
Manappuram Finance Ltd,2025-05-09T17:05:54.42,531213,1741.77,414.34,,4.90,4.90,,414.34,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=54061be6-69ca-469e-929a-09318cbcfd05.pdf
Mankind Pharma Ltd,2025-05-21T18:19:25.237,543904,3079.37,424.65,3039.23,10.20,10.18,22,2011.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bf4d04fa-6dcd-4aa0-aab0-8add14647615.pdf
Marico Ltd,2025-05-02T15:33:42.63,531642,2730,345,,2.65,2.65,,345,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1ef4108c-852a-4b7b-9f41-3d27df4859a2.pdf
Max Financial Services Ltd,2025-05-13T19:36:31.18,500271,12375.76,38.28,,0.96,0.96,,38.28,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=de03b71e-4aa8-4f25-a506-1233658ec53e.pdf
Max Healthcare Institute Ltd,2025-05-20T14:57:05.647,543220,190974,31900,,3.28,3.26,,31900,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=25e68d79-9b33-4c9a-af85-1dcbd6076786.pdf
Metropolis Healthcare Ltd,2025-05-13T19:28:14.203,542650,34529.15,2923.13,,5.69,5.66,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7339c982-1834-411a-89df-ab983de50871.pdf
Motherson Sumi Wiring India Ltd,2025-05-09T14:54:13.193,543498,2509.52,164.93,,0.37,0.37,,164.93,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0b87f752-b1e0-4dac-8df3-42451840dd08.pdf
Multi Commodity Exchange of India Ltd,2025-05-08T19:48:48.697,534091,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aad5d0b4-d7ba-419d-909e-be9a6712fe2a.pdf
Muthoot Finance Ltd,2025-05-14T16:39:14.46,533398,56217.49,14439.31,,36.81,36.81,,14439.31,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f16997c3-7b5c-4217-863b-1d25aed6ee87.pdf
NBCC (India) Ltd,2025-05-29T19:13:02.067,534309,464254.66,18266.73,,0.65,0.65,,18266.73,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e8a8b3de-158c-42cc-9864-8d5d90b04776.pdf
NCC Ltd,2025-05-15T20:18:05.657,500294,6189.36,265.07,556.31,4.04,4.04,,265.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6bfd5561-3e61-44fa-8ea9-df32be1117f0.pdf
NHPC Ltd,2025-05-20T22:08:32.707,533098,2346.97,919.63,,0.80,0.80,35.33,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f1e3715c-0f29-4fbd-9fda-558657d4af24.pdf
NLC India Ltd,2025-05-19T16:20:14.583,513683,3836.00,468.46,,5.02,5.02,23.65,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d7b16f9e-5bb7-4c61-84fc-af45d98d9fbc.pdf
NTPC Green Energy Ltd,2025-05-21T15:17:45.603,544289,622.27,233.21,,0.28,0.28,,233.21,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c94b6017-1b45-4420-ba4d-92ad7c8761ce.pdf
NTPC Ltd,2025-05-24T16:56:09.937,532555,49833.70,7897.14,,7.85,7.85,24.76,7897.14,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f1691c51-a3dc-4576-a3e3-222847c8878b.pdf
Narayana Hrudayalaya Ltd,2025-05-23T19:20:51.563,539551,14754.38,1972.86,3845.63,9.66,9.66,24.25,1972.86,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e29a1ec9-81dc-4d19-9770-d62d7ab566e4.pdf
National Aluminium Company Ltd,2025-05-21T19:10:37.13,532234,5267.83,2067.23,,11.26,11.26,,2067.23,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ebbb8433-98a8-43f3-b06a-d1650bbfb04a.pdf
Nava Ltd,2025-05-16T21:08:40.63,513023,101820.40,30283.84,,8.10,8.10,,30283.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b09c367a-cecc-4ac5-8c9c-d89349214070.pdf
Netweb Technologies India Ltd,2025-05-03T18:28:57.357,543945,4146.51,429.94,,7.57,7.57,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=165e85a0-9ab5-4214-8b5f-44b7552dd7a8.pdf
Neuland Laboratories Ltd,2025-05-15T16:13:41.01,524558,32836.00,2780.59,,21.67,21.67,,2780.59,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c60742c1-4eac-4e6d-8c25-7f65223a9e75.pdf
Newgen Software Technologies Ltd,2025-05-02T23:06:31.45,540900,42988.98,10833.92,,7.73,7.58,,10833.92,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=273b24af-501b-4c11-81bf-d4ea2f08e6fd.pdf
Nuvama Wealth Management Ltd,2025-05-28T18:59:58.173,543988,220.41,27.47,,7.65,7.43,,27.47,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=924002bf-d666-406a-9236-11140b6a343c.pdf
Oil and Natural Gas Corporation Ltd,2025-05-21T22:02:40.68,500312,170811.73,8856.33,,5.82,5.82,9.75,8856.33,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b352e4c-f57b-406c-816e-d99b536dac60.pdf
Oil India Ltd,2025-05-21T19:44:54.373,533106,9587.82,1496.97,,8.05,8.05,24.27,1496.97,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=52238ef1-782d-49fc-8556-b153245af1e0.pdf
Ola Electric Mobility Ltd,2025-05-29T16:59:44.503,544225,611,-870,,-1.97,-1.97,,-870,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=22619a26-fe19-4ba0-8b92-70ff1f437d07.pdf
Olectra Greentech Ltd,2025-05-26T19:33:29.35,532439,44891.89,2068.68,,2.56,2.56,,2068.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ed59802-d479-416c-969f-e8c5ec560aeb.pdf
One 97 Communications Ltd,2025-05-06T16:50:04.327,543396,19115,-5446,,-8.47,-8.47,,-5446,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a41953f-db3f-4260-b3e9-9e340a509639.pdf
PB Fintech Ltd,2025-05-15T21:21:38.47,543390,50787,17066,11300,3.73,3.67,,17066,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2f37bc42-8b58-46b5-a6b5-55bb329179a6.pdf
PG Electroplast Ltd,2025-05-12T14:45:54.047,533581,190985.91,11523.01,,4.07,4.05,,11523.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8dcb2638-e34a-4a0e-80b7-50df67bf1bd7.pdf
PI Industries Ltd,2025-05-19T20:00:07.663,523642,17871,3305,,21.79,21.78,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ccca8e99-1997-492c-860a-56e80e45d1f4.pdf
PNC Infratech Ltd,2025-05-30T14:23:37.763,539150,170410.79,7547.50,,2.94,2.94,,7547.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d719106-b9cd-4cd4-8a0f-59107017874e.pdf
