company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Transformers and Rectifiers (India) Ltd,2025-04-08T15:03:41.1,532928,67648,9420,,3.17,3.17,,9420,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0cadbb4a-b963-499e-8bd5-38f9bf669ba2.pdf
Trent Ltd,2025-04-29T15:26:15,500251,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e1982b0d-f653-4ad7-b04e-94b469776b39.pdf
UTI Asset Management Company Ltd,2025-04-29T20:06:58.27,543238,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1e522bc4-e250-4d1f-afef-79a1a274b372.pdf
UltraTech Cement Ltd,2025-04-28T15:01:23.847,532538,23063.32,2474.79,4721,84.38,84.31,20,2482.04,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=515d7269-e0b3-46d9-a68b-8040620044e4.pdf
Varun Beverages Ltd,2025-04-30T12:14:36.83,540180,56800.26,7313.58,,2.15,2.15,,7313.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=83a491f1-13d1-418d-8770-aa238f42d1d8.pdf
Vedanta Ltd,2025-04-30T14:34:54.137,500295,39789,4961,11618,8.92,8.85,21.21,3483,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f002aea1-acc2-40be-9660-40ff151a09a5.pdf
Vishal Mega Mart Ltd,2025-04-29T18:48:15.167,544307,25478.94,1151.12,,0.25,0.25,,1151.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a0d33393-4c9c-4a4c-b875-d4568d592305.pdf
Waaree Energies Ltd,2025-04-22T21:26:45.57,544277,4003.93,644.47,,21.59,21.51,,644.47,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=947f6a8c-8732-4da2-b413-e8a379f7df33.pdf
Wipro Ltd,2025-04-16T15:40:27.45,507685,225042,35881,,3.41,3.39,,35881,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67cbbf32-0e67-4aba-85fd-fc6faf55014d.pdf
Yes Bank Ltd,2025-04-19T14:55:34.377,532648,943785,74453,,0.24,0.24,,74453,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe2c0f4d-3f34-448b-bcbd-c2e443a07376.pdf
Zensar Technologies Ltd,2025-04-25T19:45:23.42,504067,13589,1764,,7.77,7.68,,1764,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f0f0eac0-c354-4753-ba17-6a42e06bdfdd.pdf
3M India Ltd,2025-05-28T14:07:30.04,523395,119823.27,7137.11,24000,63.35,63.35,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc7b8bd1-f9e0-4ad4-bf75-fe72ba0bcfce.pdf
ABB India Ltd,2025-05-09T18:08:48.853,500002,3159.56,474.63,,22.39,22.39,,474.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d26d0e4-5e91-4831-8e69-d4aef51bab74.pdf
ACME Solar Holdings Ltd,2025-05-19T21:26:31.593,544283,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d3725b4-a7a0-4384-9dec-4db7b3d41ab8.pdf
AIA Engineering Ltd,2025-05-23T14:40:24.72,532683,115704.20,28535.19,,30.55,30.55,,28522.04,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9840248b-2881-462c-bf02-b07893f67514.pdf
APL Apollo Tubes Ltd,2025-05-07T15:11:21.36,533758,5508.60,293.11,,10.56,10.56,7.51,293.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=81bfa7ce-5f39-4656-8782-127f117b8fd7.pdf
Aadhar Housing Finance Ltd,2025-05-06T16:58:48.147,544176,83384,24484,,5.68,5.55,,24484,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ed895c95-34cd-4082-bb56-69e2cdaf618d.pdf
Aarti Industries Ltd,2025-05-08T17:55:29.557,524208,1949,96,,2.64,2.64,12.1,96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=84f58d80-d51c-47f7-985b-e941e615a925.pdf
Abbott India Ltd,2025-05-15T19:03:51.77,500488,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7d242426-6c1f-4aff-a096-6e083c6c3f4f.pdf
Action Construction Equipment Ltd,2025-05-27T17:01:20.82,532762,96099,11856,,9.97,9.96,,11856,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9eed41db-b194-461a-b27f-cc8559686fda.pdf
Aditya Birla Capital Ltd,2025-05-13T15:33:00.5,540691,14138,864.60,,3.32,3.29,,864.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5a9c93bf-dfdd-4e32-afc5-e048f7ed829e.pdf
Aditya Birla Fashion and Retail Ltd,2025-05-23T19:56:55.503,535755,3596.98,-23.55,,-0.15,-0.15,11.43,-23.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6973d609-3dfc-4676-9bbc-cce9d52e3627.pdf
Aditya Birla Real Estate Ltd,2025-05-14T13:40:54.983,500040,1158.05,-135.20,,-12.27,-12.27,-4.87,-135.20,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fda607c7-dc77-4c9a-a719-b1133b3bec12.pdf
Afcons Infrastructure Ltd,2025-05-23T18:59:50.32,544280,3387,111,415,3.02,3.02,12.2,111,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc6f5d05-fbab-4fc1-af0e-91a5ae187d61.pdf
Affle 3I Ltd,2025-05-10T14:51:07.623,542752,6022.51,1030.65,,7.33,7.33,,1030.65,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b6a3df03-f769-499c-8f5d-dc99d4a3dfd5.pdf
Akums Drugs and Pharmaceuticals Ltd,2025-05-26T18:57:33.48,544222,10555.47,1496.06,,9.64,9.64,,1496.06,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d2a43301-b3a5-48a7-b89f-f4250f9699a1.pdf
Alembic Pharmaceuticals Ltd,2025-05-06T14:10:20.07,533573,1769.64,156.89,,7.98,7.98,16.15,156.89,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=da588a9e-d79f-4c45-aca0-a50e01bd1602.pdf
Alivus Life Sciences Ltd,2025-05-15T20:28:27.447,543322,6495.45,1418.68,,11.57,11.55,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3c3165f-d4bd-4e4b-bd89-cb71e7f1cdd2.pdf
Alkem Laboratories Ltd,2025-05-29T14:01:17.263,539523,31438,3059,3913,25.6,25.6,12.4,3059,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eea44f2e-4fcb-417a-aa7b-eafa677831ed.pdf
Amara Raja Energy & Mobility Ltd,2025-05-29T18:58:55.867,500008,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=34db7732-365f-406f-b39f-56141daf826d.pdf
Amber Enterprises India Ltd,2025-05-17T21:47:32.997,540902,375369.69,11842.35,31385.02,34.12,34.12,,11842.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=419581f7-9b9c-4421-a537-5413462cee4c.pdf
Apar Industries Ltd,2025-05-14T13:55:51.147,532259,5210,250,484,,,9.3,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=733322e3-6bd6-404e-a7ca-be2bd81068e5.pdf
Apollo Hospitals Enterprise Ltd,2025-05-30T18:04:23.407,508869,55922,3897,7699,27.10,27.10,,3897,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9eabea1d-0815-47bc-a93c-1cf2310483da.pdf
Apollo Tyres Ltd,2025-05-14T19:58:37.5,500877,64235.87,1846.18,20184,2.91,2.91,13.04,1846.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=12e4c619-3c64-4209-ac37-0e776cfe9f0f.pdf
Aptus Value Housing Finance India Ltd,2025-05-06T15:46:11.937,543335,49923.98,20702.53,,4.15,4.14,,20702.53,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=edee9711-4954-441b-a811-fdab215b62f7.pdf
Asahi India Glass Ltd,2025-05-14T13:47:54.22,515030,117985,9154,,3.80,3.80,,9154,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5f59e7a0-9a99-429d-9099-bdccd5823099.pdf
Ashok Leyland Ltd,2025-05-23T15:04:34.493,500477,11906.71,1245.87,,4.24,4.24,15.04,1245.87,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fded450e-fcbe-4fa0-8148-32cfb266102a.pdf
Asian Paints Ltd,2025-05-08T14:48:17.133,500820,8358.91,700.83,1436.2,7.22,7.22,17.2,700.83,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1708a3ac-c4ad-4ef5-aa7a-3112ac6d5a29.pdf
Astral Ltd,2025-05-21T16:15:04.563,532830,16814,1781,,6.67,6.67,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe893bbb-0fb4-40d9-9b3c-789829bf1332.pdf
Authum Investment & Infrastructure Ltd,2025-05-12T22:09:56.507,539177,1451.81,1762.59,,103.78,103.78,,1762.59,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cf1a889d-c7e8-4536-835e-8febcc2ab8b7.pdf
Avenue Supermarts Ltd,2025-05-03T16:43:03.537,540376,14871.86,550.79,,8.47,8.45,,550.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ca9454e-7392-48fc-95c3-e43abbd5795e.pdf
BEML Ltd,2025-05-23T13:43:38.93,500048,165253,28804,,69.17,69.17,,28804,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1feca3a9-b95b-42e1-9899-c51c5e9aed8c.pdf
Bajaj Auto Ltd,2025-05-29T18:38:16.413,532977,12648.32,1801.85,2451,64.6,64.4,20.2,1801.85,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ecc3807-eac3-4936-a3b2-207ae571282a.pdf
Bajaj Holdings & Investment Ltd,2025-05-30T13:28:29.117,500490,145.26,1725.49,,155.0,155.0,20.2,1725.49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7557429-ef0f-4163-8c0e-d2956a4ad66e.pdf
Balrampur Chini Mills Ltd,2025-05-15T20:30:16.263,500038,150368.45,22912.21,,11.35,11.31,,22912.21,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=552aa21f-f4a6-4ba8-9fd0-f0d7de432f12.pdf
Bank of India,2025-05-09T16:31:56.173,532149,2175080,262591,,5.77,5.77,22.46,262591,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6241246d-7aca-4db5-8b88-3662f5d63121.pdf
Bata India Ltd,2025-05-28T19:45:11.597,500043,7852.14,459.15,,3.57,3.57,,459.15,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a08a7368-9f35-46e7-82ca-a464b2c01750.pdf
Bayer CropScience Ltd,2025-05-26T18:38:22.5,506285,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4268e714-c308-42a9-b7a4-21e5232f0dcb.pdf
Berger Paints India Ltd,2025-05-14T14:39:35.8,509480,2704.03,262.91,427.8,2.25,2.25,19.8,262.91,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=88f8ea91-98d2-46f3-8b68-495d4bddff16.pdf
Bharat Dynamics Ltd,2025-05-27T16:31:35.103,541143,1871677,27277.19,,7.44,7.44,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8d67cbdc-f47a-4f49-a1bf-bc871fc947d7.pdf
Bharat Electronics Ltd,2025-05-19T18:18:34.45,500049,911971,210478,,2.87,2.87,,210478,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=59da57a1-0a41-4a44-8cb6-3caf3e864f4e.pdf
Bharat Forge Ltd,2025-05-08T14:23:43.02,500493,38526.04,2826.24,6571.54,5.92,5.92,17.63,2826.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=60539099-8efc-4e89-9cf7-edd5383811b1.pdf
Bharat Heavy Electricals Ltd,2025-05-16T14:32:18.56,500103,8993.37,504.45,,1.45,1.45,9.36,504.45,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0e56285a-523a-413b-bf22-c8df8de8f92b.pdf
Bharti Airtel Ltd,2025-05-13T17:40:34.153,532454,478762,124758,274946,19.02,18.38,,124758,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5e51e9bc-b36a-4a15-9dbb-6476ebc37326.pdf
Bharti Hexacom Ltd,2025-05-13T17:24:35.45,544162,22890,4684,12202,9.37,9.37,27.6,4684,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a4711b34-3c34-493e-abb9-6cc5bedede9f.pdf
Bikaji Foods International Ltd,2025-05-15T18:34:37.37,543653,61362.26,3992.07,,1.78,1.78,,3992.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6a866777-c392-441f-a80d-55688db5d091.pdf
Biocon Ltd,2025-05-08T19:37:04.1,532523,44170,4594,,2.88,2.87,25.25,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8fc373b3-cc1d-4c2f-baed-556215772138.pdf
Birlasoft Ltd,2025-05-28T21:29:49.92,532400,13168.88,1221.05,,4.38,4.34,,1221.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=213da4fa-411f-4ca8-a5cf-1b3c45b618ba.pdf
Blue Dart Express Ltd,2025-05-26T20:38:42.17,526612,141732,5322,,22.43,22.43,,5322,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bc662df0-e0d1-4e98-92ae-32e3d50612b1.pdf
Bombay Burmah Trading Corporation Ltd,2025-05-15T19:36:37.077,501425,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a9b66a14-971e-4b26-ba6e-99acfe22f3d9.pdf
Bosch Ltd,2025-05-27T19:33:01.993,500530,49106,5635,,187.55,187.55,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0efb2831-7e52-4fcc-9606-d70d1b04287c.pdf
Brainbees Solutions Ltd,2025-05-27T11:13:30.35,544226,19303.15,-1115.29,643.51,-1.60,-1.60,,-1115.29,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc3b2e1d-c214-43d9-8449-1fb33e9da0e0.pdf
Brigade Enterprises Ltd,2025-05-14T19:25:44.55,532929,146039,24935,,10.33,10.32,,24935,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=03f10be5-33b3-4de0-9989-ec73a48b2a24.pdf
Britannia Industries Ltd,2025-05-08T22:02:01.243,500825,4432.19,559.13,,23.25,23.25,,559.13,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=579903e2-80f5-437a-a24d-42f94c4ae961.pdf
CCL Products (India) Ltd,2025-05-05T18:36:56.55,519600,83584.76,10186.84,,7.65,7.64,,10186.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=47faeb74-76e4-4297-95ea-bda83f1b53b7.pdf
CESC Ltd,2025-05-15T13:37:13.627,500084,3877,385,,2.81,2.81,16.1,385,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ef5c84d7-29e5-405e-af02-b81ce811a300.pdf
CG Power and Industrial Solutions Ltd,2025-05-06T14:46:59.583,500093,2752.77,274.26,,1.78,1.78,,274.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0433a115-7fcc-4b9d-9aad-b9f180eaed3c.pdf
Campus Activewear Ltd,2025-05-29T16:00:15.47,543523,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=73229c59-1a55-41eb-9729-525e20a0040e.pdf
Canara Bank,2025-05-08T13:25:13.867,532483,40256.19,5070.19,,5.59,5.59,,5070.19,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8eb43bb1-610f-4470-9a85-f59f243e4bbe.pdf
Caplin Point Laboratories Ltd,2025-05-15T13:42:04.6,524742,528.19,145.28,193.80,18.75,,,145.28,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=190e56ba-9111-43af-aeed-7d504b231382.pdf
Capri Global Capital Ltd,2025-05-05T18:31:35.857,531595,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=242ed9d7-e1da-447c-8ceb-2b0aeee09816.pdf
Carborundum Universal Ltd,2025-05-12T17:25:44.947,513375,121712,3010,,1.73,1.73,,3010,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6b959b06-b000-496a-a2b1-b733e2a90d97.pdf
Century Plyboards (India) Ltd-$,2025-05-29T17:02:48.22,532548,119832.99,5315.31,,2.36,2.36,,5315.31,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=299d151e-96ff-48e4-97a8-4045b1a5d5a8.pdf
Cera Sanitaryware Ltd,2025-05-09T13:04:21.807,532443,58054.71,8627.29,,66.39,66.39,,8627.29,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=444d4d85-a6e6-46ec-8dc9-d25f76e0633c.pdf
Chalet Hotels Ltd,2025-05-12T20:01:38.327,542399,5219.74,1238.35,2568.49,5.68,5.67,39,1238.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=967a642d-f3d8-4ffe-a658-4c40b7909764.pdf
Chambal Fertilisers & Chemicals Ltd,2025-05-08T16:57:15.817,500085,2448.73,130.31,,2.49,2.49,,130.31,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=24e700df-154a-4a80-a672-ee758fa41632.pdf
Cholamandalam Financial Holdings Ltd,2025-05-09T16:57:55.04,504973,8913.37,1362.18,,32.68,32.68,,1362.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e4fd636a-c7da-471c-8aeb-bc12b7303bc0.pdf
Cipla Ltd,2025-05-13T13:38:53.793,500087,6729.69,1214.14,,15.13,15.12,,1214.14,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=30c83feb-18d5-455c-a921-bcfbe8397753.pdf
City Union Bank Ltd,2025-05-02T16:19:54.07,532210,178394,28796,,3.89,3.86,,28796,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=83849bdc-b496-474b-b334-b20df961ad1e.pdf
Clean Science and Technology Ltd,2025-05-22T12:55:04.64,543318,2636.83,740.92,,6.97,6.97,,740.92,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=405dc563-b1a6-493a-98d7-4d1382cf8bbe.pdf
Coal India Ltd,2025-05-07T16:55:03.607,533278,37824.54,9592.53,,15.58,15.58,,9592.53,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=80c5ecd2-1aea-4a2c-a23b-14433474b81a.pdf
Cochin Shipyard Ltd,2025-05-15T13:50:30.41,540678,175765.09,28718.78,,10.92,10.92,23,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=87710ecb-870c-4bd4-b95b-3c083ee26196.pdf
Coforge Ltd,2025-05-05T17:26:41.157,532541,34099,3073,5484,39.02,38.67,,3073,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=606bf9db-6046-4400-b174-89bc1e1a8107.pdf
Cohance Lifesciences Ltd,2025-05-28T18:49:08.71,543064,8412,1441,2632,,,31.3,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2455072f-609c-4850-a5c8-8f989d13f9c7.pdf
Colgate Palmolive (India) Ltd,2025-05-21T19:17:22.28,500830,145202,35500,,13.05,13.05,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a6202c0c-7dda-42b4-8417-1fbde321ce10.pdf
Concord Biotech Ltd,2025-05-29T19:28:15.157,543960,42988.38,14038.72,,13.42,13.42,,14038.72,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=52c992cc-a815-4891-b57c-61d4e1d61d67.pdf
Container Corporation of India Ltd,2025-05-22T20:07:34.263,531344,2287.83,298.88,,4.91,4.91,,298.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=56e43ff2-b31a-42da-b97a-376c35e24640.pdf
Craftsman Automation Ltd,2025-05-07T14:04:08.277,543276,174925,6676,16852,30.92,30.92,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=44b7ad00-4fe2-4a1b-b5a4-ce0336189c47.pdf
Crompton Greaves Consumer Electricals Ltd,2025-05-15T16:20:36.04,539876,2060.64,171.74,,2.63,2.63,12.83,171.74,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5ded1f42-659f-4ce2-8b47-b50ef8d538cf.pdf
Cummins India Ltd,2025-05-28T20:34:50.53,500480,2428.13,529.50,,19.10,19.10,,529.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c9c3f598-0de6-4aeb-9668-dbc22912ca98.pdf
DLF Ltd,2025-05-19T20:55:52.493,532868,3127.58,1282.20,,5.18,5.18,,1282.20,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe07860d-445a-4d9e-9d93-c2a9098c322e.pdf
DOMS Industries Ltd,2025-05-19T17:37:49.23,544045,50873.08,5127.97,,7.98,7.97,,5127.97,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7628af45-6fd2-4586-9237-5734623b0481.pdf
Dabur India Ltd,2025-05-07T16:07:26.457,500096,2830.14,312.73,,1.81,1.80,15.08,312.73,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=725dd9e8-a0b8-49d0-a967-c860ab38da87.pdf
Data Patterns (India) Ltd,2025-05-17T19:30:25.027,543428,396.21,114.08,,20.38,20.38,,114.08,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5fccc3a1-bc43-4468-8d5d-1542ffc301d6.pdf
Deepak Fertilisers & Petrochemicals Corporation Ltd,2025-05-22T15:14:50.1,500645,266735,27786,48000,21.96,21.96,18,27786,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2775a0f0-7a3a-4a24-ab41-404729056f46.pdf
Deepak Nitrite Ltd-$,2025-05-28T18:27:31.853,506401,2179.69,202.50,,14.84,14.84,,202.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=68af19dd-7ba0-4ab2-8bb1-baccb6eff560.pdf
Delhivery Ltd,2025-05-16T16:46:51.47,543529,21915.66,725.57,,0.97,0.96,,725.57,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=de639981-ab4b-4474-aac6-165617e49b32.pdf
Devyani International Ltd,2025-05-23T12:04:17.437,543330,12125.91,-167.63,,-0.12,-0.12,,-167.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=04ce47b9-c6e6-44c2-a4eb-28eb3915f6e1.pdf
Divis Laboratories Ltd,2025-05-17T13:18:17.32,532488,2585,662,,25.12,25.12,,662,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1da01c76-4a2a-4387-9ce1-032a749e1828.pdf
Dixon Technologies (India) Ltd,2025-05-20T16:30:16.243,540699,10304,465,454,77.59,76.42,4.3,465,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=af5197b0-5e36-4b1d-9cb5-bbeb7d9105be.pdf
Dr Reddys Laboratories Ltd,2025-05-09T17:45:57.183,500124,85060,15939,24749,19.13,19.11,29.1,15939,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2166525c-ff72-457d-94ae-60faea1824a9.pdf
EID Parry India Ltd,2025-05-27T15:40:52.163,500125,6811.12,539.44,626,16.14,16.11,,539.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc19275a-e6f8-4af1-ab51-4987faf38753.pdf
EIH Ltd,2025-05-20T21:30:59.9,500840,827.45,261.62,,4.04,4.04,,261.62,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d9b1d22-b56a-4134-95ce-00a526216a50.pdf
Elgi Equipments Ltd,2025-05-28T19:19:30.753,522074,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f6339e59-d19b-4b6d-b262-6dcc1273b7ea.pdf
Emami Ltd-$,2025-05-16T14:20:09.393,531162,96305,16217,24060,3.72,3.72,,16217,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9951d528-569d-4c65-9300-fd828fc40db7.pdf
Emcure Pharmaceuticals Ltd,2025-05-22T14:49:20.98,544210,21162.45,1972.37,390,9.97,9.97,18.4,1972.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=309bfcf3-0319-4369-8c8e-8e5cd874ed98.pdf
Endurance Technologies Ltd,2025-05-15T20:48:57.41,540153,29634.85,2451.33,,17.43,17.43,,2451.33,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=69a0edfb-5d1b-40dc-82f6-93cf5a3d1333.pdf
Engineers India Ltd,2025-05-29T15:23:55.417,532178,101022.69,24230.58,,4.98,4.98,,27981.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=531bc3b4-6a86-4656-905c-c68f5e627129.pdf
Eris Lifesciences Ltd,2025-05-19T16:18:59.027,540596,705.30,102.35,,6.90,6.89,25.96,102.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f58f50cb-2cc3-43c2-b67e-0aa42d086848.pdf
Escorts Kubota Ltd,2025-05-08T14:43:06.42,500495,2444.88,318.42,,28.96,28.94,,318.42,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=db406250-5491-451f-9211-978b4e73f85f.pdf
FSN E-Commerce Ventures Ltd,2025-05-30T16:43:46.893,543384,2061.76,19.05,,0.07,0.07,,19.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a8002817-5a69-4892-8bba-3b042dccc1b0.pdf
Finolex Cables Ltd,2025-05-28T15:12:09.783,500144,1594.58,151.86,221.05,9.93,9.93,,151.86,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3fae0a7c-6448-4208-995e-403e20d36eea.pdf
Finolex Industries Ltd,2025-05-23T23:11:32.69,500940,1171.81,150.26,,2.43,2.43,,150.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a1801007-cbdd-4271-a755-79a71a72b83d.pdf
Fortis Healthcare Ltd,2025-05-20T19:19:31.937,532843,200720,18802,45527,2.44,2.44,22.02,18802,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=18a246e4-0908-4af9-8406-e5c65a8861f8.pdf
GMR Airports Ltd,2025-05-22T23:36:53.063,532754,2863.34,-252.66,1122.74,-0.23,-0.23,39.21,-252.66,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ee37d7fb-012c-4fe1-bda3-5a2a0f0939f3.pdf
Garden Reach Shipbuilders & Engineers Ltd,2025-05-13T18:28:18.227,542011,164203.57,24424.93,335,21.32,21.32,10.39,24424.93,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dbff7f25-ce48-4f0d-81c9-62ab3ec8c662.pdf
