company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Ajanta Pharma Ltd,2024-07-30T15:01:18.783,532331,1144.92,245.77,330,19.54,19.53,29,245.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0207d4a4-925e-4275-8915-f1c7e21b471c.pdf
Alivus Life Sciences Ltd,2024-07-25T19:18:08.657,543322,5886.16,1114.83,,9.10,9.08,,1114.83,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8645a78-cbce-474a-9f94-74cb940c372e.pdf
Amber Enterprises India Ltd,2024-07-26T14:16:06.14,540902,240129.11,4660.86,21685.08,13.81,13.80,,4660.86,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61234c37-12b1-415a-a175-317b65e18499.pdf
Ambuja Cements Ltd,2024-07-31T12:23:07.207,500425,8311.48,789.63,,2.83,2.61,,789.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=79ad12af-d0bc-4121-823d-1747f7e6d753.pdf
Anand Rathi Wealth Ltd,2024-07-11T17:18:34.54,543415,23761.37,7344.18,,17.56,17.54,,7344.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ba03d8c-c3c3-48ef-9c95-7462e2269761.pdf
Anant Raj Ltd-$,2024-07-27T17:57:32.397,515055,471.83,91.01,,2.66,2.66,,91.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5498ff4c-916e-4c83-a1c5-879c6d7808bf.pdf
Angel One Ltd,2024-07-15T19:57:31.253,543235,14054.54,2927.26,,32.55,31.95,28.24,2927.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fb8a1ea9-ae16-4d4d-a226-fd69c2e6e7d9.pdf
Apar Industries Ltd,2024-07-30T12:48:53.28,532259,4011,203,394,50.42,50.42,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=68b40f42-f370-419a-aecc-6b95824889bf.pdf
Asahi India Glass Ltd,2024-07-31T14:12:48.87,515030,113266,7669,,3.21,3.21,,7669,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2bc53943-1ce6-4b6c-90ff-1980b5ce8a21.pdf
Ashok Leyland Ltd,2024-07-25T12:58:10.943,500477,10724.49,550.65,911,1.73,1.73,9.25,550.65,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=432b9d54-3e8a-426c-af4c-a0cce682fecc.pdf
Asian Paints Ltd,2024-07-17T14:17:41.173,500820,8943.24,1170.0,1693.8,12.20,12.20,18.9,1170.0,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61eec58c-2d7c-46b4-a556-256bcf7ce6ee.pdf
Aster DM Healthcare Ltd,2024-07-31T20:07:39.873,540975,1001.87,5152.20,,103.34,103.19,,5152.20,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f7357d62-e15e-4be8-a912-f9e6d7e06475.pdf
Atul Ltd,2024-07-19T14:17:52.877,500027,1322.05,112.07,,38.00,38.00,,112.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ba7f7ec3-2ad7-4d79-9f28-0af5461b0612.pdf
Avenue Supermarts Ltd,2024-07-13T14:32:20.003,540376,14069.14,773.68,,11.89,11.86,,773.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f965c5ba-0d55-4e0b-9fa1-f4cb1d14877e.pdf
AXIS Bank Ltd,2024-07-24T16:12:21.137,532215,3779588,643643,,20.84,20.69,,643643,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f425601d-1bf3-4f4a-9f58-c6255723644a.pdf
Bajaj Auto Ltd,2024-07-16T13:40:55.94,532977,11932.07,1941.79,,69.6,69.6,,1941.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=223452a0-a3a1-4dd7-afa0-1ed3044512be.pdf
Bajaj Finance Ltd,2024-07-23T15:41:34.127,500034,16102.31,3911.98,,63.28,63.11,,3911.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e382e661-739f-4f29-b840-81ba5431658a.pdf
Bajaj Finserv Ltd,2024-07-24T12:16:16.77,532978,31479.93,2137.70,,13.4,13.3,,2137.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=21c4ff32-a018-47b0-b716-5dd1a768c444.pdf
Bajaj Holdings & Investment Ltd,2024-07-24T16:28:13.723,500490,148.11,1610.46,,144.7,144.7,,1610.46,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63d44016-0382-44cd-9fda-9cd80b4de07b.pdf
Bandhan Bank Ltd,2024-07-26T15:36:55.52,541153,606335.83,106346.05,,6.60,6.60,,106346.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=671fbdcb-457f-4636-a922-a2385c314a4d.pdf
Bank of Baroda,2024-07-31T16:29:21.82,532134,3580094,472781,,9.14,9.14,24.53,472781,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2fcf4e22-d3f8-4f6b-b2c1-8d91f5c0b485.pdf
Bank of Maharashtra,2024-07-15T15:21:42.09,532525,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d9103600-d050-4c1f-9cfd-6843a144fff3.pdf
Bharat Electronics Ltd,2024-07-29T14:00:21.66,500049,419877,77614,,1.06,1.06,,77614,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7c38cffd-d441-4970-a5b4-e01e89f93fdf.pdf
Bharat Heavy Electricals Ltd,2024-07-31T12:55:04.383,500103,8260.25,489.62,,1.41,1.41,8.98,489.62,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2cdbbdab-f457-4daa-a9c2-863fd0475359.pdf
Bharat Petroleum Corporation Ltd,2024-07-19T15:05:50.773,500547,128106.39,2841.55,,6.65,6.65,2.68,2841.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=748fc6e1-b65f-4c53-979c-455ef255cf4b.pdf
Bikaji Foods International Ltd,2024-07-24T17:26:29.54,543653,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fddb8904-2a23-4c2c-9d4d-2ff358709dc7.pdf
Birlasoft Ltd,2024-07-31T13:17:53.36,532400,13274.31,1502.07,,5.41,5.32,,1502.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a3bfde5-9049-41d4-8d69-8e0ff41002a3.pdf
Blue Dart Express Ltd,2024-07-19T14:34:26.267,526612,134271,5153,,21.72,21.72,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=69173c04-63cf-44d3-9363-2a2dbce4c53e.pdf
CG Power and Industrial Solutions Ltd,2024-07-24T13:06:22.687,500093,2227.52,241.24,,1.58,1.58,,241.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=efb361ed-9b98-4a52-938f-9d3d1d34c5c8.pdf
CRISIL Ltd,2024-07-16T12:52:58.163,500092,797.35,150.11,,20.53,20.53,,150.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a456e7a-7cbe-47e2-8996-034785701dc9.pdf
Can Fin Homes Ltd,2024-07-20T20:24:06.71,511196,93112.90,19964.04,,14.99,14.99,,19964.04,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0a579d2b-550a-401b-808c-ab5f84d4220e.pdf
Canara Bank,2024-07-25T13:21:35.46,532483,36965.75,4067.51,,4.48,4.48,,4067.51,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00c99012-64a6-4d79-b0ee-c06e9003ffbe.pdf
Carborundum Universal Ltd,2024-07-30T14:09:12.067,513375,119754,11484,,5.94,5.92,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b5a7bd16-a756-4174-84f4-d5367f3122a2.pdf
Castrol India Ltd,2024-07-30T15:55:21.02,500870,1398,232,,2.35,2.35,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=68eb49e5-cc54-487b-a7ac-0a3af7f0913b.pdf
Ceat Ltd,2024-07-18T18:20:37.193,500878,319282,15418,,38.11,38.11,12.16,15418,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=faf13412-a706-4297-bac2-369cd3ab7bf1.pdf
Central Bank of India,2024-07-18T13:17:53.88,532885,953337,94242,,1.09,1.09,21.04,94242,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cdbfbbd8-dd8d-48d5-9bcc-da2e661b3843.pdf
Chalet Hotels Ltd,2024-07-25T17:02:45.16,542399,3691.08,606.47,1483.39,2.79,2.78,,606.47,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=159f85b3-1876-4b8f-8e88-194fd57ef954.pdf
Chennai Petroleum Corporation Ltd,2024-07-25T15:27:08.787,500110,20361.17,357.03,,23.98,23.98,3.03,357.03,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1229e90c-887b-4662-b7be-8741f01494da.pdf
Cholamandalam Investment and Finance Company Ltd,2024-07-26T14:57:53.45,511243,5812.31,947.15,,11.77,11.75,,947.15,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f03a0b0d-2a27-420b-bec0-64b2ea0f17b9.pdf
Cipla Ltd,2024-07-26T15:04:40.77,500087,6693.94,1175.46,,14.58,14.57,,1175.46,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=429adf35-76be-42f9-9672-edb640efb339.pdf
City Union Bank Ltd,2024-07-26T16:53:57.86,532210,158077,26449,,3.57,3.54,,26449,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=009e087f-2ce3-4b34-8e6d-76c422ad7541.pdf
Coforge Ltd,2024-07-22T23:38:29.94,532541,24008,1393,3134,20.93,20.78,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=10d2eab7-8eb2-4a2c-82f9-efa11f77c185.pdf
Colgate Palmolive (India) Ltd,2024-07-29T17:47:22.677,500830,148576,36398,,13.38,13.38,,36398,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67e7f146-e15b-42ee-8e2e-bd636bfb098a.pdf
Craftsman Automation Ltd,2024-07-24T19:04:19.35,543276,115119,5949,14482,27.29,27.29,,5949,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5111beb4-e6b4-47f3-8a95-d8e0dadba667.pdf
Crompton Greaves Consumer Electricals Ltd,2024-07-31T15:04:20.95,539876,2138,152,232,2.36,2.36,10.87,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=32a9d324-c7a4-4637-b999-c7515784edc3.pdf
Cyient Ltd,2024-07-25T16:13:51.2,532175,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=98b20cbf-c012-4918-b0b7-73b8c610218d.pdf
DCM Shriram Ltd,2024-07-23T18:08:34.233,523367,3073.02,100.30,273.73,6.43,6.43,8.65,273.73,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f04350d1-7264-4009-8950-228493ac781c.pdf
DLF Ltd,2024-07-25T18:33:49.153,532868,1729.82,644.67,,6.31,6.31,,644.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc03cb32-a4f8-41e5-bb0a-8575b200b815.pdf
Dalmia Bharat Ltd,2024-07-18T17:06:38.477,542216,3621,145,,7.50,7.50,,145,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a6a2241-fb4b-4cd8-ab0b-faf62d3af93e.pdf
Data Patterns (India) Ltd,2024-07-29T17:10:32.28,543428,104.08,32.79,,5.86,5.86,,32.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4782678-2cd8-48df-8520-94c012e29c28.pdf
Deepak Fertilisers & Petrochemicals Corporation Ltd,2024-07-31T13:14:54.303,500645,228133,19965,,15.49,15.49,20.36,19965,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fbfed875-1c3f-4e53-8e02-c567fd2c946a.pdf
Dixon Technologies (India) Ltd,2024-07-30T15:53:57.433,540699,6580,140,256,23.35,23.23,3.8,140,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e81b87af-32ae-4439-a1d5-e34b735f8efe.pdf
Dr Reddys Laboratories Ltd,2024-07-27T16:12:32.467,500124,76727,13920,21599,83.59,83.46,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e30a5395-2c2f-4ebb-a28a-a512f01fbbef.pdf
EID Parry India Ltd,2024-07-25T18:13:14.017,500125,438.09,73.19,115.24,2.26,,0.06,73.19,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c99888a5-2d42-42b7-a634-886f05047685.pdf
Elecon Engineering Company Ltd,2024-07-17T12:19:29.193,505700,39200,7336,9200,6.54,6.54,23.5,7336,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61c7f933-a88c-40ce-ba76-6021013258ad.pdf
Elgi Equipments Ltd,2024-07-31T12:32:27.94,522074,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7af945cc-006e-47a8-b4fe-17320754e265.pdf
Exide Industries Ltd,2024-07-30T13:41:17.627,500086,4435.71,220.75,,2.59,2.59,,220.75,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=539e052c-e495-4d66-bc79-b29dc2e9de8e.pdf
Federal Bank Ltd,2024-07-24T12:45:11.303,500469,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f3982d24-87fb-49da-b389-9f6b902ca181.pdf
Finolex Industries Ltd,2024-07-27T20:09:29.69,500940,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=81bd4034-c6a9-425b-8299-c189e2d8f567.pdf
Firstsource Solutions Ltd,2024-07-30T12:11:35.233,532809,17838.70,1352.49,,1.97,1.92,11.0,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c30b8604-277a-4f9c-b9b8-e5193b3187b0.pdf
Five-Star Business Finance Ltd,2024-07-31T12:53:58.667,543663,66938.11,25157.00,,8.60,8.53,,25157.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=32628c79-885b-474a-b4f8-4729ffb61f21.pdf
Gail (India) Ltd,2024-07-30T18:01:53.353,532155,34821.89,3183.35,,4.84,4.84,10.35,3183.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9c560a04-e0b9-4076-b16d-74f885bdb62a.pdf
GE Vernova T&D India Ltd,2024-07-31T15:56:39.71,522275,9583.4,1345.4,,5.25,5.25,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=df5434a3-285a-480f-b610-00576763742e.pdf
Go Digit General Insurance Ltd,2024-07-25T20:28:48.173,544179,207699,10134,,1.13,1.12,,10134,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29b89d73-b9d9-4093-980d-67ec110ed9b4.pdf
Godrej Properties Ltd,2024-07-31T11:24:35.653,533150,739.00,518.80,,18.70,18.70,-6.36,518.80,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a75d4ef0-d9ea-42fa-9ee5-e5aaa22889af.pdf
Granules India Ltd-$,2024-07-30T12:23:28.32,532482,11798.65,1346.48,,5.56,5.55,,1346.48,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=223a26cd-8fec-4d67-aec7-d331f2b37b44.pdf
Gravita India Ltd,2024-07-20T17:42:26.303,533282,757.11,35.87,,5.19,5.19,,35.87,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=08af0d1b-6619-474e-938a-469b9da2597c.pdf
Gujarat Mineral Development Corporation Ltd,2024-07-26T16:20:05.743,532181,818.13,184.05,,5.79,5.79,,184.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c7c53d4d-7581-4888-83ef-8c9236aefcce.pdf
HCL Technologies Ltd,2024-07-12T17:45:48.8,532281,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=80a7d1c6-1c31-4a57-961f-0cff47bc9d33.pdf
HDFC Asset Management Company Ltd,2024-07-15T14:38:01.48,541729,775.24,603.76,,28.28,28.18,,603.76,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=934d7173-b1eb-419e-83d3-5618ad349fe2.pdf
HDFC Bank Ltd,2024-07-20T14:14:30.63,500180,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a95d14b5-8570-4cee-94e6-331af31d3cf4.pdf
HFCL Ltd,2024-07-24T17:46:42.9,500183,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=de3b3da3-0f14-4350-975b-df853a6e160b.pdf
Havells India Ltd,2024-07-18T14:04:59.703,517354,5806.21,407.51,,6.49,6.48,,407.51,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b7d2d78f-0e92-4874-8897-a1f496d69474.pdf
Himadri Speciality Chemical Ltd,2024-07-16T14:25:32.373,500184,1200.41,122.78,,2.49,2.48,,122.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b6eab00e-8c29-41f3-b79c-1d214c24ad23.pdf
Hindustan Petroleum Corporation Ltd,2024-07-29T16:50:25.77,500104,120943.30,633.94,,2.98,2.98,0.82,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=017fc0cb-764f-47f8-aac7-454a19b11f63.pdf
Hindustan Unilever Ltd,2024-07-23T15:52:59.81,500696,15523,2612,3744,11.11,11.11,24.1,2612,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ae5bb721-4e5a-446e-999f-e46fac8d3821.pdf
Hitachi Energy India Ltd,2024-07-24T16:54:18.98,543187,1327.3,10.4,61.5,,,4.6,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a493de2b-e07a-4792-a0d9-9ad38825a78f.pdf
Home First Finance Company India Ltd,2024-07-25T16:13:09.69,543259,3413.25,877.68,,9.90,9.65,,877.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d90502f-d63f-47b2-be11-bf9b31324160.pdf
ICICI Bank Ltd,2024-07-27T14:47:05.453,532174,67270.06,11695.84,,16.64,16.32,,11695.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=43b89a33-cce1-4c7e-b9da-7292b34dbdb3.pdf
ICICI Lombard General Insurance Company Ltd,2024-07-19T16:57:06.363,540716,535195,58037,,11.77,11.68,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a94322b0-dbb0-43fa-a578-5937c93b3faa.pdf
ICICI Prudential Life Insurance Company Ltd,2024-07-23T18:21:24.573,540133,254500000000,2250000000,,1.56,1.55,,2243400000,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a95a6c19-92fe-4f34-bf09-846591839935.pdf
IDBI Bank Ltd,2024-07-22T13:49:33.273,500116,7527.16,1734.32,,1.61,1.61,,1734.32,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d1a65e9d-1ff3-4245-a973-de22d1cd8fe0.pdf
IDFC First Bank Ltd,2024-07-27T16:06:07.643,539437,1036270,64264,,0.91,0.90,,64264,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d68e6137-cd66-4a87-8e6b-3a69a0a3c6c1.pdf
IndiaMART InterMESH Ltd,2024-07-30T15:33:19.77,542726,3313,1140,,19.00,18.96,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e10466bf-beca-44dd-bc0a-5e000550dc98.pdf
Indian Bank,2024-07-29T14:02:57.737,532814,17117.76,2570.40,4524.04,19.08,19.08,,2570.40,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67362625-af0d-443e-8ca2-1ae140319dd7.pdf
Indian Energy Exchange Ltd,2024-07-24T16:12:31.65,540750,12356.20,9644.02,,1.08,1.08,,9644.02,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=43f2124e-5cdd-4fc2-8e5b-6cdd2563fed7.pdf
Indian Hotels Company Ltd,2024-07-19T16:06:06.74,500850,155023,26019,,1.75,1.75,,26019,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=23903b21-2a18-4b35-83eb-9182ae594209.pdf
Indian Oil Corporation Ltd,2024-07-30T15:02:10.657,530965,219864.34,3722.63,,2.56,2.56,2.65,3528.49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8087ed44-3eda-45ff-b239-d641d1ad88f6.pdf
Indian Overseas Bank,2024-07-22T13:11:22.507,532388,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=40b6b71d-2ab2-45d8-9d93-29e1ea907691.pdf
Indian Renewable Energy Development Agency Ltd,2024-07-12T20:14:41.97,544026,151027.65,38369.34,,1.43,1.43,31.47,38369.34,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6fc47912-66ea-401d-bb61-40813e757c8e.pdf
Indraprastha Gas Ltd,2024-07-24T15:52:00.487,532514,3891.47,401.45,581.85,5.47,5.47,17,401.45,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=044bc22c-32a3-451e-a1bd-b163cb44319e.pdf
Indus Towers Ltd,2024-07-30T21:21:47.61,534816,73830,19259,46017,7.15,7.15,40.43,19259,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e999c625-1ee2-442a-b864-386f39955ef3.pdf
Indusind Bank Ltd,2024-07-26T15:31:43.263,532187,1498818,217079,,27.89,27.85,,217079,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0a07e34f-5642-4f6b-9394-9f83ff515b2c.pdf
Infosys Ltd,2024-07-18T15:34:27.24,500209,39315,6374,,15.38,15.35,21.1,6374,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4bc2fca6-c0ba-447c-bb1a-5a7260667b32.pdf
Intellect Design Arena Ltd,2024-07-26T16:10:28.48,538835,6063.43,747.46,,5.46,5.25,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=59e68cf9-fa8c-4f3e-8e4d-8825afdb47fe.pdf
InterGlobe Aviation Ltd,2024-07-26T15:31:37.253,539448,195707,27288,,70.70,70.57,,27288,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3d4395ee-bdc9-4e79-93dc-0e09b1a947f3.pdf
JK Cement Ltd,2024-07-20T13:58:45.143,532644,2807.57,184.82,,23.98,23.98,17.32,184.82,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61056902-b0d3-400e-a8ac-6b4353434087.pdf
JBM Auto Ltd,2024-07-31T14:36:57.973,532605,1144.50,33.54,,2.82,2.82,,33.54,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cd15da21-5808-4519-ba86-fb61aa3aae68.pdf
JSW Energy Ltd,2024-07-19T18:40:42.277,533148,3042.66,534.16,1581,3.00,3.00,35.68,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6f368671-5a79-476c-9b8f-514c192debdb.pdf
JSW Holdings Ltd,2024-07-24T14:26:22.737,532642,2723.18,5258.05,,47.38,47.37,,5258.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38886bdb-8dc1-42d0-840f-4db949b7ceee.pdf
JSW Infrastructure Ltd,2024-07-18T16:32:16.687,543994,1104,297,609,1.42,1.40,55.1,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1417aac-d8fe-4478-a101-9a7d8d6628b7.pdf
JSW Steel Ltd,2024-07-19T15:57:00.503,500228,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2e72a3ac-b5c2-482d-bf37-325eeb5717d9.pdf
Jaiprakash Power Ventures Ltd,2024-07-27T15:51:26.38,532627,175470,34854,81426,0.40,0.40,,34854,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1f6d862-5369-46c9-90b4-9241e9cec002.pdf
Jammu & Kashmir Bank Ltd,2024-07-27T15:37:59.43,532209,3192.78,418.50,,3.80,3.80,18.65,418.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc233b03-0ac7-4ccd-8017-af5f6c37d285.pdf
