company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Apollo Tyres Ltd,2024-02-07T18:30:20.447,500877,65953.69,4966.26,22990,7.82,7.82,18.32,4966.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=311fff43-0ec5-4edd-b50a-0ef9302856f0.pdf
Aptus Value Housing Finance India Ltd,2024-02-01T14:15:37.867,543335,35142.02,15758.71,,3.16,3.15,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a1289d12-8e98-40d2-9d77-27ff33178b9a.pdf
Ashok Leyland Ltd,2024-02-05T19:16:04.55,500477,11092.70,608.85,,1.91,1.91,10.88,608.85,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bedda3cc-f320-4e9d-a512-d4f153073942.pdf
Aster DM Healthcare Ltd,2024-02-08T19:20:28.537,540975,3710.61,209.22,,3.60,3.60,,209.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78a029a0-ac14-494c-bb81-97a8641f5dd2.pdf
AstraZeneca Pharma India Ltd,2024-02-08T18:17:19.387,506820,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a66fbe35-d692-41bb-8bfc-7a112b101971.pdf
Aurobindo Pharma Ltd,2024-02-10T17:41:36.583,524804,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4c3eefd9-9115-41d0-b85e-c887c6a927aa.pdf
BASF India Ltd,2024-02-12T14:58:54.59,500042,33262.6,1400.6,,32.3,32.3,,1400.6,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=08bb3cf2-b4dd-4e50-a6d4-01983bff99cb.pdf
BEML Ltd,2024-02-08T13:40:44.233,500048,104697,4820,,11.57,11.57,,4820,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=051f41e7-923d-4a88-938d-ff67f08f81c6.pdf
BLS International Services Ltd,2024-02-12T18:03:07.177,540073,43788.28,8718.29,,2.05,2.05,,8718.29,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=747048f1-ba39-4877-8937-cb4705d2a4df.pdf
Balrampur Chini Mills Ltd,2024-02-08T14:34:55.647,500038,123038.77,9132.92,,4.53,4.52,,9132.92,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8677f383-7bb5-426b-931c-61dfe1b452b0.pdf
Bandhan Bank Ltd,2024-02-09T15:33:37.437,541153,521059.50,73271.76,,4.55,4.55,,73271.76,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8c9f5692-d7e2-47a3-8c53-500d32240f3e.pdf
Bank of India,2024-02-02T17:42:24.38,532149,1641110,186951,,4.44,4.44,18.30,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f5e3da65-1707-4803-a42d-5a14fda41fc9.pdf
Bata India Ltd,2024-02-01T19:19:45.627,500043,9034.72,579.77,,4.51,4.51,,579.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d5082e9e-9a0f-4e94-b909-5367e987e62e.pdf
Berger Paints India Ltd,2024-02-06T17:28:20.863,509480,2881.83,300.16,480.04,2.57,2.57,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d59c9d5c-c864-472c-ba77-4bd64a5d0ab7.pdf
Bharat Forge Ltd,2024-02-12T13:56:02.663,500493,38664.09,2544.48,6730,5.68,5.68,18.09,2544.48,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d6715050-0358-4d45-8b07-e607dc60d41f.pdf
Bharat Heavy Electricals Ltd,2024-02-13T14:45:48.047,500103,5503.81,-148.77,,-0.43,-0.43,-0.74,-148.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2a664622-ca24-4f3d-bea6-31e097bd5a13.pdf
Bharti Airtel Ltd,2024-02-05T16:18:14.967,532454,378995,24422,200443,4.27,4.14,52.9,24422,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ea6e355-17be-4367-91cd-47134233b3cf.pdf
Bikaji Foods International Ltd,2024-02-02T14:45:00.997,543653,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e7956cf-8a36-43b1-b1e9-8a774875c033.pdf
Biocon Ltd,2024-02-08T19:08:49.37,532523,39537,7533,,5.52,5.51,,7533,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=15e78e40-91a3-40f9-8ca3-1b477eb2c1a0.pdf
Bombay Burmah Trading Corporation Ltd,2024-02-13T15:00:36.95,501425,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=97559919-f7c7-49de-a7f6-d77421ad64fe.pdf
Bosch Ltd,2024-02-13T15:34:21.17,500530,42052,5180,,175.71,175.71,14.6,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1c8c6979-0ba8-4556-935c-b18e04613ecc.pdf
Brigade Enterprises Ltd,2024-02-06T16:57:24.037,532929,117377,5579,,3.18,3.16,,5579,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=665c4088-043b-4c51-b82a-1776bdee0dbe.pdf
Britannia Industries Ltd,2024-02-06T19:27:22.02,500825,4256.33,555.66,,23.11,23.11,17.42,555.66,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e2b1bc9b-540c-404e-ac05-7d0ab2d37043.pdf
CCL Products (India) Ltd,2024-02-05T19:32:03.05,519600,66448.21,6328.53,,4.76,4.75,,6328.53,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a52d0658-7400-4829-9160-7ac59355b927.pdf
CRISIL Ltd,2024-02-16T16:17:13.01,500092,917.74,210.12,252.69,28.74,28.73,,210.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95d201be-e5e5-4cb3-a2f1-bd361cad3d36.pdf
Campus Activewear Ltd,2024-02-09T16:20:33.693,543523,472.01,12.55,,0.82,0.81,,12.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=98b48fd8-817f-4289-a6a2-f590dfb2ef07.pdf
Caplin Point Laboratories Ltd,2024-02-09T12:46:32.253,524742,435.50,119.82,159.46,15.44,15.43,35.2,119.82,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=420c65a2-0c0c-4243-87c5-1f4d961e83b9.pdf
Castrol India Ltd,2024-02-01T20:29:34.183,500870,1264,242,,2.45,2.45,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c8ca4822-7ccf-4d98-8e9b-623fdae85fba.pdf
Century Plyboards (India) Ltd-$,2024-02-02T14:44:05.903,532548,93739.84,9686.05,,,,,9686.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8cf24511-1b73-4f25-b214-1e08c887a4e9.pdf
Cera Sanitaryware Ltd,2024-02-12T12:42:12.087,532443,43892.37,5152.41,,39.12,39.12,,5152.41,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8915e2e6-bd36-412b-b997-50cd0204f646.pdf
Chambal Fertilisers & Chemicals Ltd,2024-02-06T14:08:44.153,500085,4348.57,459.40,,11.04,11.04,,459.40,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0060ab9-1a38-4379-af7c-f318ba4f8563.pdf
Cholamandalam Financial Holdings Ltd,2024-02-05T15:10:45.51,504973,6794.67,1027.00,,24.88,24.88,,1027.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cc54ab61-aa73-47a5-a4be-30b81d464c1a.pdf
City Union Bank Ltd,2024-02-01T16:51:00.987,532210,151911,25303,,3.42,3.39,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cf2cf8ae-1afc-4818-9c59-01e9fb2a4d6f.pdf
Clean Science and Technology Ltd,2024-02-03T14:17:19.13,543318,1947.31,626.25,,5.89,5.89,,626.25,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bfc3373c-c8e0-41a7-867f-16a78409b3f8.pdf
Cohance Lifesciences Ltd,2024-02-05T17:19:50.723,543064,2198,568,651,1.84,1.84,30,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=094c1d73-6e66-4ded-b61f-a62b37f753c2.pdf
Computer Age Management Services Ltd,2024-02-06T14:05:53.593,543232,28967.75,8853.50,,18.13,18.02,,8853.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c807312a-87fa-49b4-933e-c1f4d5fa72cd.pdf
Concord Biotech Ltd,2024-02-08T18:15:57.337,543960,24079.65,7757.27,,7.41,7.41,,7757.27,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e1a456e7-9518-4655-b158-928a2ffab1eb.pdf
Crompton Greaves Consumer Electricals Ltd,2024-02-14T17:29:53.14,539876,1692.69,85.45,,1.35,1.34,8.85,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=afa00bc8-eddd-422a-b48a-6655c24ec292.pdf
Cummins India Ltd,2024-02-07T20:52:16.76,500480,2509.79,498.91,,18.00,18.00,,498.91,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3397638e-14f0-40e5-96a2-56b98325b3fc.pdf
DOMS Industries Ltd,2024-02-09T18:27:49.553,544045,37160.54,3882.28,,6.88,6.88,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=10b1c28f-7ef7-4d03-b6f3-2f1ca3a19d79.pdf
Deepak Fertilisers & Petrochemicals Corporation Ltd,2024-02-01T13:13:01.603,500645,185264,6053,,4.56,4.56,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1864dd5e-3aa0-4b5e-9aad-a63917e2a62e.pdf
Deepak Nitrite Ltd-$,2024-02-13T19:32:09.493,506401,2009.23,247.01,,18.81,18.81,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b957fc84-7ce5-4387-bae0-e63f28ae3701.pdf
Delhivery Ltd,2024-02-02T16:39:14.937,543529,21944.68,117.06,,0.16,0.15,,117.06,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aad8087b-7e84-48d1-ae2e-b61d187e4d17.pdf
Devyani International Ltd,2024-02-02T11:51:26.38,543330,8431.34,50.70,,0.08,0.08,,50.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a81fcc36-8ab4-4df9-bd85-1c3cdd5d3226.pdf
Divis Laboratories Ltd,2024-02-10T12:06:55.63,532488,1855,358,,13.50,13.50,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=286c5267-05ba-418d-8348-665542515b98.pdf
Dr. Lal PathLabs Ltd,2024-02-01T13:30:10.12,539524,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bdf7f067-3524-446b-af3a-2f116b030ab8.pdf
EID Parry India Ltd,2024-02-06T18:13:14.243,500125,7770.14,216.52,453,6.66,6.64,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95c588ae-939c-4799-8bd9-a44e8c6ff4bb.pdf
EIH Ltd,2024-02-06T18:20:21.43,500840,769.67,229.94,,3.51,3.51,,219.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=39c02e04-1304-4e81-a4c7-e1d8a06c1015.pdf
Eicher Motors Ltd,2024-02-13T14:40:12.533,505200,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0c7018d9-6424-4ab2-bc1b-2697355e57c5.pdf
Elgi Equipments Ltd,2024-02-12T17:30:31.19,522074,8218.30,838.80,,2.65,2.65,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1556177-3a63-4074-81ac-b6d549e4f89e.pdf
Emami Ltd-$,2024-02-09T13:39:12.02,531162,996.3,258.4,314.8,,,31.6,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ea16b34a-fe4b-4a09-a8cb-35a200d0ff76.pdf
Endurance Technologies Ltd,2024-02-06T18:30:32.033,540153,25611.08,1522.78,,10.83,10.83,,1522.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=09b82eea-9c59-4063-b659-17dffcd9a3a8.pdf
Engineers India Ltd,2024-02-02T15:15:03.577,532178,86763.86,6334.89,,1.13,1.13,,6334.89,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5e45bdf9-1b32-4ad1-846a-e6e8bf1b6942.pdf
Eris Lifesciences Ltd,2024-02-13T15:35:48.787,540596,4862.97,1014.60,,7.55,7.54,,1014.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d721e873-1784-4077-aecf-7c997fb83df3.pdf
Escorts Kubota Ltd,2024-02-08T15:04:03.333,500495,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ed97f44f-aa72-4038-8639-141847e64993.pdf
Eternal Ltd,2024-02-08T15:25:09.14,543320,1504,-192,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=976d8ee6-0cfd-4c2d-b2ab-6d78aee9f88b.pdf
FSN E-Commerce Ventures Ltd,2024-02-06T15:30:12.647,543384,17887.98,174.54,,0.06,0.06,,174.54,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=05601c5c-fbc2-48de-8a68-914172273941.pdf
Finolex Cables Ltd,2024-02-09T14:11:33.88,500144,1221.7,150.98,178.2,9.87,9.87,,150.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7bfc9150-fde9-42d3-b7cb-63aa19c39c27.pdf
Firstsource Solutions Ltd,2024-02-07T12:44:21.7,532809,15966,1287,,1.88,1.84,10.7,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=19ae1205-301e-49c6-b627-93837cd21713.pdf
Five-Star Business Finance Ltd,2024-02-01T12:36:32.527,543663,57002.35,21675.71,,7.42,7.37,,21675.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d22dbcb0-0710-4690-91b2-40cb43263065.pdf
Fortis Healthcare Ltd,2024-02-07T19:45:36.91,532843,167968,13423,29078,1.78,1.78,,13423,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9c021533-5b6f-474f-aead-22e065e6dd49.pdf
GE Vernova T&D India Ltd,2024-02-05T16:37:24.73,522275,8389.8,493.5,,1.93,1.93,,493.5,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5d20c585-6d0c-4b07-84ab-e46967088c33.pdf
General Insurance Corporation of India,2024-02-07T19:47:28.727,540755,999903,139224,,23.40,23.40,,143884,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=465606d1-3e27-4195-a87f-427ca6a77816.pdf
Gland Pharma Ltd,2024-02-14T16:19:43.4,543245,15452,1919,3557,,,23,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c062461-ac1d-4c12-814a-2da18da79346.pdf
GlaxoSmithKline Pharmaceuticals Ltd,2024-02-12T16:55:43.817,500660,80526,4572,,2.70,2.70,,4572,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f9583a0a-dce2-46ff-b201-4663b167c6a5.pdf
Glenmark Pharmaceuticals Ltd,2024-02-14T18:44:51.397,532296,32073.78,-2006.82,,-7.11,-7.11,,-2006.82,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9664d8f2-05c6-4fb7-983f-1683b177590b.pdf
Global Health Ltd,2024-02-08T16:22:54.007,543654,83260.17,12364.07,,4.61,4.60,,12364.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a8babed-4eb7-4cd5-b21a-cf870bed99e8.pdf
Godawari Power and Ispat Ltd,2024-02-06T15:38:53.387,532734,1308.92,229.16,,18.38,18.38,,229.16,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2429481-6d70-479d-88ff-c94f54cddb9d.pdf
Godrej Agrovet Ltd,2024-02-01T16:41:27.123,540743,2345.21,82.96,167.45,4.78,4.78,6.8,82.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1098e1a8-d8ed-4fe9-86df-bacbe88129fd.pdf
Godrej Industries Ltd,2024-02-09T17:48:35.093,500164,3590.08,164.58,659,3.16,3.16,7.78,106,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=34af8acb-989d-47e4-96e0-9a24220b694b.pdf
Godrej Properties Ltd,2024-02-06T12:42:44.913,533150,330.44,62.72,,2.24,2.24,-7.88,62.72,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78de63d7-d7c2-42f2-8f1a-e31f4f523aab.pdf
Graphite India Ltd,2024-02-14T12:38:26.68,509488,690,17,,0.99,0.99,,17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=80abd490-1c1e-44a6-94cb-6f49c987b490.pdf
Grasim Industries Ltd,2024-02-08T20:04:07.887,500300,31965.48,2603.43,,23.08,23.05,15.44,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=655cf865-6e35-41f8-9eaa-79d0694492fa.pdf
Gujarat Fluorochemicals Ltd,2024-02-07T13:00:12.823,542812,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=94bb3685-ddb1-41a5-a8ff-b055bdadee82.pdf
Gujarat Gas Ltd,2024-02-13T18:44:01.097,539336,4084.26,221.02,,3.21,3.21,,221.02,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fbdaa088-9d22-4a2b-a5ce-313bb1745a17.pdf
Gujarat Mineral Development Corporation Ltd,2024-02-09T15:22:58.64,532181,56426.66,11682.61,,3.67,3.67,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38a308f6-6324-42f0-abaf-f583a38185bf.pdf
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,2024-02-07T17:29:52.147,500670,2088,95,84,6.17,6.17,4,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=135573a0-6bbf-4625-89c7-bb3a38b8839d.pdf
Gujarat Pipavav Port Ltd,2024-02-12T15:47:01.903,533248,2696.30,1160.62,,2.40,2.40,,1160.62,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=18a0c1c2-c678-4239-9fb1-026da3797efc.pdf
Gujarat State Petronet Ltd,2024-02-14T17:39:01.677,532702,464494.97,48610.71,,7.00,7.00,,48610.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc994066-71da-4388-9a14-4da0727ddc2b.pdf
HEG Ltd,2024-02-12T17:30:43.763,509631,562.40,43.67,,11.32,11.32,,43.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fa67f13c-3c13-48bd-8a3f-38a80700171f.pdf
HBL Engineering Ltd-$,2024-02-07T12:50:06.5,517271,59925.94,7904.11,,2.84,2.84,,7904.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c0989ea0-c4c2-4acf-a8f8-90684ef69ff3.pdf
HFCL Ltd,2024-02-01T17:55:48.573,500183,1032.31,82.43,,0.58,0.58,,82.43,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5ae1b165-50ed-4213-bcdc-25fb97263ec6.pdf
Hero MotoCorp Ltd,2024-02-09T18:04:17.2,500182,9787.86,1091.12,1362,54.71,54.59,14,1091.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff84086a-e6f3-42b6-b62f-773fe9e74a3b.pdf
Hindalco Industries Ltd,2024-02-13T13:54:20.647,500440,52808,2331,,10.50,10.49,11,2331,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d7faf253-83d2-4a54-b3b6-4ae55e46456e.pdf
Hindustan Aeronautics Ltd,2024-02-12T14:03:01.463,541154,606128,126151,,18.86,18.86,,126151,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=49a4cddb-82f3-4e88-a64a-180b03f628ac.pdf
Hindustan Copper Ltd,2024-02-13T16:59:51.247,513599,399.29,63.00,,0.65,0.65,,63.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9a07c90a-1f56-44c1-b17b-6255dff3b57c.pdf
Honasa Consumer Ltd,2024-02-09T15:58:22.023,544014,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=560acb04-2799-418b-96db-3e831c58a94b.pdf
Honeywell Automation India Ltd,2024-02-08T17:35:51.43,517174,10710,1279,,144.60,144.60,,1279,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff6520c1-17fa-4051-91fd-407a68b5313c.pdf
Housing & Urban Development Corporation Ltd,2024-02-09T15:08:51.3,540530,,1416.58,,7.08,7.08,33.23,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c172f350-b916-410f-bb5b-6adc8eee7ce0.pdf
IFCI Ltd,2024-02-09T20:09:33.333,500106,215.70,-10.06,,-0.04,-0.04,-21.45,-87.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=76558df8-f236-4d99-97b6-0b61f39cf241.pdf
INOX India Ltd,2024-02-13T13:55:15.167,544046,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f26aae7b-3d59-4be3-baeb-536bf1d76fee.pdf
IRCON International Ltd,2024-02-08T18:11:52.377,541956,2884.22,244.70,,2.60,2.60,,244.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a63db90c-24fd-41e3-9a54-097355db8bc2.pdf
ITI Ltd,2024-02-13T15:16:02.493,523610,27148,-10125,,-1.05,-1.05,,-10125,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b21f343-7fd0-4119-8cb8-0c499672ff6a.pdf
India Cements Ltd,2024-02-01T12:17:18.757,530005,1144.46,0.67,,0.00,0.00,,0.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f9e8d81e-afb4-4e9b-b315-65d6830e6525.pdf
Indian Hotels Company Ltd,2024-02-01T16:40:46.613,500850,200364,47693,,3.18,3.18,,47693,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=046fbd71-d378-477c-a14c-0320db51bf6f.pdf
Indian Railway Catering and Tourism Corporation Ltd,2024-02-13T20:17:46.683,542830,11183022,29999.79,,3.75,3.75,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f2dd4eb-40f8-48db-a497-c691540a97e1.pdf
Indian Railway Finance Corporation Ltd,2024-02-09T17:01:56.337,543257,67453.11,16042.27,,1.23,1.23,23.74,16042.27,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=44867f13-a1ec-4a9c-924c-2d3e1ca0e043.pdf
Info Edge (India) Ltd,2024-02-13T14:29:43.117,532777,6271.24,1194.45,,11.71,11.65,36.7,1194.45,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a6433ab8-1f70-40c7-a6df-a544f64637ee.pdf
Inox Wind Ltd,2024-02-09T16:47:22.07,539083,50345,392,5406,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f4c90f0f-a3f5-4f29-a5a6-5f89e07a1f6c.pdf
InterGlobe Aviation Ltd,2024-02-02T15:52:25.807,539448,194521.48,29981.20,,77.69,77.58,,29981.20,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=69f576ef-3d22-499d-85c6-6ec2a8c56525.pdf
Ipca Laboratories Ltd,2024-02-14T13:42:36.69,524494,2075.31,179.88,330.97,7.09,7.09,16.12,179.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63fa9236-51c0-4b12-b786-b8ae5b398c74.pdf
JB Chemicals & Pharmaceuticals Ltd,2024-02-06T16:00:16.153,506943,84451,13357,,8.62,8.46,,13357,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7719f5ba-f363-4d1b-b095-e3282cee2dc7.pdf
JK Tyre & Industries Ltd,2024-02-06T15:06:22.037,530007,3700,227,563,6.30,6.28,15.2,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f5f993a1-359e-42f1-8937-15a1fc9043e4.pdf
JM Financial Ltd-$,2024-02-12T17:55:29.263,523405,1260.96,322.35,,2.91,2.91,,322.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3c178c21-44cf-408b-b183-d898e0bf92a6.pdf
Jubilant Pharmova Ltd,2024-02-02T14:24:32.597,530019,16771,664,,4.22,4.10,,664,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=64f6bb03-ad37-4374-a35c-aacc51461a7e.pdf
Jupiter Wagons Ltd,2024-02-01T18:56:53.91,533272,89583.86,8146.00,,2.03,2.03,,8146.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9f595a3-5bac-4b43-a281-370a37e8c436.pdf
Jyoti CNC Automation Ltd,2024-02-14T14:32:50.573,544081,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3d125e9-b53d-4a6b-98ad-871df43c8bbd.pdf
Kalpataru Projects International Ltd,2024-02-07T16:14:42.08,522287,4896,144,,8.70,8.70,8.7,144,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2cad3794-851d-445b-a250-48ce53c4d47e.pdf
Kansai Nerolac Paints Ltd,2024-02-05T14:55:52.963,500165,1918.71,152.09,239.9,1.91,1.91,,152.09,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff5d744b-73ab-45ae-8eeb-405a82e58035.pdf
Kirloskar Brothers Ltd-$,2024-02-14T13:53:48.467,500241,9648,824,,10.31,10.31,,824,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=12a8d934-4c72-4f0d-b2ea-10cdab865dd1.pdf
Kirloskar Oil Engines Ltd,2024-02-12T16:37:52.307,533293,1390.10,89.39,,6.20,6.18,,89.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2c56cd5f-0200-4af8-b768-3b91dd607257.pdf
Krishna Institute of Medical Sciences Ltd,2024-02-03T17:36:22.07,543308,15895.10,,,4.20,4.20,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f0c97dfa-f78d-4c49-b04d-8c34da0f2159.pdf
LIC Housing Finance Ltd,2024-02-02T20:34:08.443,500253,6804.19,1166.60,,21.21,21.21,22.56,1166.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3612d9ae-0e88-4018-8aa7-eedc4d1554ab.pdf
Lemon Tree Hotels Ltd,2024-02-06T20:59:05.063,541233,290.9,43.8,141.9,0.45,0.45,48.8,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cf466346-c14a-4ca5-a66e-e26346f88561.pdf
Life Insurance Corporation of India,2024-02-08T17:46:16.203,543526,21315938.97,946898.71,,14.97,14.97,,946898.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=851e0a15-e6b7-44c4-9ea4-ae68e817fa17.pdf
Linde India Ltd,2024-02-05T17:18:23.373,523457,7062.43,1200.70,,14.08,14.08,,1200.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e135161f-3623-4a27-8a17-867714bad5df.pdf
Lupin Ltd,2024-02-07T19:39:29.063,500257,51974.1,6131.2,,13.47,13.41,,6131.2,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7f27d6bb-e8fa-48b8-abec-4faa584c8c06.pdf
