company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
BASF India Ltd,2023-07-24T13:59:37.997,500042,33746.5,1126.8,,26.0,26.0,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=14a53d43-53ed-484d-bc81-b1924c224bdd.pdf
Bajaj Auto Ltd,2023-07-25T13:28:50.41,532977,10310,1665,1954,58.9,58.9,19.0,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0be1f729-f3fd-4bd5-8af3-a5b0d4731356.pdf
Bajaj Finance Ltd,2023-07-26T14:31:44.617,500034,12497.81,3436.89,,56.83,56.60,,3436.89,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9f04d98f-d7f7-448b-9f91-fe57f3008c08.pdf
Bajaj Finserv Ltd,2023-07-27T11:51:29.367,532978,23279.98,3709.42,,12.2,12.1,,1942.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ebfa0e98-1a5f-4cee-b1ec-6bdc9a494e02.pdf
Bajaj Holdings & Investment Ltd,2023-07-27T16:12:59.987,500490,104.07,1415.74,,127.2,127.2,,1415.74,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b59ba3b6-38f6-40c0-a248-180ef6089647.pdf
Bandhan Bank Ltd,2023-07-14T15:36:06.2,541153,490802.91,72105.36,,4.48,4.48,,72105.36,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=de2c4fde-367b-4d08-a98c-2ea9ed16a484.pdf
Bank of India,2023-07-28T16:08:36.987,532149,1592604,156155,,3.81,3.81,23.37,156155,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d4cbeb29-0878-4685-86c9-a5249b3fa272.pdf
Bank of Maharashtra,2023-07-19T12:47:40.42,532525,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ce4c200e-f857-4262-92c2-9c0cb2c8afa8.pdf
Bharat Electronics Ltd,2023-07-27T18:26:23.747,500049,353294,53860,,0.74,0.74,,53860,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=196f33ff-6906-4870-90be-e96d7565772b.pdf
Bharat Petroleum Corporation Ltd,2023-07-26T14:38:17.653,500547,128263.56,10644.30,,49.99,49.99,10.74,10644.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7528a037-eb22-4531-8fc3-9e0e43095cb7.pdf
Birlasoft Ltd,2023-07-27T13:13:47.95,532400,12627.71,1375.41,,4.97,4.92,,1375.41,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=404e84fb-b647-4ae3-9e6e-4779b526b084.pdf
Blue Dart Express Ltd,2023-07-27T15:25:33.893,526612,123755,5974,,25.18,25.18,,5974,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a1922da1-ef70-4407-8e98-054346200d6b.pdf
Bosch Ltd,2023-07-31T19:51:51.5,500530,41584,4090,,138.79,138.79,,4090,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eb77dda8-c447-425e-827a-36de493123ca.pdf
CCL Products (India) Ltd,2023-07-14T18:56:11.143,519600,65493.44,6071.14,,4.56,4.56,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b12b007c-ad3c-48e6-b03d-00c0ac058c82.pdf
CG Power and Industrial Solutions Ltd,2023-07-27T12:51:50.597,500093,1874.00,203.84,,1.33,1.33,,203.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5857df72-e92f-47f7-812b-eac2cbd4bc50.pdf
CRISIL Ltd,2023-07-18T22:39:43.633,500092,771.02,150.58,,20.60,20.59,,150.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b5055d6e-c50e-4a72-a62f-a6e40b064acb.pdf
Can Fin Homes Ltd,2023-07-19T19:22:22.563,511196,82409.10,18345.49,,13.78,13.78,,18345.49,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ba4f9ffe-ebfc-4206-aee1-743a8ed48389.pdf
Canara Bank,2023-07-24T13:18:33.04,532483,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c588a0d9-4f02-42d3-be07-a687d076f247.pdf
Castrol India Ltd,2023-07-31T14:21:43.163,500870,1333.76,225.27,,2.28,2.28,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7c66fc8c-98a3-48c6-a358-a9e0ca8d327d.pdf
Ceat Ltd,2023-07-25T18:01:03.26,500878,293517,14401,,35.75,35.75,13.11,14401,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=365fda0c-0211-4356-9569-d1b46dc37efd.pdf
Central Bank of India,2023-07-17T13:00:39.047,532885,821802,49498,,0.57,0.57,22.56,49498,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=17945265-a92f-4775-83bf-cb66c3cc882e.pdf
Chalet Hotels Ltd,2023-07-28T16:58:26.6,542399,3146,887,1136,4.32,4.32,36.1,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=def8adf7-8e24-43e4-bd54-242a1ee1c157.pdf
Chennai Petroleum Corporation Ltd,2023-07-24T19:38:54.81,500110,17985.67,556.50,,37.37,37.37,5.44,556.50,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=016fc885-2254-48b9-8091-cff5af024df0.pdf
Cipla Ltd,2023-07-26T15:16:16.453,500087,6465.18,998.07,,34.72,34.69,,998.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cfc5c91c-ef9e-4080-927e-7aafb5671506.pdf
Coforge Ltd,2023-07-20T15:30:28.553,532541,22210,1757,3151,27.06,26.54,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1f82bc8c-ed33-4d50-a215-ea337719f715.pdf
Colgate Palmolive (India) Ltd,2023-07-26T18:49:16.277,500830,131473,27368,,10.06,10.06,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=36a079b9-629e-411f-a054-f1c0e838fc12.pdf
Coromandel International Ltd,2023-07-27T13:56:32.393,506395,5693,,,16.80,16.78,17.29,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c67bbaa5-c94c-4493-bb9b-d358dda0dadd.pdf
Craftsman Automation Ltd,2023-07-24T14:41:21.27,543276,104134,8084,16155,36.11,36.11,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=01348bf5-45dd-45c7-9189-d3e6cab374f4.pdf
CreditAccess Grameen Ltd,2023-07-21T17:50:37.287,541770,1170.72,348.46,,21.93,21.80,,348.46,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d66c308-9651-475f-9380-d4ab312f9d56.pdf
Cyient Ltd,2023-07-25T16:29:04.577,532175,16865,1691,,15.35,15.20,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63ed11b4-10e5-45b2-a1dc-0742d6a471d7.pdf
DCM Shriram Ltd,2023-07-24T18:13:53.03,523367,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=482315bc-925e-40b4-b799-dd31cf981d3b.pdf
DLF Ltd,2023-07-21T16:21:46.267,532868,1423.23,526.11,,2.13,2.13,,526.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0e1e1fe-11fd-4b02-b89b-02ff63894bcd.pdf
Dalmia Bharat Ltd,2023-07-20T19:03:26.723,542216,3624,144,,6.93,6.93,,144,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5a0ac621-0c91-4681-8492-7d5b450b9b8c.pdf
Deepak Fertilisers & Petrochemicals Corporation Ltd,2023-07-26T14:46:29.977,500645,231301,,,8.72,8.72,,11362,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=def4fbec-3ac0-451a-977b-a478456eae52.pdf
Dixon Technologies (India) Ltd,2023-07-25T16:15:05.283,540699,327150,6719,13472,11.28,11.26,4.0,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2e3d97f-f2d3-4464-9c8a-9a16b74ec739.pdf
Dr. Lal PathLabs Ltd,2023-07-27T14:28:21.46,539524,5410,836,,9.95,9.93,,836,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=11323c0f-b0fd-4ba2-847e-f07cf93f37d2.pdf
Dr Reddys Laboratories Ltd,2023-07-26T16:02:34.35,500124,67384,14025,21372,84.40,84.22,,14025,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8c79ebc5-b321-4e60-a753-2ee6e42eb1ec.pdf
Elecon Engineering Company Ltd,2023-07-11T11:48:36.107,505700,41434,7296,9600,6.50,6.50,23,7296,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e1d14c3d-bdcf-459d-8d07-ed39f5e4c2a3.pdf
Exide Industries Ltd,2023-07-28T13:33:50.187,500086,4073,242,432,2.85,2.85,10.6,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63950a18-b725-43c4-aae4-3b111db7e1e5.pdf
Federal Bank Ltd,2023-07-13T13:03:06.613,500469,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4b8c2cf2-e90c-4e59-9c11-74ab4264154c.pdf
Five-Star Business Finance Ltd,2023-07-29T12:42:14.99,543663,48357.19,18370.88,,6.30,6.24,,18370.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=50387f5e-de32-478a-940a-7a04ef22308e.pdf
Gail (India) Ltd,2023-07-31T14:51:03.133,532155,32848.78,1792.99,,2.73,2.73,5.99,1792.99,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0cfc7772-6279-4de6-9808-95c8a76f69f1.pdf
GlaxoSmithKline Pharmaceuticals Ltd,2023-07-26T13:45:52.657,500660,76166,13225,,7.81,7.81,,13225,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eaa49b3b-043d-4c26-8691-1b40b06210e3.pdf
Godawari Power and Ispat Ltd,2023-07-27T14:44:11.17,532734,1325.58,230.88,,18.51,18.51,,230.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=92eb0465-8ea5-4216-a1da-930878837bf8.pdf
Godfrey Phillips India Ltd,2023-07-26T17:27:30.37,500163,124539,25444,,48.94,48.94,,25444,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff930d8b-5bf1-4123-89ab-545f348d879e.pdf
Gravita India Ltd,2023-07-24T15:30:06.34,533282,703.39,52.55,,7.70,7.70,,52.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b68e6493-7aef-4a63-b1cd-7b59a62488d9.pdf
HCL Technologies Ltd,2023-07-12T18:08:17.953,532281,26296,3531,,13.05,13.03,,3531,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ccc64cec-6c48-4114-be4c-57f8e61ae9cf.pdf
HDFC Asset Management Company Ltd,2023-07-24T14:22:23.893,541729,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6e865d00-fd3f-419f-8acc-4de216bf715c.pdf
HDFC Bank Ltd,2023-07-17T12:45:52.69,500180,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=26f5a2f0-e828-4b44-8a8c-7366c0e45b6a.pdf
HDFC Life Insurance Company Ltd,2023-07-21T14:06:44.45,540777,2348719,41534,,1.93,1.93,,41534,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=967c3adf-a8dd-4525-97fc-2e99007b09ab.pdf
HFCL Ltd,2023-07-26T19:27:32.207,500183,995.19,75.56,,0.49,0.49,,75.56,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aaf82629-43a1-467c-a886-f3fe084a8b3a.pdf
Havells India Ltd,2023-07-20T13:25:56.637,517354,4833.80,287.07,,4.58,4.58,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=293f7da2-7faa-4d4e-9f8d-d2562bdf9894.pdf
Himadri Speciality Chemical Ltd,2023-07-18T19:31:37.16,500184,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2708d75-5b2c-4a7a-a44e-9a3200774b04.pdf
Hindustan Unilever Ltd,2023-07-20T16:12:19.587,500696,15240,2556,3665,10.87,10.87,24.0,2556,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67950d4c-d8ee-4fff-a72a-6e2ce035c919.pdf
Hindustan Zinc Ltd,2023-07-21T13:44:11.7,500188,7111,1964,,4.65,4.65,35,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f3452de7-8355-4d38-b258-34a92b9d611a.pdf
Hitachi Energy India Ltd,2023-07-25T15:28:18.22,543187,1043.0,2.4,31.5,0.57,0.57,3.0,2.41,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=863b755e-b5d1-440f-830e-ad7be30cea9f.pdf
Home First Finance Company India Ltd,2023-07-27T16:25:15.2,543259,2598.07,691.22,,7.85,7.61,,691.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ee6310a3-0ce9-49ab-9c79-df2239fabe7f.pdf
ICICI Bank Ltd,2023-07-22T15:25:58.803,532174,52084.00,10636.12,,15.22,14.91,,10636.12,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ae82461-258f-49ef-8543-83e986ef8934.pdf
ICICI Lombard General Insurance Company Ltd,2023-07-18T17:49:44.983,540716,453803,39036,,7.95,7.94,,39036,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=99398762-5bf0-49e6-b902-a3dd6b9fd3a3.pdf
ICICI Prudential Life Insurance Company Ltd,2023-07-18T13:31:09.173,540133,233930000000,2070000000,,1.44,1.44,,2070000000,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=acef36fd-612d-45a2-80af-6a828a67cfdb.pdf
IDBI Bank Ltd,2023-07-24T14:16:40.637,500116,7770.91,1229.26,,1.14,1.14,,1229.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f3ae167c-3d4e-4eb3-ba4d-b1124abdff81.pdf
IDFC First Bank Ltd,2023-07-29T16:12:36.107,539437,823247,73151,,1.10,1.09,,73151,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77e3edab-0938-45d2-be4b-97ee87843408.pdf
IIFL Finance Ltd,2023-07-27T14:16:05.323,532636,2370.70,472.86,,11.18,11.11,,472.86,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=abfb6a66-be82-4fcd-9d67-e02a8d668a9d.pdf
IRB Infrastructure Developers Ltd,2023-07-31T17:07:03.79,532947,1745,134,889,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca882c3b-d3ed-42f9-9094-5fec32b2e229.pdf
IndiaMART InterMESH Ltd,2023-07-20T17:12:24.43,542726,2821,831,,13.60,13.57,,831,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=023ec2ca-1548-4472-8dfe-2e5d1fd6650f.pdf
Indian Bank,2023-07-27T14:08:51.677,532814,14921.43,1849.68,,14.85,14.85,,1849.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e9a1e6b5-3365-4612-af6f-83165db12bc8.pdf
Indian Energy Exchange Ltd,2023-07-27T14:30:41.3,540750,10403.66,7582.98,,0.85,0.85,,7582.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82d38aeb-1ae5-4af8-a495-b84faafc87d2.pdf
Indian Hotels Company Ltd,2023-07-27T16:45:50.52,500850,151570,23601,,1.57,1.57,,23601,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bac95d36-c862-4fc7-a0f9-4e7f88747a74.pdf
Indian Oil Corporation Ltd,2023-07-28T14:22:06.493,530965,225410.49,14735.30,,10.48,10.48,8.98,14735.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c13d144b-8674-4dfc-94e5-bec6ab2ec54c.pdf
Indraprastha Gas Ltd,2023-07-23T15:18:51.087,532514,3761.85,438.40,642.38,6.26,6.26,19,438.40,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=91522f93-b7de-4469-8352-fecb3ce8535f.pdf
Indus Towers Ltd,2023-07-27T16:59:28.283,534816,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3c372ea4-3db0-4867-b472-4e35c9a04adf.pdf
Indusind Bank Ltd,2023-07-18T15:43:00.487,532187,1293942,212450,,26.34,26.31,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d9b0dfa-f123-42ab-8800-d64c1809607f.pdf
Infosys Ltd,2023-07-20T15:51:00.263,500209,37933,5945,,14.37,14.35,20.8,5945,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=676630e9-e665-4f46-af13-ec026d07f4db.pdf
Inox Wind Ltd,2023-07-29T20:29:09.77,539083,34873,-6392,3488,-1.99,-1.99,,-6392,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ad43d9b-879a-4c7e-9923-55723a6129b1.pdf
Intellect Design Arena Ltd,2023-07-27T16:14:26.593,538835,6393.82,936.34,,6.93,6.70,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9eec06cd-448c-4c8e-97b8-9205f06db0af.pdf
JBM Auto Ltd,2023-07-31T19:13:05.537,532605,946.22,30.28,,2.56,2.56,,30.28,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc272a11-e9f4-4025-8c83-e9d550d26288.pdf
JSW Energy Ltd,2023-07-14T18:13:09.74,533148,3013.22,290.35,1307,1.77,1.76,23.47,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d9f1747-2029-4b76-a0e2-bd3e7285b775.pdf
JSW Steel Ltd,2023-07-21T11:39:29.86,500228,42213,2428,7046,9.72,9.67,16.69,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0b8bcdb1-07c7-4a19-ab7d-468e04e65885.pdf
Jaiprakash Power Ventures Ltd,2023-07-28T17:54:40.86,532627,170782,19165,52825,0.18,0.18,,19165,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d008ba44-68e3-4b3a-96a1-784e7bc3bf10.pdf
Jammu & Kashmir Bank Ltd,2023-07-24T13:37:11.59,532209,2887.52,331.24,,3.21,3.21,18.30,331.24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=190fc4aa-878f-4141-b537-499fc81a94f2.pdf
Jindal Stainless Ltd,2023-07-26T16:28:52.853,532508,10183.96,737.58,,9.06,9.06,11.71,737.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e516629b-142b-4301-bdb2-62f0cd3fbfd6.pdf
Jubilant FoodWorks Ltd,2023-07-25T14:23:27.18,533155,13345.42,289.17,,0.44,0.44,,289.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=16411e0c-2e00-4ac9-9b21-0526674f70a5.pdf
Jubilant Ingrevia Ltd,2023-07-26T14:52:19.55,543271,107502,5759,,3.63,3.63,7.85,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8145d7f-b191-43f2-92e6-8df76b7ae88d.pdf
Jubilant Pharmova Ltd,2023-07-19T14:03:33.05,530019,15869,60,,0.40,0.40,,60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06ffcf78-8cd7-4eaa-ac72-4aba85b670df.pdf
Just Dial Ltd,2023-07-14T20:03:19.643,535648,2914.8,834.0,,9.84,9.80,,834.0,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b5f72403-5bb4-4b1b-9217-0c9831258773.pdf
Jyothy Labs Ltd,2023-07-25T11:10:18.437,532926,68710,5625,,1.53,1.53,,5625,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=31b3ce84-c219-4a11-9be8-79d82061b08e.pdf
KEI Industries Ltd,2023-07-31T17:59:23.493,517569,17825.74,1213.79,,13.46,13.43,,1213.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=09955d2d-2fbf-4bb3-9208-b2de245f443e.pdf
KPIT Technologies Ltd,2023-07-25T11:45:55.37,542651,10976.22,1344.39,,4.95,4.91,,1344.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c7725ddf-15a9-4207-820b-069754cb97fc.pdf
Kajaria Ceramics Ltd,2023-07-26T14:14:06.437,500233,1064.23,109.11,,6.75,6.75,,109.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ae9ec03-bf18-432f-a5b0-7a64235238f6.pdf
Karur Vysya Bank Ltd,2023-07-20T08:32:11.14,590003,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8BF825B4-D038-4065-A79D-3926DEF70165-083149.pdf
Kaynes Technology India Ltd,2023-07-31T17:10:13.953,543664,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a94df318-36ac-451c-b2ab-b1c44d8fc39e.pdf
KFin Technologies Ltd,2023-07-28T17:33:53.963,543720,1815.03,433.75,873.65,2.56,2.51,,433.75,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6a9a9e3c-6cf2-422a-9d83-f4ad71d41579.pdf
Kotak Mahindra Bank Ltd,2023-07-22T12:40:31.46,500247,20723.91,4150.19,,20.89,20.89,,4150.19,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c31733f3-8030-4c21-9ffc-8ffd8baf5c17.pdf
L&T Finance Ltd,2023-07-19T17:54:26.733,533519,3223.32,530.52,,2.14,2.13,,530.52,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f563ed08-1fe7-4adc-9514-a3c6436196a1.pdf
L&T Technology Services Ltd,2023-07-18T15:43:33.307,540115,23014,3121,,29.45,29.38,,3121,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=36f3751f-2b45-4076-82d5-390d825fb2e3.pdf
